0,-1,1,-2,2,-3,3,-4,4,-5,5,-6,6,-7,7,-8,8,-9,9,-10,10,-11,11,-12,12,-13,13,-14,14,-15,15,-16,16,-17,17,-18,18,-19,19
1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4302351666036223,0.0,0.5704719659596215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.021079886782308477,0.021079886782308477,0.4302351666036223,0.0,0.5704719659596215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03819144652745268,0.021079886782308477,0.028374873804005964,0.021079886782308477,0.2552722455268944,0.0,0.3165210374600863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.029802466959245967,0.03863783835885357,0.04954655643713316,0.04702324892490344,0.028377770743725248,0.04702324892490344,0.14036889330575883,0.0,0.17890028332618715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0494903946760678,0.08017852792947316,0.03311848572055718,0.05511224853427341,0.0314019608786574,0.017771521483125545,0.025139262478049648,0.017771521483125545,0.07586483601498471,0.0,0.10424822620599931,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.08916448533550546,0.040283366130385564,0.03148688069970084,0.02718173052744987,0.031643989172992965,0.02351508886466794,0.01520162583571748,0.013523289978475246,0.023601724195691468,0.013523289978475246,0.04537855117005616,0.0,0.059458698179275404,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03890707295108705,0.028363640349788846,0.07388774172610403,0.021835983406049524,0.016142282748964266,0.019909752004059363,0.029160621710067936,0.015639274545400476,0.012926820029366968,0.007658246105502309,0.019500496952397188,0.007658246105502309,0.02582322532141614,0.0,0.0341292024797093,,,,,,,,,,,,,,,,,,,,,,,,
0.024096130144669114,0.020843558254536647,0.035639940563001724,0.01732556659511038,0.049295707798439295,0.013041407486777349,0.014446971277438303,0.014140435217918043,0.02358613583333406,0.012356026857873757,0.010269017205426698,0.005023209708764152,0.013286024668682778,0.005023209708764152,0.01455854020901312,0.0,0.01980420953198563,,,,,,,,,,,,,,,,,,,,,,
0.018466817564191114,0.01177955381325809,0.018421639595864236,0.015069615031279645,0.024270612041135262,0.018086872919016544,0.031247013774826558,0.014043941773686215,0.012413418456458693,0.009320881096821412,0.01584949546957522,0.007923518447665392,0.005998283019235696,0.0031129983684160772,0.009249256512077742,0.0031129983684160772,0.008573324375639164,0.0,0.011356803524601411,,,,,,,,,,,,,,,,,,,,
0.00803456797458521,0.014404966029058643,0.01391883572696564,0.019745745126180863,0.01411168064380985,0.014711069587136593,0.01293407574205455,0.01149441643682214,0.020916058158140544,0.009244140559262379,0.007299891156087128,0.006339265077731512,0.011024261649864054,0.005538683229621438,0.004043245534029579,0.0019470978053513872,0.0063932484379046325,0.0019470978053513872,0.004907689284033862,0.0,0.006535458876817185,,,,,,,,,,,,,,,,,,
