0,-1,1,-2,2,-3,3,-4,4,-5,5,-6,6,-7,7,-8,8,-9,9,-10,10,-11,11,-12,12,-13,13,-14,14,-15,15,-16,16,-17,17,-18,18,-19,19
1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.40168723154986397,0.0,0.6046103707217498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04633031172798291,0.04633031172798291,0.40168723154986397,0.0,0.6046103707217498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.07048831573653168,0.04633031172798291,0.06850566093630625,0.04633031172798291,0.2151049248106658,0.0,0.39207717205673315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.06851592702190631,0.07051687930535898,0.08555654376530017,0.02168295776007373,0.0816463380718616,0.02168295776007373,0.14470067439129736,0.0,0.25204370370874035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.08578123929337701,0.03175865003034036,0.08138924823378113,0.03325520995596443,0.07147153031758158,0.014859550985825039,0.08002184902389939,0.014859550985825039,0.0986930250024474,0.0,0.15527240645079618,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04017395584959049,0.044415359285378556,0.07351429899097127,0.021636653285981414,0.08076507637691074,0.020124852161534423,0.05378247778486602,0.011236517113410633,0.0703562968349806,0.011236517113410633,0.05853232231739317,0.0,0.0975082675048554,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04182543894627193,0.02494792313200976,0.042186787743321866,0.02309989146368434,0.058270482505711645,0.016866565360725658,0.07283417309359619,0.015343816933147621,0.04211302506618851,0.007333248619280989,0.05763982719543936,0.007333248619280989,0.03641879626978029,0.0,0.06198684318815059,,,,,,,,,,,,,,,,,,,,,,,,
0.024762928946292274,0.02275099583537812,0.03751250151124411,0.019505801224666434,0.0415949664124858,0.016465783032962707,0.04747584598656269,0.011577396788022462,0.06145353109632867,0.010904316859555589,0.03138110838521105,0.0044065024085936984,0.04439875272908883,0.0044065024085936984,0.023853515577008218,0.0,0.038728117982107756,,,,,,,,,,,,,,,,,,,,,,
0.022631685856021246,0.018820112016401044,0.02392361376823337,0.0146027001695372,0.03313764920405038,0.01446373505670981,0.038923988378719104,0.01297506038807003,0.03668958573223538,0.00716293772308409,0.04918665335452024,0.006925441237765781,0.022610889125268777,0.0027370960174178728,0.032979470531722496,0.0027370960174178728,0.014679174414694733,0.0,0.02432013024533595,,,,,,,,,,,,,,,,,,,,
0.017287960936582303,0.014201076839480178,0.021263078223802172,0.015021543522403022,0.023099684704390777,0.011906619134104233,0.02812399779075189,0.009454552212085252,0.03427534337090199,0.008964019255417533,0.02759153608485462,0.004377773578059525,0.03819565001869558,0.004226346054659275,0.016213255110403783,0.0018041695907361336,0.02396887668857722,0.0018041695907361336,0.009060155566969779,0.0,0.01545088499591556,,,,,,,,,,,,,,,,,,
0.013547288351085214,0.014634306227944163,0.015621852745663826,0.011295335053600338,0.019179245955401228,0.010707884523973341,0.02169115456467704,0.009249863777045482,0.023086187198954163,0.005742479925777364,0.02906855072860652,0.005532343234776534,0.0206698434603125,0.0028420027519495176,0.029000062017402486,0.0027044569503484137,0.011423114986012953,0.0011898135023805793,0.017092057611615367,0.0011898135023805793,0.005847326356959996,0.0,0.009735096630546147,,,,,,,,,,,,,,,,
