0,-1,1,-2,2,-3,3,-4,4,-5,5,-6,6,-7,7,-8,8,-9,9,-10,10,-11,11,-12,12,-13,13,-14,14,-15,15,-16,16,-17,17,-18,18,-19,19
(1+0j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.07396341461326036+0.004465302068644822j),0j,(0.9260359762177013-0.0044640542286072445j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.0041961036550805615-0.0030284041023283127j),(0.0041961036550805615-0.0030284041023283127j),(0.07396341461326036+0.004465302068644822j),0j,(0.9260359762177013-0.0044640542286072445j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.0018736513921493903-0.00314509304803452j),(0.0041961036550805615-0.0030284041023283127j),(0.010714409667241513-0.005939930512457179j),(0.0041961036550805615-0.0030284041023283127j),(0.06506926002723057+0.0027767553328745045j),0j,(0.8609663127317758-0.007240639817453017j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.011047483558042644-0.005698937437579299j),(0.0022067252829505207-0.0029040999731566393j),(-0.001206834110472667-0.0021927956837299685j),(0.00810960329223044-0.012203460905570077j),(0.01647468243971158-0.007782470612575287j),(0.00810960329223044-0.012203460905570077j),(0.06437573870315669-0.004003442099191218j),0j,(0.7965899858281974-0.0032376933159461415j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(-0.0004979168783789022-0.0017803192003293966j),(0.017196317664184516-0.022035496238889285j),(0.01743113326871161-0.006989986755689945j),(0.008464647653748662-0.013610935126820045j),(-0.0009772529435149568-0.001343231368218915j),(0.00572055245915328-0.008604259313083243j),(0.01961023906030024-0.009611321770288632j),(0.00572055245915328-0.008604259313083243j),(0.057509050557913215-0.0016356860826997992j),0j,(0.7390801648350903-0.001602598482229778j),,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.025353005452080395-0.028914149944936567j),(0.007394598237396153-0.012825042467767632j),(-0.00011408700879722108-0.0012928275994165527j),(0.01182086386725673-0.01519213775116665j),(0.021216005785736767-0.008420895881031959j),(0.007342778440452771-0.009830070446503138j),(-0.00023965264905516349+7.871991006039373e-05j),(0.006018496758423268-0.0013026155586179627j),(0.022972158384444673-0.011602001994320647j),(0.006018496758423268-0.0013026155586179627j),(0.05291324264658472-0.004196473698796239j),0j,(0.6861660169901681+0.002593273242045336j),,,,,,,,,,,,,,,,,,,,,,,,,,
(0.007233066099314345-0.01153614505155352j),(0.018145110542870865-0.020024388854347888j),(0.03135235834321104-0.03415370749516063j),(0.008531153535652794-0.009881790340642162j),(0.0007029999738953777-0.00010407522089314268j),(0.011686325071251035-0.0019530113920197478j),(0.025368756218529177-0.010188651868188004j),(0.008280240864606873-0.0018784638962975378j),(0.00035023969140197+8.054021921188154e-05j),(0.007804873033746032+0.0025669343941649016j),(0.02520418265981939-0.012792952527984838j),(0.007804873033746032+0.0025669343941649016j),(0.049171660328940846-0.002051899353122741j),0j,(0.6369934673806718+0.004644662697578745j),,,,,,,,,,,,,,,,,,,,,,,,
(0.023779670307885702-0.024175712098649015j),(0.008567546698255466-0.009067663103700855j),(0.007570981442861719-0.010913039571417121j),(0.017769603904353986-0.0029517117271419925j),(0.037717376111096-0.038335615301424784j),(0.010416088331625644-0.0029067395293588512j),(0.0010963466534283767-0.00022148675028337608j),(0.01424589509893315+0.004852782716584404j),(0.028299833971352648-0.011291088923644006j),(0.009925239562531225+0.0025671437576963575j),(0.0011873914107490488-4.687563196207408e-06j),(0.007948756158742281+0.0028919374696924744j),(0.02704476243638869-0.01401066297076481j),(0.007948756158742281+0.0028919374696924744j),(0.044829251274045495-0.002541838466725926j),0j,(0.5921633473992386+0.007186058792981129j),,,,,,,,,,,,,,,,,,,,,,
(0.00879071748835116-0.009513878606154295j),(0.02346987540148133-0.004733164948055113j),(0.02948243867128177-0.02776298591935354j),(0.010291121694903684-0.00276577978688744j),(0.007604933043592239-0.010227400290979688j),(0.020394220124256637+0.005747967901703301j),(0.04293137499335576-0.04143898039265964j),(0.011579463858650836+0.0013297108900813196j),(0.0018481260229851765-0.00035399500048757126j),(0.01408553768508868+0.0051936301098499515j),(0.030736881851973236-0.012519714174429115j),(0.009671479205372067+0.003245423958997325j),(0.0014039327781332895-0.000185473255265587j),(0.006295143679940229+0.0022982563943902377j),(0.02843996608958093-0.01469880042727122j),(0.006295143679940229+0.0022982563943902377j),(0.04226161028774018-0.0016338469162783097j),0j,(0.549900945467868+0.008819512369322734j),,,,,,,,,,,,,,,,,,,,
