0,-1,1,-2,2,-3,3,-4,4,-5,5,-6,6,-7,7,-8,8,-9,9,-10,10,-11,11,-12,12,-13,13,-14,14,-15,15,-16,16,-17,17,-18,18,-19,19
(1+0j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.039606312225960526-0.0007605347300300793j),0j,(0.9603930786048479+0.0007617825705587811j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.0005389936351970961-0.0014775667616958735j),(0.0005389936351970961-0.0014775667616958735j),(0.039606312225960526-0.0007605347300300793j),0j,(0.9603930786048479+0.0007617825705587811j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(-0.0001833488303574261-0.00135031750063695j),(0.0005389936351970961-0.0014775667616958735j),(0.0018002246731136217-0.0030822455650585563j),(0.0005389936351970961-0.0014775667616958735j),(0.03585448153924737-0.00047446501969638865j),0j,(0.9245380062397315+0.0012365963955128128j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.0018924601911561735-0.00311834592920619j),(-9.111331231487445e-05-0.0013864178647845838j),(-0.000738098862659734-0.00014203349815814544j),(0.0028218737675015744-0.0067139855244599655j),(0.0032290481442823617-0.003605889627001358j),(0.0028218737675015744-0.0067139855244599655j),(0.03645428606688876-0.003992538842148629j),0j,(0.8880829731970113+0.0052289111528516724j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(-0.0005578393026022025-0.00023052837664003936j),(0.006225929145235975-0.012914069702620741j),(0.0035099645717548127-0.003697898035761531j),(0.0026085264426026523-0.007372296115197945j),(-0.000645447000306944-2.3276335329407144e-05j),(0.0017124111158794636-0.005271963877356068j),(0.004042684441622205-0.003834231013672606j),(0.0017124111158794636-0.005271963877356068j),(0.03476417736177856-0.0021008597985603503j),0j,(0.8533179618967748+0.007329421611936422j),,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.009852519230738804-0.01783804366740655j),(0.002416400090642322-0.006747469432004402j),(-0.0005075283799343421-0.00023417803629440705j),(0.003832442847132062-0.010042421947443073j),(0.004482573664239568-0.004055673305472443j),(0.0018435729088373785-0.005911176936489482j),(-0.00014892286470407409+0.00039438957711971766j),(0.0019215886169341848-0.0016172549699342187j),(0.005229334959010158-0.00416090193740639j),(0.0019215886169341848-0.0016172549699342187j),(0.032711995723054034-0.0036323897188058783j),0j,(0.8206050111350224+0.010961392926900234j),,,,,,,,,,,,,,,,,,,,,,,,,,
(0.002481592869245912-0.006506260006132817j),(0.00627240692884932-0.014226185176309962j),(0.0127297767693846-0.02204675539797272j),(0.002045671957785375-0.005967281452212877j),(-3.014720519328659e-05+0.00012589382421232344j),(0.003940500512828953-0.002967736119707498j),(0.005828458676759144-0.00455285756017541j),(0.002354651578180441-0.0020123124777158895j),(-0.00016843473511444162+0.0004493656952874402j),(0.003008799504542108+0.0005289211349513532j),(0.00624916423116373-0.004233151967179061j),(0.003008799504542108+0.0005289211349513532j),(0.03222492084856518-0.0026928321488803447j),0j,(0.7883791494439855+0.013653810218544872j),,,,,,,,,,,,,,,,,,,,,,,,
(0.008406551725328122-0.01802265186266153j),(0.00211384431739168-0.005834336030481728j),(0.0026800146312116017-0.006276490514003342j),(0.0060595418025271635-0.004404340133590065j),(0.015914273079831353-0.025955256263138715j),(0.002674427748138524-0.00249513024605763j),(-0.00010594483826084438+0.00018614386803905665j),(0.005781844511536144+0.0011934209607992068j),(0.006970577684339906-0.004788393729716962j),(0.0035611177025078287+0.00034657872651515956j),(0.0001309544447981513+0.0003252348041178078j),(0.0033812483600700128+0.0009007931096462264j),(0.007209020319372298-0.004435176162708775j),(0.0033812483600700128+0.0009007931096462264j),(0.030105460184873145-0.002684555164327622j),0j,(0.7582727332320985+0.016337983985798187j),,,,,,,,,,,,,,,,,,,,,,
(0.0021071709559925635-0.005900243277434308j),(0.008049846880251961-0.0059638751041019835j),(0.01067434515591967-0.021598128504662743j),(0.0026484496362817822-0.0024442260623205392j),(0.0026998049069355376-0.006076390656699291j),(0.008378330081738721+0.0015312466123567564j),(0.01878056167160547-0.029243965314094494j),(0.0038221954491958264-0.000176085042737104j),(0.00016663732646252053+5.142080264596135e-05j),(0.006349895246541044+0.001874427310842441j),(0.008028415591183129-0.00514701616981278j),(0.003890345021816797+0.0008268584405208429j),(0.000175952932428662+0.00041334351799289764j),(0.002825301511916121+0.0007272047119399093j),(0.00811876041294422-0.004527122877171281j),(0.002825301511916121+0.0007272047119399093j),(0.029514399087261466-0.002601403029659712j),0j,(0.728757414511769+0.018939009159052108j),,,,,,,,,,,,,,,,,,,,
