0,-1,1,-2,2,-3,3,-4,4,-5,5,-6,6,-7,7,-8,8,-9,9,-10,10,-11,11,-12,12,-13,13,-14,14,-15,15,-16,16,-17,17,-18,18,-19,19
(1+0j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.001676239572656443-0.0011642745869157082j),0j,(0.9983231512575662+0.0011655224281736697j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(-0.00016853713303568155-3.437999940911207e-05j),(-0.00016853713303568155-3.437999940911207e-05j),(0.001676239572656443-0.0011642745869157082j),0j,(0.9983231512575662+0.0011655224281736697j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(-0.0001738482653649679-3.1293080649632236e-05j),(-0.00016853713303568155-3.437999940911207e-05j),(-0.00033175903736760607-7.18386899359889e-05j),(-0.00016853713303568155-3.437999940911207e-05j),(0.0016514775211732406-0.0010557681191771132j),0j,(0.9966709995190254+0.0022223694860535044j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(-0.00033234028663987165-7.172508889912155e-05j),(-0.00017442951463723347-3.117947961276488e-05j),(-0.00015251393659431286-2.4966427045448338e-05j),(-0.00011066875438216884-0.0003933195771119852j),(-0.0004683354805995892-0.00010605764561816167j),(-0.00011066875438216884-0.0003933195771119852j),(0.0017090176838169386-0.0012159345233583227j),0j,(0.9949611983362074+0.003439229429924011j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(-0.00015367712557513413-2.4731058712862796e-05j),(-0.00021664779082257896-0.0007866794746486914j),(-0.0004700785305862723-0.00010572500067992265j),(-0.00011768769274986882-0.00039281858275917085j),(-0.00014835317439486446-2.505722556946371e-05j),(-0.00017299426781969848-0.0004083648688150078j),(-0.0005963083587862308-0.00014005146109418083j),(-0.00017299426781969848-0.0004083648688150078j),(0.0018060462801121977-0.001171083674183576j),0j,(0.9931543065036273+0.004611156761777586j),,,,,,,,,,,,,,,,,,,,,,,,,,,,
(-0.0002979727514338011-0.0011784017247955972j),(-9.88928332766572e-05-0.000390874494227863j),(-0.0001500470769164105-2.4583997440493e-05j),(-0.00034205623569192944-0.0008156492508375867j),(-0.0005997418443253622-0.00013928640314824967j),(-0.00017924337885616046-0.0004095963218504579j),(-0.00013804705354860517-3.166809304717211e-05j),(-0.0001031850749673292-0.000247660056958023j),(-0.0007123882827888957-0.00018545223116614453j),(-0.0001031850749673292-0.000247660056958023j),(0.0017506413039033834-0.0012095972606644182j),0j,(0.9914027340584385+0.005821565078107895j),,,,,,,,,,,,,,,,,,,,,,,,,,
(-9.537640460315503e-05-0.00039400062488769674j),(-0.0004974043147523514-0.0012205807626236007j),(-0.00037186803396872526-0.0015628556208822676j),(-0.0001706392161601578-0.00040836637411781763j),(-0.00013998554607379666-3.09986574944504e-05j),(-0.0002038542825979324-0.000494010447024825j),(-0.0007177428888776513-0.00018408673742733136j),(-0.00010753413669975864-0.0002504812271221861j),(-0.0001329890376555185-3.125557593157665e-05j),(5.1831291074524034e-05-0.00013703043673880645j),(-0.0008204754646824894-0.0002324635403668888j),(5.1831291074524034e-05-0.00013703043673880645j),(0.001805152443095458-0.001258712740818612j),0j,(0.9895965935568446+0.007081057528152178j),,,,,,,,,,,,,,,,,,,,,,,,
(-0.0006464636074775353-0.0016180162596437172j),(-0.00017025031821818278-0.0004111801282183378j),(-8.680702140218379e-05-0.00040132425126556087j),(-0.0002998473766399664-0.000733460638068298j),(-0.00043591518472966363-0.0019562191766588164j),(-0.00010632983352676111-0.00024562441536907036j),(-0.00013504754243968205-3.033073091070583e-05j),(0.00010466302249344165-0.00027286809451426556j),(-0.0008278623601979875-0.00023026472347165735j),(4.926982349514626e-05-0.00014126137372544407j),(-0.00013210641931707192-3.650035668899923e-05j),(0.00014854205071552942-0.00011092760114452681j),(-0.0009278836061208276-0.00028600132234494455j),(0.00014854205071552942-0.00011092760114452681j),(0.001791435410046942-0.001233583701533245j),0j,(0.9878041309985677+0.008315425099583582j),,,,,,,,,,,,,,,,,,,,,,
(-0.00016574504265922895-0.00041494843880496816j),(-0.0003931658691023188-0.0009676100051324574j),(-0.0007885796805292645-0.002018780949580402j),(-0.00010724599586844218-0.00024601688251209617j),(-8.320047256618328e-05-0.0004022711739208674j),(0.00015853284712935746-0.0003992522097661052j),(-0.0004899543043525353-0.002347865516843183j),(4.8473419599146486e-05-0.00013451010133852772j),(-0.00013422695177562263-3.540285472470389e-05j),(0.00029694644780844454-0.0002207511499468079j),(-0.000937354762777244-0.00028282566780091933j),(0.00014723239911125773-0.00011560511046521398j),(-0.00012839580151036728-3.924975209215381e-05j),(0.0001492397936851293-9.16875576630696e-05j),(-0.0010311063361487843-0.00034408169814618587j),(0.0001492397936851293-9.16875576630696e-05j),(0.0017759394085098109-0.0012723710432321852j),0j,(0.9860271264091348+0.009588582141824028j),,,,,,,,,,,,,,,,,,,,
