0,-1,1,-2,2,-3,3,-4,4,-5,5,-6,6,-7,7,-8,8,-9,9,-10,10,-11,11,-12,12,-13,13,-14,14,-15,15,-16,16,-17,17,-18,18,-19,19
(1+0j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.0066543707010470994-0.002045513545350153j),0j,(0.9933450201293581+0.0020467613864457793j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(-0.0004397513501572736-0.00024807023639840267j),(-0.0004397513501572736-0.00024807023639840267j),(0.0066543707010470994-0.002045513545350153j),0j,(0.9933450201293581+0.0020467613864457793j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(-0.0004834031926722161-0.00023171186058544067j),(-0.0004397513501572736-0.00024807023639840267j),(-0.0008358490276994834-0.0005124630286237002j),(-0.0004397513501572736-0.00024807023639840267j),(0.006407870164800599-0.0016581776633821151j),0j,(0.9869364403852966+0.0037058263807514657j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(-0.0008412125739813207-0.0005166602579408079j),(-0.0004887667389540534-0.00023590908990254837j),(-0.0003655775488691237-0.0001311913312327685j),(-6.316939455498375e-05-0.0015328932157820682j),(-0.0010704692189236584-0.0006926936673092876j),(-6.316939455498375e-05-0.0015328932157820682j),(0.006621308901137934-0.002277995895801367j),0j,(0.9803142617466232+0.005984398531066806j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(-0.00037651181430111737-0.0001394588833990832j),(-9.094809045304627e-05-0.003061942416564878j),(-0.0010863527294995457-0.0007054121158135358j),(-0.00012004003575218506-0.0015535095593213766j),(-0.0003482158378111109-0.00011855972468608007j),(-0.00024864448747297134-0.0014880442862879645j),(-0.0012681924964098364-0.0008333483464061219j),(-0.00024864448747297134-0.0014880442862879645j),(0.006869594069508879-0.0020041740942798535j),0j,(0.9734437258733882+0.007988999955122022j),,,,,,,,,,,,,,,,,,,,,,,,,,,,
(2.2315963413081692e-05-0.004515649170600155j),(-2.59694368974082e-05-0.0014898816634372843j),(-0.00036612364292813715-0.0001280190714700195j),(-0.00046811621885067844-0.0029681778761523423j),(-0.001300948036958544-0.0008561603822038622j),(-0.0002907058246971259-0.0015216771766575971j),(-0.0002717617051265196-0.00013097607726536946j),(-7.219042229829179e-05-0.000779763069422359j),(-0.001381952079185866-0.001012077102540946j),(-7.219042229829179e-05-0.000779763069422359j),(0.006601902130862824-0.002174616572610435j),0j,(0.966840761710684+0.010163970045908678j),,,,,,,,,,,,,,,,,,,,,,,,,,
(-8.666042057922256e-06-0.0014908895878926152j),(-0.0006166085875684188-0.004404328992922559j),(0.00014839143234172435-0.005879675118430321j),(-0.00025637663155438594-0.001498412824305073j),(-0.0002929931150480941-0.00014066475816424285j),(-0.00012575945325378883-0.0015545516193242433j),(-0.0014341606207183668-0.0010454237062637857j),(-8.751424710267944e-05-0.0008197810318824708j),(-0.0002490686968124607-0.00010833040490981155j),(0.00036385391962184257-0.00025553059034641234j),(-0.0014553546002929164-0.001168834068250453j),(0.00036385391962184257-0.00025553059034641234j),(0.006799689137162273-0.0022563664693644337j),0j,(0.9600399536852692+0.012420623927020848j),,,,,,,,,,,,,,,,,,,,,,,,
(-0.0007537103029084352-0.005770758549977517j),(-0.0002537001664109619-0.0015083890369351754j),(5.1279918257007665e-05-0.0015015886635776812j),(-0.00017459799339041268-0.0022956204619479508j),(0.0003425329154072389-0.007260480532769121j),(-0.00010090832704626776-0.0008092192649099466j),(-0.0002722682536295833-0.00011641790785723525j),(0.000736513307595495-0.0005085279018310877j),(-0.0015284668674448907-0.0012112926032212712j),(0.00037118633613731516-0.00029875501871865667j),(-0.00023487099318652578-0.0001350338377795689j),(0.0006088647676960352-9.324104597390487e-05j),(-0.001519617284627269-0.0013520817042324633j),(0.0006088647676960352-9.324104597390487e-05j),(0.0066574814667329845-0.0021336964649196224j),0j,(0.9533813099835937+0.01455460499338654j),,,,,,,,,,,,,,,,,,,,,,
(-0.00022704905284923253-0.0015110944320880434j),(-0.00022927306396352962-0.00301023502861715j),(-0.0008497024168739004-0.00713273084768765j),(-0.00010954084433760332-0.0008157117720842474j),(6.938106893167351e-05-0.0014870117145132516j),(0.001085960278757271-0.000730430877521577j),(0.0005828156802713219-0.008585522864092938j),(0.0003461771805972123-0.00029165257715356565j),(-0.00025946031418176013-0.00014205701382683617j),(0.0012193077237372645-0.00018361439231631382j),(-0.001614277660976592-0.0014027810932415307j),(0.0006267813884052627-0.0001318673572323091j),(-0.00020663383329152656-0.00013461248975600167j),(0.0005355972305688202-4.781363070425717e-05j),(-0.0015551009738197154-0.0015389617630356164j),(0.0005355972305688202-4.781363070425717e-05j),(0.0066172111819720455-0.0022569818666044075j),0j,(0.9467628970776476+0.01681185475678464j),,,,,,,,,,,,,,,,,,,,
(-0.00026374935879071217-0.003704782554705235j),(-0.00010631512145107346-0.0008060808538032878j),(-0.00022263075873491116-0.001503991306219993j),(0.0014091526588930503-0.0009541306896620022j),(-0.000911237198929598-0.00845170926267815j),(0.00033823985418591265-0.0002932277782871667j),(8.285008481446678e-05-0.0015062678429292027j),(0.001805302000252237-0.00025499966436242716j),(0.0008249971764833069-0.00990951204689501j),(0.0006098104952935574-0.0001347982459606457j),(-0.00023135282330014357-0.0001407955059455836j),(0.00106890165464871-9.020866487377278e-05j),(-0.0016710360692481694-0.0015971411214603217j),(0.0005560432116343169-7.312353859082591e-05j),(-0.00021052456206425716-0.00013967730534796783j),(0.00033122764206771314+4.859827727430791e-05j),(-0.001593860431478624-0.0017273755228383756j),(0.00033122764206771314+4.859827727430791e-05j),(0.006628056794906906-0.002165411694651482j),0j,(0.940133632006923+0.018977533626018343j),,,,,,,,,,,,,,,,,,
