0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1.0,,,,,,,,,,,,,,,,,,
0.09782407039650344,0.617245538773467,0.3871002734837654,,,,,,,,,,,,,,,,
0.15192274013367912,0.1288251293515099,0.1007831172620056,0.05936612097387637,0.05752188019892898,,,,,,,,,,,,,,
0.08596761156865662,0.14244611524285192,0.09455293835895731,0.055967058875747426,0.024776103129909677,0.01729051811400552,0.01505614854627165,,,,,,,,,,,,
0.06948340293155625,0.0846598754472532,0.05774620205993995,0.042371803600828976,0.026710947105825607,0.01043355600927277,0.008702739882225592,0.0038648543151722937,0.0034697246237709385,,,,,,,,,,
0.0505163632506697,0.06482385888486844,0.04406011542738114,0.03237741817664089,0.01920558343999672,0.011786067993451022,0.008549592330840242,0.0033796619323426366,0.002380669705387015,0.000923438458713587,0.0008202049271421016,,,,,,,,
0.03779776494432008,0.04595394781495666,0.031464501336186654,0.02527587728677912,0.016144520435596995,0.009586678941416519,0.006896253476430642,0.0036403052967828196,0.002602088044131132,0.0008696400503253249,0.0006710045787509431,0.00021636277862244232,0.00019290140825476787,,,,,,
0.02827667488211566,0.0340241634262393,0.023459219091122925,0.019353198415869667,0.012509421079654467,0.0083465879592783,0.005882692464491884,0.0031923604107095094,0.002241331962364749,0.0010166276951248593,0.0007562163928026531,0.0002338000678658442,0.00018127175310210766,5.100131489291318e-05,4.541479228221252e-05,,,,
0.021243756743945182,0.025153679728901618,0.017456431729792252,0.01499494399243273,0.009919909200127027,0.006894617345828162,0.004815993284669413,0.0028899977266491376,0.0020205488966377203,0.000967724453300294,0.0006987592365020857,0.00028662063999864063,0.00021558177076642628,6.10847111163552e-05,4.839168517694511e-05,1.2000188109960724e-05,1.068983674837483e-05,,
0.016039411574023926,0.018805708051541532,0.013132894324180609,0.011577920106613328,0.007760545014111972,0.005677554093593379,0.003954756702682906,0.00247949913975994,0.0017317548462372216,0.0009195308896090167,0.0006569391317347441,0.0002888432768909047,0.0002117752486757853,7.871396737828615e-05,6.017782214919395e-05,1.58677372554277e-05,1.2720666506952823e-05,2.8250617168590577e-06,2.516290869105324e-06
