0,-1,1,-2,2,-3,3,-4,4,-5,5,-6,6,-7,7,-8,8,-9,9,-10,10,-11,11,-12,12,-13,13,-14,14,-15,15,-16,16,-17,17,-18,18,-19,19
(1+0j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.09404624222708326+0.00839462214565484j),0j,(0.9059531486039324-0.008393374305908082j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.007442141403928873-0.0038988947658684624j),(0.007442141403928873-0.0038988947658684624j),(0.09404624222708326+0.00839462214565484j),0j,(0.9059531486039324-0.008393374305908082j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.00389017182444004-0.004943395552492607j),(0.007442141403928873-0.0038988947658684624j),(0.018435901568793604-0.006753109551514497j),(0.007442141403928873-0.0038988947658684624j),(0.08123907571485996+0.005420255636889929j),0j,(0.8247137487771006-0.013813481219716484j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.01877239984651934-0.006104707916572349j),(0.004226670102165776-0.00429499391755046j),(-0.000903569435551279-0.005475843343523196j),(0.01333677357480176-0.015378480518723986j),(0.028187890053155848-0.009095271341566975j),(0.01333677357480176-0.015378480518723986j),(0.0793887577279734-0.0036955297865763318j),0j,(0.7453244881272031-0.010118525607473726j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(-8.749713485902382e-05-0.0042651063139640556j),(0.027068204670049827-0.02646590780908853j),(0.029054310340917742-0.0070640086316173375j),(0.014287957614740344-0.01707595774596331j),(-0.0009033758723216026-0.0038574054775161503j),(0.009945816560070495-0.010695052723686439j),(0.03353462820889569-0.01231426550839389j),(0.009945816560070495-0.010695052723686439j),(0.06860372197930896-0.0017247756095146618j),0j,(0.6767200389879406-0.008394437899067481j),,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.0381268727655264-0.03372509711771567j),(0.012465682680768165-0.01658624835224623j),(0.0004187180184107986-0.003066493765513319j),(0.019316874010582016-0.01783714172613845j),(0.035007766060837-0.009061776755219571j),(0.013198388290645017-0.011678225093639099j),(-0.00033139139100749754-0.001494870163995838j),(0.009219725822051737-0.0008121549160868451j),(0.03875027943466085-0.01571384842391941j),(0.009219725822051737-0.0008121549160868451j),(0.0620051087667854-0.004801262575963516j),0j,(0.614714045917236-0.0035938566714735143j),,,,,,,,,,,,,,,,,,,,,,,,,,
(0.011738673954420352-0.014450636680561355j),(0.027994513445842324-0.022222583021849707j),(0.04536274921370746-0.03864928332262398j),(0.01519257167703781-0.011199575166996307j),(0.0013069394564751069-0.0010544988914121247j),(0.01733968045223084-0.0005753648169085458j),(0.04125000889066105-0.011471821180504074j),(0.013448899918031105-0.0007784936347496127j),(0.0009653366823801478-0.0010192767714480638j),(0.010637709755517723+0.004728329751411123j),(0.04154812684361731-0.01804129163866934j),(0.010637709755517723+0.004728329751411123j),(0.05562652133866948-0.002210392078706812j),0j,(0.5590866406502347-0.0013840154983267754j),,,,,,,,,,,,,,,,,,,,,,,,
(0.035477494190804426-0.025517433551324763j),(0.014942950329503601-0.009719557015195463j),(0.012098444773110489-0.013382699173233226j),(0.026011016837801132-0.0006670385406761931j),(0.052914683124905056-0.04162031084601209j),(0.017407316226644848-0.0012881168721902328j),(0.0023611520089676214-0.0009592255479582229j),(0.01903533335408122+0.00837423912637221j),(0.045091030878140044-0.01316405688654102j),(0.014249997503495454+0.005349883219825668j),(0.0022978393832895575-0.000933449881064211j),(0.01036140215258341+0.005152434739300206j),(0.043552212565381714-0.020097406367370133j),(0.01036140215258341+0.005152434739300206j),(0.049925158602477974-0.0027527893839999185j),0j,(0.509160632165278+0.0013683182174146777j),,,,,,,,,,,,,,,,,,,,,,
(0.015487308742520809-0.01035021139933041j),(0.03434798605648632-0.0021550335316210404j),(0.042965813034902794-0.027793839618230117j),(0.017273876988464002-0.0010037898181885145j),(0.011907293004914044-0.012289577161034269j),(0.027402723084201844+0.009642885149016667j),(0.05878430530883082-0.043331330348067534j),(0.017390462594853957+0.004127353610018748j),(0.0035265904318814486-0.0010334061290829732j),(0.017916782011675285+0.00841468440282045j),(0.04806187136440986-0.014907229331380034j),(0.012913931354835928+0.006116574012406234j),(0.002941079897796295-0.001252963344169085j),(0.007866365201978615+0.003865501177990101j),(0.04454309474273083-0.021204042553500883j),(0.007866365201978615+0.003865501177990101j),(0.04580838371046905-0.001416739821997446j),0j,(0.4633514904318775+0.0027846784723622956j),,,,,,,,,,,,,,,,,,,,
