0,-1,1,-2,2,-3,3,-4,4,-5,5,-6,6,-7,7,-8,8,-9,9,-10,10,-11,11,-12,12,-13,13,-14,14,-15,15,-16,16,-17,17,-18,18,-19,19
(1+0j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.11576113718553527+0.013124447218420947j),0j,(0.8842382536455281-0.01312319937899599j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.01141797721379258-0.004733886772546897j),(0.01141797721379258-0.004733886772546897j),(0.11576113718553527+0.013124447218420947j),0j,(0.8842382536455281-0.01312319937899599j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.0069551119938642166-0.007842093451238737j),(0.01141797721379258-0.004733886772546897j),(0.027298373699752475-0.0063594465355117855j),(0.01141797721379258-0.004733886772546897j),(0.09751697488287978+0.008698888016627337j),0j,(0.7867210052267969-0.021821924730416872j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.02731084588861331-0.00529472973952264j),(0.006967584182725052-0.0067773766552495915j),(0.0010785699321521815-0.01115850588894992j),(0.02072252286618957-0.017711356693978424j),(0.0417650933439287-0.008193212057496015j),(0.02072252286618957-0.017711356693978424j),(0.09450797955062469-0.0030174289822319407j),0j,(0.6922126112537605-0.018805106663648534j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.0014199156495949123-0.009010952004361694j),(0.0397884443484461-0.028938807121929463j),(0.041486117927179-0.005017190906171842j),(0.022428857429061238-0.019936442685412625j),(0.0004169327629886892-0.008661868026277263j),(0.01650591404069527-0.012136799237486937j),(0.05008128833002955-0.012582395068986472j),(0.01650591404069527-0.012136799237486937j),(0.07910712804241056-0.0020495440090902255j),0j,(0.6131048300200411-0.01675632534821568j),,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.053470216955184856-0.03646802216059105j),(0.0199916853848-0.020520227821029254j),(0.0017490499064252453-0.0066610259078365075j),(0.02974142258677936-0.019273575238581905j),(0.04955244207088881-0.0074961511503378805j),(0.021645250365775495-0.01214869980089007j),(0.00018643102477695385-0.005258411679408186j),(0.013310922817230661+0.00010763037534890132j),(0.05780771723755483-0.017193641073815217j),(0.013310922817230661+0.00010763037534890132j),(0.07013285353053945-0.005807481321706666j),0j,(0.5429711455865629-0.010949610570730496j),,,,,,,,,,,,,,,,,,,,,,,,,,
(0.01821578245221418-0.017447206676178544j),(0.04012949961108405-0.02325632904595757j),(0.060562581750894635-0.04159647375145088j),(0.024169384245327035-0.010779568012008085j),(0.0022500688526286955-0.0035307705484276942j),(0.02371002487505738+0.0015136012202163244j),(0.05783434640809624-0.01022880940092416j),(0.019801447099544952+0.001982726751454227j),(0.0019553084181659812-0.003481678697094614j),(0.0127757813887845+0.007572110554035144j),(0.061312867527777155-0.021012901894329514j),(0.0127757813887845+0.007572110554035144j),(0.060494707646720464-0.003087738404246162j),0j,(0.48247557823278553-0.007862487945294146j),,,,,,,,,,,,,,,,,,,,,,,,
(0.04810810066136461-0.025766148506155894j),(0.023044092104440105-0.008513953601229201j),(0.018263908198825774-0.01571979112264173j),(0.034401334809674555+0.002696896765484124j),(0.0673782065238855-0.04314264058102399j),(0.025373931198664997+0.0032473868745428788j),(0.004004486129985699-0.002545944084133688j),(0.02249711826283469+0.012639595278302874j),(0.06225732241471117-0.012651153200631364j),(0.01815973807329771+0.009652842500047724j),(0.0038311451897771963-0.0027666753779381275j),(0.011439947529618456+0.00824085694594575j),(0.06325199931089057-0.024175618946408794j),(0.011439947529618456+0.00824085694594575j),(0.05316771299692287-0.003512609905406545j),0j,(0.4293070361376136-0.004350371264989395j),,,,,,,,,,,,,,,,,,,,,,
(0.023895325709651884-0.009151138958372855j),(0.04520061291321627+0.002023894409858259j),(0.05569084204539643-0.026188329677068016j),(0.024873641235307466+0.003798569020956031j),(0.01757172659135706-0.014249136811665711j),(0.0331137258735997+0.014397887160713293j),(0.07194782641846112-0.0430056624701411j),(0.022972754591382986+0.009348708434119187j),(0.005730190295874425-0.0023079902532039897j),(0.019823262039348474+0.01217360804303694j),(0.06532175263932712-0.014955822961901151j),(0.014866199007519915+0.009925986323737859j),(0.00515896744815198-0.002770223916388804j),(0.008230133367809568+0.005818101919188268j),(0.06319813967735814-0.02605846509582691j),(0.008230133367809568+0.005818101919188268j),(0.04720634792131266-0.001764291879683314j),0j,(0.38209995359848786-0.0025864645670092643j),,,,,,,,,,,,,,,,,,,,
