0,-1,1,-2,2,-3,3,-4,4,-5,5,-6,6,-7,7,-8,8,-9,9,-10,10,-11,11,-12,12,-13,13,-14,14,-15,15,-16,16,-17,17,-18,18,-19,19
(1+0j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.02586325103279687-0.002005374010238148j),0j,(0.9741361397979025+0.0020066218509736237j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(-0.00020220771515538178-0.0009951334479685835j),(-0.00020220771515538178-0.0009951334479685835j),(0.02586325103279687-0.002005374010238148j),0j,(0.9741361397979025+0.0020066218509736237j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(-0.0005571592123914277-0.0009156072069677277j),(-0.00020220771515538178-0.0009951334479685835j),(-4.9521288680046246e-05-0.002069687565381864j),(-0.00020220771515538178-0.0009951334479685835j),(0.02381740874019302-0.0013179012792931691j),0j,(0.9503180661994421+0.003325027411866482j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(-2.2166683441202883e-05-0.002111484844894113j),(-0.0005298046071525843-0.0009574044864799767j),(-0.0005575635877810923-9.966324255637327e-05j),(0.0014489008251077993-0.004778081380681152j),(0.00045771225964167056-0.0024078239593846454j),(0.0014489008251077993-0.004778081380681152j),(0.024425656811917287-0.0036651708400460776j),0j,(0.9258915880309636+0.006990180850392139j),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(-0.0005070346486175422-0.00018793348541239614j),(0.003226512449812269-0.009380601170712308j),(0.0005439551049018059-0.0025285404744462493j),(0.001229520805598309-0.0051208288272831855j),(-0.00053282975327165-4.71999851811408e-05j),(0.0007319231502909301-0.004023065726812672j),(0.0007556722385780156-0.002495442065508637j),(0.0007319231502909301-0.004023065726812672j),(0.024031122456590264-0.0023507381067041123j),0j,(0.9018595829490953+0.009340746274684732j),,,,,,,,,,,,,,,,,,,,,,,,,,,,
(0.005333695950284425-0.013253088133921623j),(0.001268284849663334-0.0046686509026522185j),(-0.0005224719661382914-0.00018754237640921623j),(0.0017254918248537467-0.007852537345702404j),(0.0008731717440011301-0.0027331232733534554j),(0.0006875848831907099-0.004375373837070679j),(-0.0001844326209325506+0.00012642520210672838j),(0.0008607584070825594-0.001501527593495984j),(0.0013565798185139494-0.002647163348092483j),(0.0008607584070825594-0.001501527593495984j),(0.022752833905311864-0.003301771175818j),0j,(0.8791057432896792+0.01264225702069883j),,,,,,,,,,,,,,,,,,,,,,,,,,
(0.0013027978345238399-0.004593779899971233j),(0.0029547391399221954-0.011353137082443733j),(0.00708006858653089-0.016633776807502075j),(0.0007654652640357772-0.004346431736497347j),(-0.0001915362024077506-3.682087403318863e-05j),(0.0018456311516490131-0.0028764365657966734j),(0.0014973958167450129-0.0030185028305248583j),(0.0010113604140908662-0.0017460426160418904j),(-0.00020897865540898378+0.00022428235942197132j),(0.001668249356759779+0.00013220210757625855j),(0.001929483945107456-0.002636904772437036j),(0.001668249356759779+0.00013220210757625855j),(0.022908461457353074-0.002914051058640386j),0j,(0.8561962749895895+0.015556009023174154j),,,,,,,,,,,,,,,,,,,,,,,,
(0.0040260718223474505-0.01455347102089509j),(0.0007979394512265464-0.004327397020157681j),(0.0014732970978111966-0.004469407263191839j),(0.002863156111014758-0.004249181507939481j),(0.009065863309200523-0.019889851890513024j),(0.0010664891060392938-0.0019607289671942424j),(-0.0002397686796989557+6.969712829714992e-05j),(0.00331236289281338+0.0003595244834234543j),(0.0020774564560404945-0.003132183044401019j),(0.0019245909797246388-1.1030294427877784e-05j),(-6.436828996381056e-05+0.00011972398461368467j),(0.0020265996573815247+0.0004986950951680471j),(0.002497345717402885-0.002724039317560049j),(0.0020265996573815247+0.0004986950951680471j),(0.021697965391013627-0.002712898732024397j),0j,(0.8344972774918884+0.018268628986386842j),,,,,,,,,,,,,,,,,,,,,,
(0.000811152918637807-0.004314905199605804j),(0.0038153202855034578-0.005637531235234125j),(0.005216090553947798-0.0176336416296949j),(0.0010611859876935082-0.0019648809100172335j),(0.0014799501631308622-0.004354230184195076j),(0.0048407893179791385+0.0004831168639600698j),(0.010960806883076562-0.02274037983862189j),(0.0019630151737716644-0.00025777969622651874j),(-0.00011126662025965527-3.637139795014292e-05j),(0.003932078821973173+0.0010766808840010533j),(0.002642792946190546-0.003336045224538623j),(0.0022755322099618073+0.0004189011454199877j),(-2.7109067231862317e-07+0.0002017150020820408j),(0.0016891698602270425+0.0004021917821425889j),(0.0030794001449069267-0.0027513142630530563j),(0.0016891698602270425+0.0004021917821425889j),(0.021480508529454424-0.0028655458776424094j),0j,(0.8130157471590029+0.021133881795670963j),,,,,,,,,,,,,,,,,,,,
