0,1,2,3,4,5,6,7,8,9
1.0,,,,,,,,,
0.23985344455750998,0.6035217065606747,,,,,,,,
0.26474595788107436,0.33049330349486483,0.25335474959082016,,,,,,,
0.17937853240537574,0.1690817770049747,0.241921121808697,0.10778881270693005,,,,,,
0.1635698851171816,0.18046135902812127,0.12315837639654749,0.1395045700026603,0.04456230198012002,,,,,
0.14722019437661418,0.14890052197800663,0.14174020711560878,0.08434048453934602,0.07584872018011371,0.018833507561705605,,,,
0.13504099373524933,0.1428505046340274,0.12188411879368119,0.09074518012758756,0.05766596058884013,0.03887202998743136,0.007847803525865886,,,
0.12598480950012259,0.13027909761170048,0.11645089733820994,0.08865968632931702,0.05637512323536268,0.035792698819722454,0.01924060958434282,0.0032955535153626043,,
0.11837172646506003,0.12275154999804815,0.10937854566785579,0.0852110358896954,0.06092959004241782,0.033397566993590096,0.021188299591387037,0.009320831228293297,0.0013788907600407105,
0.11223321493793918,0.1152653846622114,0.10415827229347688,0.08409485523670185,0.05930843146616141,0.038748197041722034,0.019867722101456323,0.011922355062927452,0.004423125431363228,0.0005777832531126801
