0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1.0,,,,,,,,,,,,,,,,,,
0.04538066020344998,0.4916468529142031,0.5172539514462263,,,,,,,,,,,,,,,,
0.07491651402742684,0.05838753224156733,0.07781449285026854,0.1242687189701618,0.158457029066985,,,,,,,,,,,,,,
0.057695199009171104,0.06622127580867702,0.0733661427119359,0.0457829052268945,0.050358100478515695,0.043981449084388766,0.058421137505934424,,,,,,,,,,,,
0.04212558748923766,0.046816972432012424,0.04039651501431259,0.03735380097210096,0.040651703552963166,0.021459900184850493,0.025505314690394243,0.014723419246567792,0.021677847718623026,,,,,,,,,,
0.02988521113547396,0.030148126101293596,0.029867211997330854,0.023820421854529754,0.023419933290205166,0.018282738596588317,0.02028450285683745,0.009790512571289938,0.011785888009961309,0.005526018450070097,0.007885895738951126,,,,,,,,
0.01995914679379498,0.02059310267561678,0.019595509551513728,0.016272022108417522,0.017266065850354433,0.011201827526524637,0.012472109780379081,0.00815026994333541,0.009605551613402534,0.00428733062102334,0.005291948360057718,0.002076620765831618,0.0029107969048355435,,,,,,
0.014065494805249297,0.013683659159936894,0.013171590310682907,0.011231298295693339,0.011308261158543576,0.008384303072211463,0.009272287108750082,0.005416674205738816,0.006336849497590043,0.003609884132307087,0.004355541326926863,0.0017997715909866903,0.0022937564561337407,0.0007519530151440597,0.0010755755271486557,,,,
0.01005530310267306,0.009855111779981711,0.009334854596890109,0.007816905665056585,0.007854488274460867,0.0057733552757954654,0.006146244168475946,0.0041310114111269385,0.004769301404850252,0.002591527656511934,0.0031368210275048475,0.00158767613316713,0.001942023532283375,0.0007547572298793017,0.0009684943725558005,0.0002771797011557485,0.00039522171967827023,,
0.007222785697827363,0.00700617027566541,0.006590992300152917,0.005698871254532555,0.005615955779949287,0.004251366649391072,0.004441487296221377,0.0029433805525616976,0.0032464282246073813,0.002002347810008882,0.0023707776156003295,0.0012100494087440793,0.0015046149932418308,0.0006814908242944903,0.0008525549779846171,0.00031134924252511185,0.0004035028593453343,0.0001026699895225002,0.00014555943391541455
