0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1.0,,,,,,,,,,,,,,,,,,
0.032236972973083096,0.3596191460949574,0.6420007931812212,,,,,,,,,,,,,,,,
0.054505693846246046,0.05184747359791827,0.07943668099279387,0.1831068714931399,0.2621643474063102,,,,,,,,,,,,,,
0.07098807695876239,0.03844707419554172,0.08534197413977657,0.0412489163993667,0.08514399344541278,0.07880331966665596,0.09897942164613367,,,,,,,,,,,,
0.05946869587393998,0.037770922543720144,0.07751598412618246,0.03638380360807231,0.07733442285792647,0.0301584187183748,0.05891967001972979,0.030778396046504713,0.038754686453637256,,,,,,,,,,
0.043540903416788346,0.03147417278561003,0.057328143701707246,0.02887587258912488,0.06197627092885593,0.026904568676840084,0.05232009881224715,0.018214830773667198,0.03315264003610811,0.012208848728185366,0.01684776301527422,,,,,,,,
0.035794161160661794,0.025185116560648053,0.043775048748901764,0.024513451419770575,0.04730528076758591,0.021252345056134762,0.04204693524195565,0.01686671090916918,0.030122470066847512,0.009723521218908984,0.016916091821775708,0.005242683970592544,0.007780171011619731,,,,,,
0.029700621624390824,0.020846747180566658,0.03524405183717138,0.02035344988659318,0.03709566001531188,0.017730382826301825,0.034167210982979895,0.013986820823621657,0.025492474661914205,0.009426683010017306,0.0158009905773087,0.004880504903438176,0.008410712633042938,0.0023827475432211254,0.0036111916351987297,,,,
0.02422711807485597,0.017134017333626968,0.02871675781589268,0.016945835641448685,0.030068850181444125,0.014902914324671378,0.02789790498739992,0.011841872878940661,0.022313959907242446,0.008342099337764069,0.014320706465991538,0.004895957290301821,0.00792669392574397,0.0024210439980567383,0.004224803201892749,0.0010970631887059679,0.001658213431895686,,
0.02000379921086686,0.014032312069337104,0.023385450455856903,0.014036003978500614,0.02457874373918377,0.012562324693098295,0.023018091119854013,0.01013049059117862,0.019077557114489815,0.0073639929470114005,0.013493002067540234,0.004633969947492326,0.007673730040603745,0.002452730631027638,0.003941628679033349,0.0012168389224855973,0.0021456404441927536,0.000502630791812742,0.0007556904134113331
