0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1.0,,,,,,,,,,,,,,,,,,
0.04983438745608316,0.5991861498879919,0.4102333792082204,,,,,,,,,,,,,,,,
0.07165616377800511,0.0684201827699076,0.04725471956313299,0.0787293121129006,0.08402344892868853,,,,,,,,,,,,,,
0.02850019086718508,0.0733014977024018,0.03796987620595219,0.029069264505397107,0.01349617806404339,0.015242340241884143,0.013148050560822971,,,,,,,,,,,,
0.018353454324438665,0.02130910710111532,0.015971664579456583,0.01623926610679148,0.012967171339121298,0.010240021633215,0.004254392147509602,0.005767489326347409,0.0015259999334062918,,,,,,,,,,
0.008600598107153475,0.013184064554043366,0.009300901162948558,0.007282897288317871,0.005121344913009696,0.003936697917632697,0.0033297443023318223,0.002587319505943183,0.0013885552381015592,0.0010591487467334125,0.000623313615236327,,,,,,,,
0.004846790416100584,0.005216335386305844,0.004324537937744169,0.004902424032346906,0.0032189961732385025,0.0027931318323676357,0.0016458940600433752,0.0017079707424752402,0.0006422239438051015,0.00016460317153267832,0.00038603665405492223,9.619711083868219e-05,0.0001453543977583406,,,,,,
0.002860903745501093,0.0030820116102578234,0.0023623754468103772,0.0023607047826022477,0.0015975716547792392,0.001502123915937496,0.0010783484798896957,0.001076407604927874,0.0005289361962357613,0.0004142622338202273,0.00021443496626111883,0.00016789232824057068,4.537439989253936e-05,6.38768068878617e-05,1.2383057828382468e-05,,,,
0.0015422325518533282,0.0016191816624858179,0.0012958021533166426,0.0012828498304616367,0.000912388858010511,0.0007482198429087908,0.0005623032424353251,0.0004793782227703867,0.00031381548451683155,0.0001888488071051013,0.00017279885106136642,4.5303108450386756e-05,6.640322095901928e-05,7.126070867077208e-05,1.298227581252823e-05,1.9215466961421663e-05,5.310991584409035e-06,,
0.0009215472200435422,0.0009173643522217035,0.0007013448333187599,0.0006794323568327177,0.0005163342157276704,0.0004535111367442173,0.000319294790705727,0.0002825841355958321,0.00018238758619395205,0.00012495522332902967,8.093811974786236e-05,3.921948855068046e-05,3.540408741357422e-05,1.570126754009615e-05,1.1594865998654744e-05,1.6807840075074368e-05,7.897256479107445e-06,4.028496853711054e-06,2.0854404670915887e-06
