,-9.0,-8.5,-8.0,-7.5,-7.0,-6.5,-6.0,-5.5,-5.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.0,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.5399879377616748-0.07541659453297062j),(0.4600177677487911+0.07541921593626909j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.26334292153332756-0.029945998793630604j),(0.3286629514923028-0.01858311859615668j),(0.22313295419988582+0.02493006415949077j),(0.2275998627064638+0.07132856393638204j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.13416461177901953-0.02839463308483601j),(0.11437397251382402-0.07907851203632009j),(0.2803117017153951-0.07390378928622349j),(0.29554643441853734+0.01883427649966593j),(0.11555037810885861+0.015106521195439005j),(0.11808274852440671+0.051972239273666794j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.05257177267733448+0.0006808833440142192j),(0.05947126972395453+0.034192839677931436j),(0.1296275166360888+0.03757600578311174j),(0.22543970994203924-0.06228499813033571j),(0.23870775431081118-0.034188432404828994j),(0.19513815387872863+0.01319264997798323j),(0.044314380562044765+0.016944046703391676j),(0.046228810564468224+0.012493110522339309j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.015958692667313985+0.01914273728885848j),(0.029971025570078184+0.01575231289757168j),(0.13848871889412484-0.010775640331335861j),(0.15724552987042736-0.014046497318931874j),(0.22059120426388631+0.05577417859837472j),(0.19642022521550398-0.05338140012893372j),(0.12326253766195872-0.013439693169076295j),(0.11432218992494964+0.013168429968029466j),(0.019768903654875512+0.01210316075382752j),(0.021616665485211815+0.014374292640186201j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.01601312386028131-0.0006093015219494121j),(0.01367866518200038+0.008323071020152555j),(0.096368187172173+0.034615865761231566j),(0.05841622358347219-0.010234559489872942j),(0.16184248245451394-0.03649014840037327j),(0.21496251558571378-0.04709915333803821j),(0.16300577359739746+0.01798204858347091j),(0.14828324103889218-0.005032841057245338j),(0.08567626183529303-0.005348156990262387j),(0.06991284515189684+0.016973550778370858j),(0.01135581643269587+0.01075103838755585j),(0.00797198304982806+0.0059463865130774275j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.0032918061239825616+0.0032398397388731996j),(0.005823545583822679-0.0010339862968838792j),(0.03173258592576668+0.020412332207933565j),(0.049927103779568056+0.01202999940440887j),(0.11829807063884505+0.010001554388734627j),(0.10698886223814832-0.035461451265129416j),(0.1620613692572626-0.014948102727015411j),(0.14387384758696503-0.03715476272531997j),(0.09646969720644608-0.02169994560798641j),(0.09424001947149352+0.01381427749541193j),(0.027284590776357923+0.0034754933756154217j),(0.03387614530880464+0.008871122557082329j),(0.005731410071495228+0.0031039872493323034j),(0.004001597998046811+0.0028065217075906937j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.0041377407358340924-0.0023077915535191533j),(0.01177805070992292+0.00027572599186728285j),(0.026390046452479717-0.003363510765462804j),(0.03891499739667985+0.010009112631690091j),(0.08057566861030262-0.006822038686592583j),(0.06684994836611105-0.007069697605902481j),(0.15282743105656263-0.018971120020681163j),(0.17020798237429785+0.005208950121062671j),(0.13993478071128979-0.012822474277945566j),(0.1342987959705373-0.03915290173744307j),(0.07960617903148774+0.010585535449408691j),(0.07739303039654963+0.008516981423199534j),(0.020869839286592563+0.00248094840965646j),(0.018340291651358753+0.010140909124313282j),(0.002080185610012961+0.002106201561582449j),(0.0016103213302528572+0.0032812135920988698j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.00013610315301468062+0.0011045962780351676j),(0.0035791496717954667-0.0020147378610756417j),(0.012898036591030528+0.010641497589060855j),(0.019081926438348603+0.00657650254549614j),(0.029631453410835343-0.007337409241858575j),(0.04190594950430352+0.013693500945631333j),(0.10976564795489038-0.03253765550304566j),(0.12256508848827063-0.028339783229102817j),(0.1577906760518672-0.03513565645059441j),(0.15163776288686157-0.008603844333038638j),(0.10358587508535703-0.01918100924702305j),(0.10967770410386554+0.012843980562051525j),(0.05372284516035051+0.013814538738951498j),(0.049859089284456086+0.03187457088752821j),(0.012581331361429962+0.005136243281345828j),(0.006301292653843254+0.006830955200838547j),(0.0011708284787743178+0.0005549388346015216j),(0.0006674479198930789+0.000675080244441891j),0j,0j,0j,0j,0j,0j,0j,0j,0j
5.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.00040932959825759044+0.0017266451962975994j),(0.0003064687515643769+0.0006836378133710851j),(0.00452745767969786+0.002780181834117366j),(0.008211399211348948+0.0026914547965350057j),(0.03401888067797582-0.008838341780026638j),(0.03767265827966442+0.008642916946993151j),(0.08203813230422703+0.004829809216988424j),(0.09344839433552171-0.016255242095222652j),(0.12987109417043002-0.007225529208203302j),(0.1346684921191511-0.002415335987210679j),(0.13883978084914705-0.00044858651978690856j),(0.13103651966318122-0.02358629040113661j),(0.08084974459897362+0.012572300884260685j),(0.06550503907762077-0.00033528944102905785j),(0.027846552065647154+0.0065173106089244605j),(0.024782990946225412+0.008283727477166781j),(0.008722383596668135+0.0028603564307113777j),(0.003524798907464853+0.0030079807448292633j),(0.0005862951259522997+0.00040447986055238826j),(0.000233125591244313+0.000732901238674612j),0j,0j,0j,0j,0j,0j,0j,0j
5.5,0j,0j,0j,0j,0j,0j,0j,0j,(0.00014884109116538883-0.0002859919217197096j),(0.0005368349307320184+0.0003713414187839615j),(0.004147706093912866+0.0017380920230196763j),(0.0012248626727160575+0.004640999502183346j),(0.02020088892497736+0.013137203373297731j),(0.023310739913432202+0.013603056633111999j),(0.03700999080894419-0.0006826509213128625j),(0.07255725720732442+0.009441252219639956j),(0.10073742727479615+0.017774108568566423j),(0.10624745051547936-0.029811682501596694j),(0.1331219310517411-0.010518968616955839j),(0.12966770820847498-0.0020411604720457963j),(0.10995755959297018+0.0008228845470045371j),(0.09557662764563657+0.001601436543320775j),(0.06531478641234213-0.0015038162113132384j),(0.06032929397811403+0.005128708513431316j),(0.02164133237480127+0.008471863601886606j),(0.018462733004914144+0.009156334748493528j),(0.0025571303476749517+0.001420452101017079j),(0.0028416874760435933+0.001910193637103027j),(0.0002006753410072553+0.0004294673757545129j),(8.377822691882006e-05+0.00029476016798512335j),0j,0j,0j,0j,0j,0j,0j
