,-9.0,-8.5,-8.0,-7.5,-7.0,-6.5,-6.0,-5.5,-5.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.0,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.5399735440672881-0.07541489820199888j),(0.4600210118910155+0.07542548554929837j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.24607084391587544+0.06356259092639933j),(0.23316224379826117-0.08237771130960866j),(0.23429597704741903+0.04328822633686126j),(0.18581091737092498+0.061582959112444366j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.10285575256234814+0.04906866054872282j),(0.14423208536745846+0.037814063258926514j),(0.2122929932624263-0.044411705030448015j),(0.2591516664052046+0.029143055022819022j),(0.08662717903711817+0.004007537503068977j),(0.10196870157586484+0.01820043008014588j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.019157625065658337+0.008264075820753536j),(0.09638635635748778-0.004466138892892935j),(0.15706097805837183-0.060506485905205465j),(0.21317598887952777-0.0298554853831197j),(0.19560753404753317-0.04004935541934659j),(0.16684214590815716+0.02323414422560835j),(0.056539413273709885+0.0067962211224391195j),(0.043402742489281276+0.02100478786464062j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.007489434660321546-0.0028260405829607805j),(0.03402824793506185+0.007360166138902176j),(0.10387312087193733-0.008879478613375867j),(0.08507299900451469-0.029479627545693297j),(0.20122227861768072+0.016404450057506535j),(0.1994848455855952+0.01944356038499079j),(0.13497645361222688+0.037172114057879464j),(0.10857334000044905+0.044293480359801414j),(0.020983624712064733+0.017343111919896726j),(0.025139909820606605+0.007614205530196809j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.014390333998732997+0.0015779359160163367j),(-0.0048099895391981295+0.010516670492648487j),(0.0903411409374049+0.009298833669992467j),(0.08894667350887739-0.001454484382742558j),(0.15140693306851416-0.009583866297252027j),(0.17341869523166317+0.015200791373231218j),(0.15735416471492641-0.030033257173896884j),(0.15879207778882687+0.0036540581262626917j),(0.07088619293922904+0.020599879740953925j),(0.08441037761954479+0.018230933151700424j),(0.006527689025955012+0.0067085986709654495j),(0.009121136071037907+0.006120570819119566j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.0029832620942852788+0.003417393475539941j),(0.0025457396608924063-0.004479703699165072j),(0.021784204450410117-0.0006193811803589331j),(0.06000746174678416-0.004050052138634895j),(0.12292608062322367+0.01783790454798988j),(0.1296335226861764-0.004285981704512824j),(0.16497155834126542-0.02936470136445j),(0.17215896884784257-0.00014904010062267734j),(0.1151243954346975+0.0016048545088197636j),(0.10828203546077383-0.0018071292048063674j),(0.042139172168556574+0.008975416659027773j),(0.026266843851561892+0.009841445209119018j),(0.00366662616085177+0.003941660996268959j),(0.00512280394999565+0.0024598086722493273j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.0020281777101992925-0.0032957967219555935j),(0.00014961762437426768+0.0005276605230624903j),(0.029993818561569564+0.024323485741274048j),(0.029450756537702138-0.009441564756397154j),(0.06899220461950797-0.011877317205163867j),(0.0822915207983943-0.04482530797793803j),(0.16457088778030526-0.0005455290615084097j),(0.16384433896117742-0.004762053390503379j),(0.1342365929203338-0.012890976619731643j),(0.1322494703695639-0.021982575391546685j),(0.07581333376385607+0.006774798669735189j),(0.08514759153547785+0.012944407743070038j),(0.024405053631073592+0.004613052541602337j),(0.014770141016919407+0.005296885055501335j),(0.0024073304054580253+0.0013635832444890998j),(0.0010907764101408426+0.0004240742895138714j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.0004280508282208627+0.0003650953431930965j),(0.0006319795838734246+0.0009673014570279274j),(0.0070517177261758025+0.0062705279266450096j),(0.017689095657532385+0.008048511242655787j),(0.04706815707373+0.029295936940969724j),(0.0612668952254305-0.0079897570964638j),(0.12476427276422108-0.023456542078719077j),(0.12171423406563753-0.008540410473017904j),(0.15010580521417918-0.018785472697545318j),(0.1223278374125817-0.029262471895758774j),(0.09397804209398294+0.003739214514150817j),(0.10055201928011138-0.008111237921338367j),(0.04429971435685952+0.00035337251778046484j),(0.041941944656411705+0.01808790355326456j),(0.010161498073911805+0.004168945787103584j),(0.013311376051279857+0.00549349591212632j),(0.0012529059915458432+0.0013551426109182953j),(0.0008619390127904047+0.0008538598418376248j),0j,0j,0j,0j,0j,0j,0j,0j,0j
