,-9.0,-8.5,-8.0,-7.5,-7.0,-6.5,-6.0,-5.5,-5.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.0,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.49668805267940996-0.14749668746993777j),(0.5033251407155139+0.14751581618751744j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.2575981053373809+0.019152473514280233j),(0.19336661656066162-0.11369065856286999j),(0.2819324627910015-0.033974962015147554j),(0.20395170507273222+0.16498822156874218j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.14119764568270737+0.03990828928167479j),(0.10826775318793941-0.059154590086256134j),(0.21094744055203077+0.007051157513847092j),(0.3299808315018842-0.13095284865396145j),(0.13587513175386437+0.051236168785869306j),(0.031068424119741284+0.1377309661597066j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.05540378515103049+0.003665939069645456j),(0.039568367971946836-0.013629561181212276j),(0.22783573439275953-0.04687360133623607j),(0.1308844207738559-0.046520712103371345j),(0.19648443694888584-0.046228211088003276j),(0.23008183759957485-0.009341868748197098j),(0.044178501204823944+0.05477896096287837j),(0.024663546994799578+0.07941637712135233j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.012747847433048794+0.02752413920334805j),(0.04430300242219674-0.01744468625017758j),(0.10719517567744477-0.028062769226562662j),(0.11177060868493569-0.034158201075754j),(0.1416959073148523-0.07141893008669496j),(0.20598335137575546-0.05386417873604757j),(0.13307902402595656-0.04756306353801946j),(0.14714910666975714+0.09639231608294314j),(0.01583285372301816+0.039883719124274304j),(-0.01584918936970446+0.03441442327702987j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.008754039479029958+0.015555043719159284j),(0.021813661857294078+0.008999538679666486j),(0.09590254090963694+0.025735566487585165j),(0.11856531494186562-0.00854213746157413j),(0.14888496300322387-0.029026924144473283j),(0.16542808863634326-0.044318334026540535j),(0.1455129972512605-0.04986751177087711j),(0.16171259695226112-0.03964036538711348j),(0.11012664385479791+0.017372812180265554j),(0.06959155178923916+0.06870559452861554j),(0.0005236603573635541+0.021322550073061747j),(-0.006079384537827685+0.029182253358250167j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.0013605689635765236+0.014401808125266754j),(0.006306486040892829+0.008507606292038486j),(0.04078703219387495+0.030474506910535038j),(0.076493088490689+0.003428008717448241j),(0.11923593630351192-0.007785508757610905j),(0.11753093897375873-0.0359427395623827j),(0.15651682689295124-0.04387641547687741j),(0.157304410806188-0.051020585232843j),(0.1437463253995802-0.026710733713160087j),(0.16508439411273879-0.010579543548279694j),(0.04439479868778977+0.025443436654357846j),(0.01839887417804696+0.05364281066979511j),(0.0005802275011473918+0.010323769605825766j),(-0.007881334490222254+0.010486303026948172j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-4.9112983184318275e-06+0.008014803822937636j),(0.0013429829661881138+0.004838606215305643j),(0.02451116689138524+0.035536823291123204j),(0.04552580931694753+0.010707628241490911j),(0.08195339547512555+0.003152907397798787j),(0.08074673018902129-0.013514681399471307j),(0.14555695751176492-0.027447443928593652j),(0.12959687878442216-0.036071897303006424j),(0.11471185740706477-0.03955456030620128j),(0.14057206355410506-0.029774642877414007j),(0.09989494886061555+0.0036457759779249237j),(0.09718670823320222+0.050449407081832535j),(0.02627044392895343+0.027784130838460413j),(0.006715705870596868+0.03688825406206735j),(-0.0039100439675048325+0.004960949219947702j),(-0.005211266025936155+0.0030093902797901475j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.002674462009169088+0.0015485469630065246j),(0.00195521884564883+0.0036358658671750434j),(0.011389618869648439+0.016748983744016354j),(0.023974609574447296+0.016545443469614857j),(0.06377611487089599+0.016708241786481035j),(0.06706317265849246-0.008427227438953359j),(0.1070928078175352-0.03914172138034592j),(0.10125572104769312-0.033389548365792644j),(0.13207831709654191-0.04102798039953806j),(0.14049786127939834-0.033606299727591306j),(0.10857441641218353-0.015278064172297394j),(0.1461498875343156+0.005829590251911612j),(0.06820119568854924+0.014167044526195998j),(0.055112976581036+0.04207704855331253j),(0.01259742390990718+0.028735093661066656j),(-0.0009074085176552617+0.025169368750034563j),(-0.0013236994791147939+0.0026139324043522394j),(-0.0030553367561448664+0.0002305043264360135j),0j,0j,0j,0j,0j,0j,0j,0j,0j
