,-9.0,-8.5,-8.0,-7.5,-7.0,-6.5,-6.0,-5.5,-5.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.0,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.22235107505320975-0.0976064721137354j),(0.777651245721513+0.09760135968504197j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.17014494240345535-0.07068199089839246j),(0.05220631364838788-0.02692297907115871j),(0.20144590165560322-0.04000178882230651j),(0.57620622023606+0.1376021878688906j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.13437466951216387-0.034141690754444856j),(0.03577057990618377-0.03653850321416394j),(0.157637804519506-0.029444429297663662j),(0.09589516915952667-0.0143078790227066j),(0.16235164775308675-0.002440944434626037j),(0.36328994443763946+0.03645636539249615j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.11520924545208615-0.006305192539492431j),(0.02708185230010353-0.0266846273258508j),(0.10999519599129588-0.023538868316056512j),(0.07818367847168474-0.0499123849773096j),(0.12027158903965464+0.013157139820589372j),(0.11689801071767936-0.028230110308111567j),(0.11983563906804166+0.007773587930222359j),(0.3368865397519965+0.17833345462651004j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.08793374971760583+0.007321938679071081j),(0.016528789127831837-0.012447383674935562j),(0.08250748823488484-0.008399169628407479j),(0.044067274892800296-0.04046975119540451j),(0.09748066404638478-0.021764587845398795j),(0.0999465164191585-0.042793516159180964j),(0.10228312477668826+0.0036394241753073173j),(0.15081097024506254+0.024899815561773047j),(0.07822755876623375+0.007140442643013899j),(0.20909566797378676+0.14089068220477552j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.07654802407483918+0.022004227795756576j),(0.018740408660703464-0.011331463617259953j),(0.07736206283097834+0.018721934398208632j),(0.03983130625419576-0.018020412584820823j),(0.10034635140012242-0.012108630873032988j),(0.07235787300097525-0.03414949244755059j),(0.10222638630866895-0.025262926038374833j),(0.0970029121046424-0.016556453786470682j),(0.08383272638107146+0.0036396754624715907j),(0.1528063841655477-0.01417447462387721j),(0.05561895669748843+0.008760541307651378j),(0.1465742968382581+0.12803060727611928j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.05881836928176917+0.013983581296506682j),(0.01569869062039659-0.006485721839346082j),(0.0661078997408337-0.003820563855907979j),(0.03213337465969959-0.007413467777650062j),(0.07550607977521658-0.011516767593008433j),(0.05751731191587202-0.031174997899337323j),(0.07296106083320793-0.03207671314822927j),(0.09128543524304393-0.02466521492526265j),(0.08389412444415315+0.0006885975210745962j),(0.11711836963394982-0.017320642472380264j),(0.07159777988306319+0.007350406155304804j),(0.13254621440261707+0.012728092856436567j),(0.0404063458250122+0.009203353996274066j),(0.10989501410019785+0.04704720912321012j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.04050813107234015+0.0184206813659236j),(0.014334025474254733-0.0016914306122775345j),(0.04247289036322394+0.0003540956348523854j),(0.028341045561237125-0.009463711908980814j),(0.07738837745003484+0.003508466789214823j),(0.03917384573715432-0.011656320679678476j),(0.08391549918353196-0.0011184315837915433j),(0.05462982193600301-0.025583500570605752j),(0.09770717807470534+0.006557049792150506j),(0.08991495096296094-0.02611257933198335j),(0.0778697549706577-0.0032562180008499776j),(0.12240323142668222-0.014786261948884829j),(0.055278652647569176-0.0026015322548206465j),(0.10184397268310078+0.031441718651725736j),(0.02717060576725936+0.014850152429522569j),(0.07962405325796852+0.04278964055933312j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.03589462673343364+0.02524087962524024j),(0.011607435215692448-0.00116091420355657j),(0.0379975420701995-0.0044915148709518925j),(0.02560834916923168-0.005732559841936755j),(0.05088778178422578-0.013958528741514813j),(0.03904403787330877+0.0006444868885652141j),(0.0681891213586742-0.010787140670603936j),(0.042870416681641293-0.006389039705749276j),(0.07280831231841213-0.0023243831791840224j),(0.06044200173520846-0.018233477856832856j),(0.07983120884677637-0.017650040285203783j),(0.07992573537297697-0.025048172705033695j),(0.07279831787755894+0.0013225376714113323j),(0.09883039545806278+0.004556296195780705j),(0.044782185271935476+0.004402727958342575j),(0.12084760678025114+0.014199263495250728j),(0.022317002470511407+0.015194540147333782j),(0.04854327821035319+0.03650742260805746j),0j,0j,0j,0j,0j,0j,0j,0j,0j
5.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.025568216407305958+0.019809574154455153j),(0.008604302405880991+9.83667552419347e-05j),(0.03766739632261441+0.002446017174618938j),(0.019466168492643442+0.0006585062470970893j),(0.050513644944353425-0.009948799326820964j),(0.031100384175751273-0.010903820021359438j),(0.06643710168787943-0.016022920842284124j),(0.040942765969752465-0.008846026937679705j),(0.061559582392348586-0.02114918498113489j),(0.053775901265569255-0.01187482473822759j),(0.07381171434695392-0.012435856939592307j),(0.06961698257379056-0.017136430480212794j),(0.06557620455916456-0.00879949855478658j),(0.08338462906739175-0.020023449196947575j),(0.05795891927653107+0.0025989906050990956j),(0.07620176506799017-0.0014280357534459005j),(0.03783590069638551+0.0016081698830688104j),(0.08170611301111638+0.03155685804940282j),(0.015376460734434157+0.01273251366435437j),(0.03396209530772276+0.03472805370243793j),0j,0j,0j,0j,0j,0j,0j,0j
5.5,0j,0j,0j,0j,0j,0j,0j,0j,(0.01596087474171988+0.018427839958094813j),(0.00614414818225743+0.0023663969377487187j),(0.029410497087328746+0.001767884610176609j),(0.01638590292644087+0.0007437127706470893j),(0.047332450904964796-0.006398788978541318j),(0.027298644360718927-0.007274307198922701j),(0.05852626102532162-0.009556923813406839j),(0.038203109881051044-0.007411555299487714j),(0.0647547149715891-0.014952817114254271j),(0.0495204117062176-0.013053156784531016j),(0.06471179654869401-0.014482348960388605j),(0.06626438564070769-0.012302983617146499j),(0.06274033892709546-0.006306255058322858j),(0.06578007475978992-0.010642290434014472j),(0.06165603861730552-0.006242042223406804j),(0.07795509955012449-0.01045308071895844j),(0.05400374819174994+0.0011981421524473713j),(0.08076172180401636+0.013237378542075882j),(0.0357024221382346+0.015358299951737164j),(0.06882154746293767+0.050447781363891546j),(0.009882495897114676+0.010628014511742178j),(0.018638612522968456+0.02400991998177137j),0j,0j,0j,0j,0j,0j,0j
6.0,0j,0j,0j,0j,0j,0j,0j,(0.010016317119617348+0.017679754773774575j),(0.005640667517088336+0.002336370796391403j),(0.03235548285218005+0.0009396488675596426j),(0.012492161082978466+0.002295301713919657j),(0.04149080791477401-0.012727975384012642j),(0.021607336392866276-0.0018129054395104615j),(0.04509241497793546-0.005984840974231002j),(0.02979842551555743-0.012964504344589827j),(0.05526552429373965-0.00781300775789203j),(0.041519247598186065-0.013453003611234148j),(0.06056538079199604-0.004318007486058482j),(0.0536890923397445-0.009253126172244035j),(0.06638351580095801-0.006508423133623473j),(0.05819452893335178-0.0056350308565966374j),(0.05821021748109985-0.00690140185824115j),(0.0734223500297944-0.01828772093195548j),(0.053310353730296446+0.0006853497144657124j),(0.0792483681011773-0.0038509250906475704j),(0.0361789697527172+0.001325226891534261j),(0.06833976774408439+0.020401934487555347j),(0.025744251561806795+0.004220551163370154j),(0.05198569793856811+0.028744166580532714j),(0.003938571772351903+0.006450621146027508j),(0.012767501640392385+0.02551171073902256j),0j,0j,0j,0j,0j,0j
6.5,0j,0j,0j,0j,0j,0j,(0.006836304827488834+0.016747338726906303j),(0.0040955026995362475+0.0018225612676474922j),(0.021280540202199928+0.005848462672553536j),(0.008786988042363515+0.0003753073642319539j),(0.0385367223964827+0.002209805816812793j),(0.01629610913171378-0.0011267568838131741j),(0.05122545394251623+0.000840106236150403j),(0.02721931201599032-0.007345431779170894j),(0.044471603170861365-0.00615383777334241j),(0.035136021529434715-0.0013248815745266558j),(0.056691209449990676-0.009338479514864122j),(0.05086562832793268-0.012564394875881216j),(0.057082787456267534-0.01273627436807847j),(0.055310030464135074-0.011193151487575857j),(0.05621223959404996-0.007448204532007448j),(0.06406101265306498-0.01563878238069963j),(0.056966372487246696+0.0003697239871215994j),(0.061766206499057175-0.010136594554748152j),(0.05024227120569082-0.00276365444357972j),(0.07064912876621576-0.0037778210351752744j),(0.03880254887287148+0.007015791438914393j),(0.061400048300828784+0.006995742656550376j),(0.01667667126751452+0.015028932468529183j),(0.03850814233229418+0.019748468224437214j),(0.004917830073148926+0.005278478739474396j),(0.0021748301484818995+0.02677045851466961j),0j,0j,0j,0j,0j
7.0,0j,0j,0j,0j,0j,(0.0038386633357042886+0.013020910572372778j),(0.003231759740060662+0.0022462336015538j),(0.013831447302814376+0.004324459831050658j),(0.007185525822013815+0.0025335627624177943j),(0.02764608071467573+0.004248170035200269j),(0.012795499823501727-0.0014334385229466916j),(0.04108594767437101+0.0030475144941362197j),(0.0192294885210811+0.0004509472274827422j),(0.04592098050890111-0.006866537427184401j),(0.03357903800887675-0.004611222243560996j),(0.04692851608908074-0.002502207729223175j),(0.042131574538793654-0.012421990950846737j),(0.05032035172162715-0.009924966378465162j),(0.05099469919226877-0.013089775101133048j),(0.05568024624105373-0.010065223187450038j),(0.05868697381138626-0.009156365220212157j),(0.06042016132442137-0.00684444396612088j),(0.06671207394516655-0.012453839578999874j),(0.04845282903198226-0.002302852877136448j),(0.06372577391345263-0.006499625446971904j),(0.044814609002906715+0.0038146522673348083j),(0.06597514510921877+0.0001578426771347723j),(0.02813430466356114+0.011607245487908114j),(0.0519282418327797+0.014697267721094942j),(0.015303363959278558+0.010113121011927179j),(0.03188981494711273+0.019416413000543736j),(0.0031213333130030775+0.004981408222048696j),(0.006155001710635341+0.012051444602662918j),0j,0j,0j,0j
7.5,0j,0j,0j,0j,(0.002003242828848184+0.010853221408899275j),(0.002479664116299835+0.0020773499008539774j),(0.017986501687921652+0.006340359430253643j),(0.005793084542916892+0.0009404006696280934j),(0.026739505605192455+0.0064843481105997j),(0.010691752704939767+0.0002457681787353442j),(0.02799122557202668-0.005800207069356475j),(0.019235305908305418-0.0018990804508622742j),(0.04686255198225283-0.0031585054562234343j),(0.025951988614473166-0.006872557317615753j),(0.04424528182504502-0.004168218581110014j),(0.036853136546690604-0.00568430382777487j),(0.04929340058333996-0.006355385619958207j),(0.04381975622533509-0.011580591135280798j),(0.056121074656086796-0.008421877632515805j),(0.05056141866704642-0.0076781619027314505j),(0.05302499985681442-0.007568261263917825j),(0.056883020704742326-0.00958938765559708j),(0.05485476825576507-0.0023905308048624728j),(0.0581128659625988-0.00484799244378438j),(0.04169248060516645-0.0015429353543246155j),(0.06130118432696235-0.0011921377674459473j),(0.03244591215364839+0.003916943205219865j),(0.05402317684682003+0.014901657389959161j),(0.022171293384602473+0.009274548798114299j),(0.04304903150948681+0.014476119660785578j),(0.007270489367101947+0.007807306860381591j),(0.02149312585975083+0.013788293908476136j),(0.0010903575119584133+0.004974008680063955j),(0.005451110067549167+0.0066989281906139056j),0j,0j,0j
8.0,0j,0j,0j,(-5.385871256184801e-05+0.007526508806776746j),(0.0012735313394364042+0.001709971760032191j),(0.014288284903222193+0.006773859208876437j),(0.004767163682980554+0.002613335169257268j),(0.02113294997592248+0.0041487532450930655j),(0.009315251411893401+0.0006922356046187707j),(0.0298958929941079+0.0008852919287693406j),(0.014778433869792565-0.0015068650928121456j),(0.03382777296538259-0.00594053766214606j),(0.024167840814217908-0.001517032795358131j),(0.04499943589547138-0.0028576539274764675j),(0.03400294950544372-0.002655988444308563j),(0.05267995516550615-0.009511750411464192j),(0.04185940321973005-0.004856631615596102j),(0.05218384046712386-0.006192032883540291j),(0.04801486461427988-0.004078339103550054j),(0.05236097030163148-0.0069055511321375095j),(0.0526654974695519-0.010504452238156332j),(0.05328535939320298-0.002348724205903588j),(0.055385552290050245-0.009222990663418j),(0.04500814292643571-0.007352241597783231j),(0.05565382917219061-0.004512545992957922j),(0.0427305898145092+0.000508564886556581j),(0.05737865788728503+0.003700530202412067j),(0.031660979215554434+0.004722371973459307j),(0.04353941345115488+0.004514428409747072j),(0.021780183037095776+0.010232886639128452j),(0.03606738948196929+0.017348727901936162j),(0.008250647271700183+0.005314001484775999j),(0.014611520920508622+0.01298221968262207j),(0.0021081423523925205+0.0008374275371347422j),(0.0037075180311949224+0.00579753572102119j),0j,0j
8.5,0j,0j,(-0.0009098117084322295+0.007258651840891907j),(0.0009506474827527914+0.001709217681380978j),(0.011013019347350179+0.005989937671394979j),(0.004425571155792398+0.0019521880010106752j),(0.016605683971596404+0.005517682980331875j),(0.007480839154578032+0.0017500471373683318j),(0.025079733215092395-0.0019427393239032568j),(0.014086613324650585+0.000392310325999798j),(0.03302103723747853-0.00026609381496080025j),(0.018689146427465407-0.0006388065598689829j),(0.035713472215154606-0.0013929175745481775j),(0.0303285364916718-0.0026561654478720552j),(0.0464597161664883-0.005935584029223167j),(0.03931995391925426-0.004206672185968008j),(0.05221369842062949-0.0057530475883420555j),(0.04241849567594212-0.00831061266434112j),(0.052201877409999035-0.0061978762198730206j),(0.04616358402304828-0.010583986223940417j),(0.05154029995384165-0.0071388243497594464j),(0.054762708955381996-0.006335704533622254j),(0.04904944175399726-0.0018812278942690408j),(0.055092618776999794-0.00729536486131197j),(0.042349164438819524+0.0016015939267585062j),(0.05542899956772946-0.004696175842808207j),(0.03255605756409897+0.0012359634334929634j),(0.05122236056783682+0.003303503785635853j),(0.026282145227377526+0.006461087137769395j),(0.04692376836946419+0.009522435134544911j),(0.01379659545866759+0.005772083743531372j),(0.028004735529131672+0.013283253965798936j),(0.006155489000603986+0.001700136478466262j),(0.009837811222329938+0.017177776491559913j),(0.0004497171711424126+0.0020977012956465996j),(0.004042795824880732+0.003941790178884602j),0j
9.0,0j,(-0.0013233202146694441+0.005389286475031736j),(0.0005379907527043126+0.0014493633745309752j),(0.00881965340329995+0.0051191378912238605j),(0.0034040554838072317+0.0017066843739076563j),(0.014057424500914035+0.00507822616395258j),(0.005972203133822847+0.001051976247058653j),(0.026435540160628785+0.0016467470984139043j),(0.01129471574988781-0.0004993440110367666j),(0.02647277132948701+0.0004812002182238721j),(0.01847933360617165-0.0007238187512810916j),(0.03453977486436153-0.0021532648855320325j),(0.0240747700672783-0.005045229176665183j),(0.03950779581401158-0.006850480388625843j),(0.029223067097803184-0.006785418544725438j),(0.05223129174699151-0.00478597038177413j),(0.04011115649425155-0.0081796687688235j),(0.0512608259195946-0.008993567451898967j),(0.04489714986163805-0.006871624681519741j),(0.05134639504038366-0.007253439509967365j),(0.049849065011860386-0.008391738299811779j),(0.04898628675057712-0.0074419168198149276j),(0.052692532226831665-0.005254763169803071j),(0.044770789829392935-0.00012023319496126157j),(0.053687787819911084-0.006262390402822926j),(0.03939016738511291-0.0009893031881972282j),(0.0509426646581582-0.0014816260437673897j),(0.0334240583579051+0.0021892822351833627j),(0.04732869726411346+0.001829405428497735j),(0.023347482442924707+0.009010615679801348j),(0.0348651173807117+0.012910334990988391j),(0.011192644407819422+0.002730487859673769j),(0.02104982679823147+0.013630122654580563j),(0.003569019182197254+0.003265417787227493j),(0.008195151224037151+0.00924669305154778j),(0.0006298615286536696+0.0012321965462086374j),(0.0014062449912113145+0.0035156099608680915j)
