,-9.0,-8.5,-8.0,-7.5,-7.0,-6.5,-6.0,-5.5,-5.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.0,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.4059017069967968-0.06715576147004397j),(0.5941103203378558+0.06714602586766857j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.24479501825799732-0.03164913737922191j),(0.15589913408231793-0.04317040295265754j),(0.36505092647938076+0.008291462673601056j),(0.34832411561100485+0.017870211772064833j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.1582697720118201+0.0074235922101226134j),(0.08652580949609429-0.020849368024057457j),(0.2085062287107688+0.00473307088625265j),(0.2887387493177111+0.0369622852683229j),(0.10792352205300387+0.038219040900882656j),(0.20982222244476878-0.010109184382643428j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.08770364674194155+0.027446519962422065j),(0.06295023400827936-0.016321682404796003j),(0.18694410576194967-0.0030604486691939853j),(0.12221152103404265-0.0317385616927316j),(0.1556386111165443-0.05708303874640336j),(0.19347816019192066+0.015067946043815117j),(0.0601565503508918+0.03584441689007985j),(0.00588060212573102-0.03126319398968827j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.055538587367940685+0.016830149886205664j),(0.04021516830917148-0.001258142148548497j),(0.10161840727595615-0.03731002945681877j),(0.08849015727135945+0.014366020218275693j),(0.17771553352732009+0.018473009853040435j),(0.19208972289654627-0.015686815296116936j),(0.12044682153643974-0.020921587446815184j),(0.1837989169064908+0.004340725395213402j),(0.019694987189024064-0.019988255854296366j),(0.018988431992843342-0.027661673957313525j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.0362605482236701+0.016860976365800338j),(0.021093319963085833+0.0003582912279777446j),(0.1065727857290456-0.010193093013283801j),(0.06324783093326117-0.014221057298144648j),(0.12283330587034302-0.028032543005510474j),(0.14177847713096683-0.03541356596197061j),(0.13843932792217362-0.04794251370813058j),(0.19614957733609906+0.0016651011713802637j),(0.06952831481469744-0.004040100854486617j),(0.0351456234204002+0.018959535528153736j),(0.016360993531394908-0.0017177791318818848j),(0.01305856245554023+0.0006793324136938825j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.016330700949633608+0.010542060418139692j),(0.012400788573713422+0.0017929279206823443j),(0.05780341531776816-0.0026137389976337725j),(0.053317280803809805-0.013660390882852088j),(0.09708602179678266+0.0002941355824764972j),(0.07134942363958031-0.007768844990098351j),(0.12971059057447779-0.01336241981058695j),(0.1480865053426092+0.005870579283149258j),(0.09274189328624266+0.011922434299759938j),(0.14485412410959264+0.03752117069545947j),(0.07100694889794949-0.004841923844903381j),(0.018977202043016075+0.018743008904198964j),(0.011485069262839808-0.017825365260932327j),(7.809973608383439e-05-0.016892262801336502j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.006420692152009508+0.007754086536480879j),(0.009041165886004445+0.0022959522101547057j),(0.030569019365352255-0.00022089813329712223j),(0.028774378365540358-0.004820553181968513j),(0.08143412096143841-0.002703271048449047j),(0.06175018618229188-0.014163621203479615j),(0.12599614052735678-0.0029838857237612475j),(0.11810854410211508-0.013305418714919751j),(0.15113988279421822-0.0006119012811678579j),(0.12397817392298388-0.025225077527614652j),(0.07512274409929398+0.028535993794362582j),(0.09606476678266412+0.029792722646419544j),(0.01135865918396058-0.00020182854260703074j),(0.037313609615266044-0.0059527969392946j),(-0.00020942201875270806-0.0029779354518931897j),(-0.005805307611482138-0.004554102771555419j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.004802261455488587+0.005755597077049085j),(0.004914658774859826+0.0031604654994842087j),(0.020580131661470494+0.004160535490512038j),(0.02432527510050274+0.0014272795922538892j),(0.052552484914607324+0.0014389448473918877j),(0.04426086906362783-0.005181035130428047j),(0.1128090056162493-0.01990978248235673j),(0.09130720432735706-0.0065148188363050264j),(0.11210894585276734-0.02037610386514344j),(0.1289048233675791+0.00572600232725602j),(0.10233337313309482+0.029040582749655187j),(0.1133815823196535+0.012012640988668602j),(0.06475291923353002+0.005871460249576735j),(0.06573113735273138+0.012814788766827822j),(0.026034189970162498+0.005717576903743248j),(0.015503379719014457+0.0005725844496910573j),(0.0015745194196202154-0.006985462762740896j),(-0.005308808595121856-0.005725394066006193j),0j,0j,0j,0j,0j,0j,0j,0j,0j
