,-9.0,-8.5,-8.0,-7.5,-7.0,-6.5,-6.0,-5.5,-5.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.0,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.405887826611263-0.06714363856485125j),(0.5941111562708722+0.06715112862125881j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.2414566509313257-0.02975260275490855j),(0.1644210196793702-0.03739003859367094j),(0.16191031510043905+0.03280431709965446j),(0.43220085634622835+0.034345229542686706j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.15749229637748655+0.004787851781538455j),(0.10270716900331169-0.014454904056332851j),(0.31348680041852867-0.04415600820376975j),(0.22727698282310915+0.024943774946782637j),(0.1688122616517134+0.04083723289522263j),(0.04968249714626337+0.02408679231937321j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.08532360444861323+0.01787825285373655j),(0.05666637879915724-0.01580748503930878j),(0.19072029496447326-0.02855782279369358j),(0.12488141537136244-0.009707299757142122j),(0.1681386291630783+0.0002103565702495369j),(0.17090476137951371+0.04510182332456375j),(-0.01511213929753253-0.02162134380160248j),(0.10964712623155376-0.006056274404220579j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.04793161414330293+0.020065280308351738j),(0.04143248783055254-0.0006788206632780784j),(0.09514816334153237-0.05678313134388278j),(0.11541312350916225-0.032627528191238625j),(0.17180905186865636+0.0028011160472613678j),(0.1485395829604301-0.02240914809648393j),(0.17195204872088915+0.02722932267187574j),(0.1475830340643285+0.028209143250904095j),(0.02262077572759262+0.006860816954657714j),(0.08034061047544859-0.030187893348048285j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.028515332181000493+0.015455020442158664j),(0.02243935111094889+0.0004978640721858142j),(0.06690058903872619+0.002383752238565122j),(0.045319770571810525-0.021049224704276347j),(0.1502950419822197+0.012071657993531628j),(0.12432977636760757-0.006730848183569548j),(0.1274592884224145-0.00015713887897948232j),(0.13260279405489514+0.03153491075877231j),(0.08512626142531873-0.009660566699092923j),(0.1018750100746591+0.04825439469231854j),(0.016607719900603037-0.010825886016381816j),(-0.006267213497396533-0.006536603384527201j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.01565793439758373+0.01203942845616906j),(0.011463670626582698+0.005542396737270623j),(0.059639567711455864-1.3732725269650567e-05j),(0.036711457337356514-0.019205313015575216j),(0.08126409103847436-0.032371094098869756j),(0.10081930720733201-0.020899222915059325j),(0.13165663849090045+0.01692700872684372j),(0.1365201972198821-0.0008747319941657399j),(0.10533740309379416+0.00017706011502940412j),(0.13630200127656572+0.012549149279051758j),(0.12372777395593174-0.0028191197361053418j),(0.06357176033158041+0.002085826036833629j),(-0.0025489486436295647-0.006809018430918434j),(-0.009836954068879116+0.0020517993979398694j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.008686850245706207+0.0074390878154672775j),(0.008661334783096974+0.0040100852196098165j),(0.047440795128765034+0.005881015712410973j),(0.023972657364877248-0.006039134444823797j),(0.07097979770598267-0.0028065458495932383j),(0.07599489582386312-0.024389806961440424j),(0.09446953950523732-0.00134879671159234j),(0.1253533205605545+0.015773757292886402j),(0.10212115359792281+0.017235178720023513j),(0.15026484241212903-0.0028709424512080757j),(0.09496135178384199+0.012590179774001512j),(0.0799369647589592+0.029048860665363874j),(0.016148800346200375-0.0009631849251776807j),(0.05491671922306825-0.00909456133923388j),(0.004665617633888837-0.0015648277413236426j),(0.00579997295576321+0.001508029929775429j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.00373185254678031+0.005047646352587017j),(0.004909667666534577+0.0033282972871779073j),(0.0300097435713504+0.004551367861503223j),(0.02696124480974181+0.0037218801215145193j),(0.060258120755804306-0.0068395719879384385j),(0.053874269096051294-0.009103053263974679j),(0.09863906112887443-0.0055419877272911726j),(0.1107807329458724-0.015714170906347944j),(0.11131038429851305-0.00463474703717104j),(0.11854891772400983-0.003708135643103249j),(0.12052246303194226+0.012681540142697359j),(0.09129432660985362+0.023356670837147125j),(0.038942051643349504+0.010316039735938072j),(0.06170408722854086-0.0013620614037547535j),(0.007091416439222129+0.01144671053540211j),(0.009287351242795021+0.000603999463784902j),(-0.0019698179712247014-0.0009000181546416966j),(0.0012548782245184577-0.0002885500969949158j),0j,0j,0j,0j,0j,0j,0j,0j,0j
