,-9.0,-8.5,-8.0,-7.5,-7.0,-6.5,-6.0,-5.5,-5.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.0,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.4058917204128002-0.06714244993985483j),(0.5941111562708722+0.06715112862125881j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.2274437646259856-0.016677829135514896j),(0.1692259133721139-0.04175853811286162j),(0.16190935493632422+0.032804085334929935j),(0.4322013078726042+0.034341566617137755j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.1409174522901244+0.0041710527959614874j),(0.08605516995117343-0.021704627238417193j),(0.19202091171663957+0.012813495991116815j),(0.26611032881237584+0.027659427857673696j),(0.20799870788189592+0.03194146209694866j),(0.19993460054656392+0.041723882431257145j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.08776475568160477+0.012132030242667612j),(0.05362205344354477-0.007107781462029117j),(0.09302889376747761-0.0273976338858615j),(0.1974398653681779-0.07889110138416222j),(0.20144686725897587-0.01719243082703593j),(0.15913780426604945-0.010696623109046368j),(0.11858169180794237-0.012596383811837602j),(-0.04487331105620624+0.004155224756313917j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.05321070761992137+0.015194557598391563j),(0.03348947336313153-0.0016581093905757814j),(0.11497734324798023+0.021954141955601372j),(0.07912115485746063-0.012674815701440557j),(0.15426954503202633-0.002283426184192014j),(0.147787351762535+0.023963941813239093j),(0.1750660774852514-0.03538701897707669j),(0.18400980518686683+0.029712335377933895j),(0.018646288263186185+0.02737822234647184j),(-0.04391026092336105+0.0009594051595737327j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.03222071431466664+0.012089831958776626j),(0.020937815026508027+0.002375556587695087j),(0.06595942079045904-0.0038834170829718266j),(0.07361286956315774+0.007340192794379549j),(0.11222578906254786-0.0023117681190100692j),(0.10322226078419021-0.04204497997437949j),(0.1447160051333009-0.006097527566869104j),(0.21174831268793406-8.547142701079884e-05j),(0.06175059199840247+0.05264609134355758j),(0.09052192736667955+0.06458257065566654j),(0.01960875440735202+0.014322674270006623j),(-0.023812112248224743+0.008739367958475575j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.020609528242886165+0.01069966869557512j),(0.013338623749078033+0.0028016073566766524j),(0.05948857165344241+0.012160117166300024j),(0.03920559762643263+0.0016615423424095502j),(0.12800432930702485-0.016468303622869232j),(0.0802130821596908-0.02612551900525776j),(0.11481858877044608-0.01901409449623704j),(0.1645922466067821+0.003759854151785298j),(0.14725344085077985-0.014809723993165155j),(0.1827336741459411-0.006423542896740348j),(0.08609455848318698+0.015430578336538343j),(0.028101873713532708+0.05029225179875478j),(-0.010838095963605734+0.001833328899216723j),(-0.006056203759306595+0.008181281792330481j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.011398273080453861+0.008856114341854572j),(0.00821245513441251+0.0023709935480771376j),(0.04192079838489012+0.007548599307568294j),(0.0328974305021359-0.0004356172351666583j),(0.07850440785807863+0.004516002826172424j),(0.06562821827636696+0.002194789136120913j),(0.10158369193957897-0.02090856450625315j),(0.11783862336576972-0.014306509257625286j),(0.1271744491958285-0.019566811270543133j),(0.14480656451304902-0.005200950442307232j),(0.08249923770312483-0.013352648032917268j),(0.11570948827474734+0.04555294693083296j),(0.040531634272787394-0.0005041219094001253j),(-0.006262971999536744+0.01587402969784023j),(0.028753289472784667+0.0037278420687811556j),(0.0016846599104410527-0.00025228474818279683j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.007921960919780183+0.006277708286695814j),(0.005067046547809548+0.002112591437344692j),(0.025556048348526147+0.004024943972713348j),(0.02202608214516274+0.004189767455380543j),(0.039527634968995064+0.0013863336094072174j),(0.05063887960453434-0.00597112069671854j),(0.09092229904954982-0.011460366196507045j),(0.08805799511412059-0.015563564914550795j),(0.12914264859793118-0.022443912136038142j),(0.11854060931393139-0.02971634454682563j),(0.12088815826643837-0.01156217507481244j),(0.13219668714626917-0.00798310588169852j),(0.059963758316642544+0.020779912816379364j),(0.06581783068791848+0.034309686944707346j),(0.012627476551364276-0.004707892825523071j),(-0.021450782840100935-0.0005206933627987221j),(0.002315191367095775+0.0007783886785816599j),(0.0012397266571017081+0.0008913861220104474j),0j,0j,0j,0j,0j,0j,0j,0j,0j
5.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.003725666100483866+0.004046448012899459j),(0.0025039697930493185+0.001830181224678774j),(0.019585621816398283+0.00681556032434076j),(0.01368638050370587-0.0010512582014157543j),(0.03038310226236481+0.001628206034705083j),(0.033804517072490284+0.004603745424853629j),(0.050741762728164226-0.021042458996136118j),(0.0658663690345797-0.008174848498073302j),(0.09698049805302351-0.004976848681711939j),(0.09649784120950403-0.007699828357423853j),(0.1254598074923302-0.018676323856048282j),(0.129382825410073-0.010921946538085842j),(0.10264020023707426+0.004852987724489661j),(0.121855840957405-0.0007917244930360215j),(0.05000413901057777+0.014638697612616788j),(0.05936053617620185+0.018915014241506312j),(-0.009210251947258849+0.005718469090412649j),(-0.0096269273871264+0.008259149909984833j),(0.000719666242776049+0.000490139200597267j),(-0.00032314364254134903+4.748836550892357e-05j),0j,0j,0j,0j,0j,0j,0j,0j
5.5,0j,0j,0j,0j,0j,0j,0j,0j,(0.001408575398579868+0.002608581148481733j),(0.0013574617975239834+0.0012382825128089844j),(0.010902484944818715+0.0013171634429657018j),(0.007989203096466845-0.0003046097741130659j),(0.027556891458536157+0.002061203500183654j),(0.01933686431738043+0.002239786959527899j),(0.04671719470705552-0.009575433424098515j),(0.049834765031787395-0.003029363273372959j),(0.08793213464044712+0.0026888247123409404j),(0.09583542794548106-0.020180687003605337j),(0.11296166423959315-0.012996445689169786j),(0.10433882415134312-0.02123994656049377j),(0.1173239692980145-0.012807818121829769j),(0.11502270878439118+0.007689554047357312j),(0.059057412463958334+0.024385699792489415j),(0.09395834695419567+0.012162677625581108j),(0.015845501438565023+0.015085067050918053j),(0.024664621755026653+0.006223187300378972j),(-0.00782268333866879-0.0023089647540480195j),(-0.0019276339553527273-0.0014152525507393952j),(5.272234972855924e-05+0.0004410524425525771j),(0.0009098376574903188-0.0004732420631697906j),0j,0j,0j,0j,0j,0j,0j
6.0,0j,0j,0j,0j,0j,0j,0j,(0.0011333182383483505+0.002264348602507095j),(0.0010442883031479464+0.0010827625005608776j),(0.008160456134018368+0.0030127441958956217j),(0.005031686193970056+0.0008340442868553003j),(0.02144038284269038+0.004953355194113553j),(0.014688177720395571+0.004324504199532492j),(0.04036735661945384+0.005299864006881974j),(0.03581504118059244-0.005918037422889517j),(0.05943646238567875+0.0005909593858844147j),(0.06573652463460186-0.012221804374138749j),(0.09934452226421973-0.020186363136120725j),(0.08337010950913272-0.006772285101775352j),(0.12225236314988028-0.008899840556204953j),(0.11185792476236193-0.013386885368649805j),(0.09438481591642739+0.004225871870095519j),(0.11324968197115305+0.0012410896797492915j),(0.05766480076178637+0.0068499901626404205j),(0.03584076707103836+0.014993707792023825j),(0.014133339744939712+0.004877340949495339j),(0.008483880303568765+0.010357123406933302j),(-0.003958814917394015-0.0009949256866213692j),(0.0004986363975238508+0.0010835103213698378j),(0.0006415282648272276-0.00041796123963573666j),(0.00017333810344157943-0.0003003743430420466j),0j,0j,0j,0j,0j,0j
6.5,0j,0j,0j,0j,0j,0j,(0.0005291018397487262+0.001322911979470682j),(0.0005528765965978358+0.0007236490025760151j),(0.0043487166642541646+0.0020031363947090614j),(0.003525549177649596+0.0016264383850019652j),(0.012884142443004488+0.001591615992429382j),(0.012950505820071807+0.001957526002437872j),(0.02819658324397921+0.006910639126654507j),(0.03197444233578366+0.0040453042149775015j),(0.049614698099757666-0.001402196434202025j),(0.04489410352018874-0.0037793501425492j),(0.08728331041032107-0.01682606377695214j),(0.08229271384188366-0.013627726226781179j),(0.09672144759261311-0.011165023163530833j),(0.10099901985323909-0.007773657039924948j),(0.10760087193719307-0.005133896566429867j),(0.1026742270616289-0.00765172408463408j),(0.07926643279872228-0.004929085377506785j),(0.067409286454595+0.005758997053001283j),(0.030804740970128988+0.011161195590652663j),(0.01931273611118358+0.021736193152034042j),(-0.0006057524632567142+0.0037851390164642534j),(0.0007734470935472656+0.006577118056648967j),(0.0003360724522309096+0.0010498526479391754j),(-0.0008639262346162177-0.0010842417808814566j),(8.071260010477822e-05+2.3341208137486296e-05j),(0.00017322708496317032-0.00016489881997763562j),0j,0j,0j,0j,0j
7.0,0j,0j,0j,0j,0j,(0.0002483453316126629+0.0010073343076250126j),(0.00021851838318460694+0.0004982286111908603j),(0.002904164020075265+0.0015148237479186946j),(0.002395760510286319+0.0013878619936291419j),(0.00975488465271596+0.004509260768613268j),(0.0064978200303443655+0.0019375188128568422j),(0.0219516420518868+0.0021378783927821503j),(0.01633014783041554-0.0010832610729385008j),(0.04362060850629906-0.004106760424233787j),(0.03429905423002547+0.0007265065012024075j),(0.06436416551293554+0.0021077163817311267j),(0.0722710405202767-0.006416145618907865j),(0.1017412522109092-0.011341606990995005j),(0.08786422100050684-0.015261239165394435j),(0.10181045690596786-0.00444451259576115j),(0.11126759610728026-0.011783074332880549j),(0.09611207994165628-0.004133998367920787j),(0.0797694723365433+0.006338071387172092j),(0.06939365313797044+0.006430866713322884j),(0.051298308361397656+0.03535227808317076j),(0.016597241047290837-0.005536531468135662j),(0.016515719063651554+0.012865065931571213j),(-0.001549545850473904+0.00968505371796224j),(-0.006419350806239644+0.006454881974810675j),(-0.000329052854668342+0.00013099243183015044j),(-0.0007508312139878094-0.0013823232639551262j),(5.651320440016547e-05+1.4984357707932632e-06j),(0.00034691327425071157-0.00014392047912080658j),0j,0j,0j,0j
7.5,0j,0j,0j,0j,(4.308938836309847e-05+0.0005195572138455436j),(0.00011533146633370826+0.0003301478338395401j),(0.00215279803313886+0.001613423811677291j),(0.0018202020813448713+0.0012223575730407649j),(0.006225853099255904+0.0012878071802875505j),(0.005927217201627721+0.001068890192698411j),(0.016408954050906383+0.004448363414048797j),(0.015971884031693556+0.001147602418977751j),(0.030626383994372963+0.0015593495348854955j),(0.02955557324031264+0.0028672882216891947j),(0.05764133099565799+0.00017020463158112545j),(0.049341523642450015-0.0005964661044379612j),(0.08018731985339059-0.011157170363644615j),(0.076483024622031-0.007737074070060621j),(0.09576405253273691-0.014417302370493977j),(0.09736771538280906-0.009601895962761205j),(0.09274174454559536-0.01112831837334429j),(0.09587633215416491-0.010661703743801643j),(0.07761567978268585-0.004590986765969459j),(0.08156729354101465-0.0049942760430016515j),(0.040424854930620716+0.007368863119719145j),(0.04354201180375547+0.00974722315991275j),(0.018209015596628155+0.013000449609463439j),(0.011195596413576364+0.004085583809111762j),(-0.0006779038899695695-0.00023799478940554476j),(-0.0006998582084115654+0.001040342473647082j),(-0.00038041981482374223+0.00048628989087755455j),(0.00011681826134727214+8.422032233333892e-05j),(5.899751260792551e-05-4.261945271616289e-05j),(4.765417102604765e-07+3.63711360388453e-05j),0j,0j,0j
8.0,0j,0j,0j,(-3.61154627399576e-05+0.00037520550179820703j),(-3.268012804149488e-06+0.0001656244942743934j),(0.0010595995856871822+0.0010344773445457537j),(0.0009993886301994936+0.0007829049818038114j),(0.004511203299230464+0.0024542196308944483j),(0.0032079704023396977+0.0016665384141284069j),(0.011714317213558643+0.002871321919208221j),(0.008016705536677188+0.0033286000424427174j),(0.022667113791254453+0.004722255873682083j),(0.0221416292975478-0.0005546478299610075j),(0.03425828377558895+0.006910205646143198j),(0.044438804004772174+0.003227511211326853j),(0.07166646638845671+0.003018353642775935j),(0.07181405369311578-0.003334286424920717j),(0.08197160715300844-0.014951972105861298j),(0.08459680226344604-0.011601940689053496j),(0.09709957436073856-0.0103860798304545j),(0.09666460574659172-0.011691431022727633j),(0.08766765810725019-0.004651897514241418j),(0.09206801265690231-0.006428423008440119j),(0.047770080496843656+0.004276246569950973j),(0.04899392300679518+0.016335539288941603j),(0.019313210079861552+0.006106634605647193j),(0.035471641599196434+0.011554092406199232j),(0.001302434915530716+0.005391382041361009j),(0.0005920526930829379+0.005721801338215837j),(-0.0014567188312761316+0.00043376218716093467j),(-0.0020673894720895335+0.0001601619884400209j),(-0.0003784126563273891-0.0001056703048675508j),(-0.00033724733428629785+1.3001348247179557e-05j),(3.970047554989351e-05+3.525118251341106e-05j),(7.78099707296712e-05-2.682919893277636e-05j),0j,0j
8.5,0j,0j,(-7.576258279189273e-05+0.0002179357888055243j),(1.8293918559562542e-05+0.0001475267067242098j),(0.0007511744052469088+0.001151448556032851j),(0.0005220930524126415+0.0005491409965984357j),(0.0028138842115600867+0.0018907233430652429j),(0.0016582240771223988+0.0012187430383762128j),(0.007182098301304422+0.003050084271952906j),(0.006360280180012969+0.0016724176577984926j),(0.016322450884035087+0.002173663866820636j),(0.019032399473885665+0.0007572666485436747j),(0.0394023073963605+0.004854531668968749j),(0.02602169801861332+0.0003693268030743058j),(0.054622590136957125-0.0021173794840657345j),(0.052157622080256275-0.005181980364903894j),(0.0785633996647706-0.008722707277250875j),(0.07171237492010614-0.008395626206605713j),(0.08922477330427551-0.008293847511138843j),(0.0891180753369096-0.012976241088225602j),(0.0861824174476507-0.009047013348476603j),(0.09538106451115244-0.008631770476198213j),(0.07009589071668064+0.0006096330493404822j),(0.08075519011811694-0.0010053851249838311j),(0.03978900756353761+0.008187279951984455j),(0.041462497367075676+0.012236794336835447j),(0.018365037429173964+0.005463942148961374j),(0.01825134126725994+0.00958834033827829j),(0.0027615961355736004+0.0031956440028042188j),(-0.002199295569185662+0.0005493978657454179j),(-0.001134699323478036+0.000159193084527032j),(-0.0008483697250464269+3.155558589056987e-05j),(-0.00015249707186882803-0.00010628854723291553j),(0.00028051244102725705+0.0002516684212340619j),(2.4432264648896523e-05+2.1416564124742965e-05j),(7.81561315624448e-06+9.429669254843732e-06j),0j
9.0,0j,(-5.0820718978136336e-05+0.00012269736218417215j),(2.2113279403746474e-06+0.00011521187690914482j),(0.0003843123893016006+0.0006829800476283198j),(0.000481930826484147+0.0004020044187677932j),(0.0013657833676626741+0.0020042979366155836j),(0.0013611610294985647+0.0005244022199792898j),(0.004415210276821942+0.003439017077165453j),(0.004122813351863509+0.0021577368197554735j),(0.014140051303882737+0.006430583940570906j),(0.010493328716344794+0.002270969578428415j),(0.02930405110479607+0.006083478151696945j),(0.026675531827103423+0.002011837336798189j),(0.04511654565758789-0.0023627948625366047j),(0.04627700699062988+0.002999325274393026j),(0.07139810362664822-0.0025795470532065864j),(0.06950615144882925-0.010308994114765898j),(0.07944446425127481-0.012903396376898062j),(0.08251385736829557-0.008405507478769371j),(0.08711142979965475-0.01543113972821648j),(0.09027694470595521-0.007706871640302424j),(0.0833328695008409-0.011052654298857247j),(0.08508945725031818-0.002820842434260023j),(0.05759655441569619+0.0012028886580225933j),(0.06845901752286108+0.016684131757972964j),(0.026058734568040046+0.010386488131598133j),(0.03031058033189865+0.0068560358560928675j),(0.017534321514108716+0.009872272610117028j),(0.002959046007082767+0.006781044776816341j),(-0.00014751589068170013+0.003329550597275038j),(-0.002817247280445904+0.0006819342214120831j),(0.00024664898303735223+0.0003590932051062104j),(-0.0005249077765086959+0.00043035463146537145j),(-1.0205702715828603e-05+5.96253696562553e-07j),(8.569696121460531e-05+3.618031932440012e-05j),(-1.6905092947230074e-06+4.508783655298348e-06j),(1.9991666894706727e-05-1.205798160748355e-05j)
