,-9.0,-8.5,-8.0,-7.5,-7.0,-6.5,-6.0,-5.5,-5.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.0,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.49667285610212725-0.1475147500561155j),(0.5033246095496413+0.14751418936826932j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.2868139390532521-0.033736225115128124j),(0.2385965252305607-0.19336048809843598j),(0.24805259383033287-0.03343358013421831j),(0.16015519220985758+0.18087851196375637j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.1516789596989802+0.04303033292313403j),(0.09888598924155885-0.06297005967675938j),(0.19990199040009451-0.07700455861487845j),(0.21522525460833294-0.07224783403847784j),(0.1393589840997111+0.06719465736255831j),(0.08959238817524012+0.12253957877648852j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.07849648192098042+0.04433174565065351j),(0.06748193599827122-0.011212114844970568j),(0.1701737551655648-0.05527899638898892j),(0.15694682773838162-0.11177864114873384j),(0.23202802709886836-0.011120222011373181j),(0.22685122259109303-0.0024390844616233934j),(0.08389108263075187+0.0466978109010507j),(0.02108405822135144+0.07684212203557358j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.029602126005999756+0.023449621812810566j),(0.03781168196961976+0.020830989185393896j),(0.1090361926068449+0.0022232234829276795j),(0.1306659087043693-0.03480614173927371j),(0.15142813828079232-0.06718483695634284j),(0.2289460540275299-0.06391034012275146j),(0.1353013800220522+0.00013268503911767655j),(0.14808897265303245+0.03289883406599154j),(0.015264707491052838+0.023176793030646944j),(0.0015516547392829122+0.04133489507652317j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.0041532203264720525+0.02518246537820996j),(0.016919104705053176+0.005528059824160781j),(0.09065431103096538+0.021950297254263583j),(0.1032039945138215-0.0022945127447516235j),(0.14352522229093892-0.045322589762735316j),(0.14640739620193782-0.06252559494170468j),(0.1296254433343599-0.03648657542913086j),(0.17005771192569144-0.01917564892659525j),(0.11679003405890843+0.034295168821031265j),(0.09264314920293153+0.08992914601556132j),(0.010128358537819383+0.020248808407150494j),(-0.00688636055571474+0.01412153492438676j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.004219335742555674+0.010542476546093638j),(0.007765840866602123+0.008833588068716754j),(0.07358207392129737+0.020775279229782936j),(0.033115448531062+8.539121854552866e-05j),(0.11559366545670287-0.029980092006736205j),(0.13174540378875163-0.04131054621126808j),(0.17558689859494625-0.08699893598087002j),(0.15107850131020292-0.05556483828417318j),(0.09246740185752343-0.0074919584406705755j),(0.14260501552038815+0.027691847035742047j),(0.042012585535777455+0.02685270269495528j),(0.05157004877407805+0.07129559145202391j),(0.0005189111549812985+0.008747688086665015j),(-0.012723537668957176+0.005018095402266328j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.0002761150239044127+0.005330331920414867j),(0.003439008739382021+0.005570121863047251j),(0.03133058385154063+0.025853109400569715j),(0.029576756856888+0.012430718487454933j),(0.0935222845359813+0.0007559569070625591j),(0.09748696081333498-0.01048404928497254j),(0.13446440638869273-0.03237761029271522j),(0.1214109268972426-0.04470141088304486j),(0.13418644010025876-0.06358817849921669j),(0.13693037027837887-0.032895797781618885j),(0.09473472556623597+0.01167202013055097j),(0.10328398897718866+0.03899139970866747j),(0.03496994000968694+0.021535228139746423j),(0.015658588374058233+0.04591668425120174j),(-0.003205716042094472+0.006726362067758266j),(-0.0070592969143521015+0.004562375834436517j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.0025467038529026495+0.0021049610137119502j),(0.0010312736505006985+0.00198411431089476j),(0.01047749367314297+0.020603990732941228j),(0.021231376055616688+0.006792192870253242j),(0.06779903394998783+0.023292065376143242j),(0.06382895451204673+0.010417234931803873j),(0.11442638939101332-0.029366390147731854j),(0.0874883605860627-0.029279504066279594j),(0.13068621751681073-0.050117707094756464j),(0.11935122782361515-0.04725778336358811j),(0.12104577569447486-0.006811156897013435j),(0.11397272012390791-0.00579454130895755j),(0.06944817415622921+0.02327361393771065j),(0.04223892476649941+0.03798568957053598j),(-0.001221361265303057+0.02058812312182011j),(-0.0008976746893779083+0.024210602640044203j),(-0.0031237338987762445+0.001994745111992324j),(-0.002171779776121616-0.00042560732646156643j),0j,0j,0j,0j,0j,0j,0j,0j,0j
