,-9.0,-8.5,-8.0,-7.5,-7.0,-6.5,-6.0,-5.5,-5.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.0,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.1476792044022286-0.08710268461547904j),(0.8523217255956553+0.08709844940133295j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.13564558699570453-0.06643985335176938j),(0.018701061671517263-0.0165780972499237j),(0.19930413677223852-0.042535586443353646j),(0.6527225646513456+0.1203092602094949j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.12613825179814395-0.036486902861505646j),(0.01350079953113675-0.019707268785440296j),(0.12443626735538935-0.0376283977203618j),(0.05716598672924482-0.046477514988412884j),(0.14817323012271824-0.017132251408536053j),(0.5102132482853167+0.13712852123497316j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.1161227654367345-0.028972842928795338j),(0.010438748461223026-0.01783239053225042j),(0.1539651075991534-0.01533570011167649j),(0.04803608636956551-0.036522435893678j),(0.10855561778993389-0.030047574048400895j),(0.057268339677321804-0.05662259086602458j),(0.1181511015819536-0.011940385161523424j),(0.43692113397272014+0.17276915478873803j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.09414234295512182-0.010185423857340711j),(0.013073256197634383-0.012894780558331029j),(0.11645115911017649-0.004624181876841677j),(0.030200601256682894-0.03143456017872281j),(0.13365243999122497+0.005138422159042671j),(0.060370779633097005-0.035905464989638765j),(0.1484138202184969-0.019100292788169364j),(0.06233548461151141-0.01781824591555157j),(0.09921123151947744+0.023349797006269733j),(0.28560429258071474+0.17291733481059823j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.08145910458525275-0.005009739346220031j),(0.013305107956360517-0.010704053100188078j),(0.08770410463574381-0.016680326186147447j),(0.03205596379246426-0.019104717813903223j),(0.06196729642951771-0.03677606647050855j),(0.061679148782616315-0.023969801995947244j),(0.10599052399351007+0.003659045265688443j),(0.0885595464762133-0.023867143970745488j),(0.10277024989740577-0.0032257289195748717j),(0.11187735312261357-0.02227052733744447j),(0.07311345328368242-0.010106254665865384j),(0.20908299058283308+0.10470236321411477j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.06582279950536324+0.011834714459713064j),(0.011615458295746058-0.009327762963565089j),(0.06694662542574634+0.008959906492878578j),(0.021537081242844452-0.011245339902975552j),(0.06826622105728304+0.006163497756294976j),(0.05331886573545763-0.020505321770015506j),(0.09696388700856731+0.010624954828385023j),(0.050460503008729694-0.04269068176711298j),(0.08644173923827485-0.0226984742069382j),(0.0957090954551587-0.0014153132312956752j),(0.07743500176331944+0.009255555706964833j),(0.10901476065581409-0.018316814024091587j),(0.08483308536078939+0.0021976250202366057j),(0.13941719670262556+0.13022766523540208j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.05617193618598192+0.012174121034149658j),(0.010856693416873849-0.005374918655919236j),(0.059402415864439194+0.011784438292937852j),(0.021487379316634254-0.012965606074074126j),(0.08628863198631649-0.003461061875493575j),(0.027842435785949835-0.023656944143017528j),(0.06612694557043135-0.02608806441344435j),(0.05372324729501276-0.021674013856228587j),(0.09946356399870772-0.0029934559728638354j),(0.07130478028144162-0.017318211865804716j),(0.0748615098410577-0.007465215117907654j),(0.07417024311607681-0.023958993274893634j),(0.0654915459703454+0.024413062994076886j),(0.0823515140169471-0.016150834664691024j),(0.05139162292184825+0.016810812653085552j),(0.13437203880281143+0.011830489626246412j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.0461821523608675+0.014912859766686958j),(0.009232778162975722-0.003659425251010977j),(0.0511784369396793+0.0088267044283506j),(0.01984804372519764-0.006450764280018487j),(0.05175114473101337-0.013487443508308904j),(0.035705207334432-0.011374429916188346j),(0.06354422398088025+0.0072059155929759715j),(0.0369304477595131-0.0242175919043901j),(0.04629286978348068-0.04864044105018194j),(0.05372009948432145-0.021381596773229365j),(0.0732849769470637-0.01113848717295618j),(0.08423664476492837-0.014954952749118679j),(0.06381825767174981+0.0022278326942461106j),(0.08807292312120915-0.023009501691725845j),(0.04001185641364644-0.00776554210308364j),(0.08766190842423219-0.02157207470786998j),(0.031122805200009214+0.010200508763889404j),(0.1452429493086159+0.07503032798217538j),0j,0j,0j,0j,0j,0j,0j,0j,0j
