,-9.0,-8.5,-8.0,-7.5,-7.0,-6.5,-6.0,-5.5,-5.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.0,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.5057788692827199+0.1907953611192837j),(0.4942177084228453-0.1908106047047473j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.26950259246025404-0.0521224877064228j),(0.25004613151231886+0.14885301840214155j),(0.29805767477819417+0.043867965540875936j),(0.2130368905431298-0.14187132263937124j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.15645188900062917-0.08299854430769305j),(0.15947316389103985+0.11609713027792323j),(0.21187893654028306+0.09438395175371195j),(0.30204547963716244+0.1640741962493122j),(0.10994104892988574-0.010933542759027963j),(0.07402991005268585-0.15562570431276126j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.07812349116279185-0.07367003910829933j),(0.09073059876161564-0.014892936726454713j),(0.18606302007539527+0.10855905956161799j),(0.1572437359754639+0.06820946713076073j),(0.25760312638913846+0.07329661279300138j),(0.2999248845330288+0.004594274075646158j),(0.024266067001617396-0.06411393927713814j),(0.03853141906937893-0.032081319377312886j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.021180253739990936-0.041173159768899195j),(0.029224656113079964+0.015951357877459604j),(0.12968003159584238-0.002495359683012153j),(0.1794199332833269+0.06066697708407459j),(0.1492216200826111-0.009232666007061914j),(0.19315631173038111+0.04450897619119333j),(0.12078094505415457-0.006023009891246497j),(0.15789024119126693-0.05898322903650852j),(0.03276910407286986-0.024751004039404525j),(0.0108711834904443-0.02154332361226128j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.0018501673226992265-0.0199363489526222j),(0.015429975419525746-0.022130942339908075j),(0.07800850122179678-0.04769520039699884j),(0.07658651985052582+0.02194587138250712j),(0.16896447065813336+0.015076728961159507j),(0.16332026285237317+0.04117574164984083j),(0.13895709258409875+0.08430895106494313j),(0.10087066015010948+0.03606937440491216j),(0.10519110566378065-0.0479048694435321j),(0.0589294438357756-0.04730896123897634j),(0.007681490605472945-0.027725975815503068j),(-0.0017395721283171408-0.01387220354066368j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.003602519936314801-0.013916532862692671j),(0.017084881191015436-0.007175334297840257j),(0.07627776122148255-0.027189331111477463j),(0.06111145407921019-0.007421602823777953j),(0.1266482622303282+0.04492499514863363j),(0.09785393011640668+0.049620450020001414j),(0.15943947861530752+0.046287702476380234j),(0.13939550049895658+0.05242682657759931j),(0.0970776633425279+0.01567295973367661j),(0.15396051770502844-0.0018503730767723166j),(0.06331285883076365-0.03096641642778876j),(0.03718945459418389-0.06958253128780297j),(-0.001405719566803518-0.005170992977547003j),(0.00027431796842866153-0.012112030570721029j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.0036982999891479345-0.004633425070498902j),(0.00025649433542790584-0.0031658439146367346j),(0.03429710933540028-0.033627374347930845j),(0.04560071963237017+0.0013867272969777765j),(0.10923855550566493-0.004393534097544869j),(0.0824013619283835+0.04711500526601393j),(0.10545414134451639+0.05592715299339883j),(0.13987561366148651+0.058387436501043416j),(0.1360993472836326+0.039662545517784496j),(0.13495633034563795+0.02215840254597496j),(0.09734234452476466-0.01464990088007163j),(0.0954692755839385-0.02148313676183455j),(0.03659018579243605-0.010125778280407118j),(0.018364514378358992-0.03364397274710344j),(-0.0003111928067479268-0.00590378677688175j),(-0.007103681790547149-0.0012730850236400458j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.0017226877023848407-0.0002979048880494573j),(-0.0028940599113272463-0.002369939685754118j),(0.011453978721342826-0.017204858093526957j),(0.02342432555464901-0.02944938721622071j),(0.09055807846167242-0.022320413028536205j),(0.055468866842070925-0.013751049920019666j),(0.10366990614572177+0.022520163726640327j),(0.11637116434401776+9.722337238254452e-06j),(0.10094220315029757+0.05214065771262949j),(0.13210837736657652+0.03363880234164772j),(0.11632746412542436+0.0005577568894087581j),(0.12104835821909289-0.005228993881082517j),(0.0740096946721658-0.018956822354138904j),(0.04099531730529602-0.0744565417839115j),(0.016027848066910298-0.013707231110569037j),(0.0007414123415198995-0.015915015917218573j),(-0.0006340795084641537-0.0016062728822207103j),(-0.0035373684075180566-0.0009618505956711932j),0j,0j,0j,0j,0j,0j,0j,0j,0j
5.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.0011730353907838452-0.0002611356247350597j),(-0.0008252404519472215-0.002218462516439918j),(0.009765087113184865-0.014994259544508034j),(0.0056986447387029114-0.0061073042667999j),(0.03044109089952945-0.02650854613862261j),(0.04830374213639828-0.0052155746894610305j),(0.08092702811728998+0.008579690441887984j),(0.09125345372036885+0.007680911966985849j),(0.1146072718902861+0.03319100750334775j),(0.13169232083877966+0.039945476671886554j),(0.14358784982964856+0.012485023288141607j),(0.10921143457164849+0.004363757004892582j),(0.09481491177628379+0.020642931958316044j),(0.1163723353511778-0.01659694776281117j),(0.05554311410340181-0.014387387515654741j),(0.03447198309950486-0.043697195789134155j),(0.0008512146878957398-0.007637478737817513j),(-0.0024229076437594574-0.012520374847785329j),(-0.0003145339341841316-0.0019064718594789013j),(-0.002271709252304057-0.0004710148578649049j),0j,0j,0j,0j,0j,0j,0j,0j
5.5,0j,0j,0j,0j,0j,0j,0j,0j,(-0.0010943684681158491+5.6164789911454795e-05j),(-0.0005916918103427751-0.0006550537915644594j),(-0.0034613475059356497-0.007814321329719478j),(0.002070218682125249-0.003128453442372621j),(0.021501071137786685-0.016616885498531256j),(0.029869619882012866-0.005984747124738328j),(0.06178970555182278-0.002050330344635622j),(0.05386709669596357+0.011304034028496251j),(0.08673661372369969+0.011640594978981154j),(0.10442419227907579+0.036926888131877056j),(0.11473973486024865+0.03607114301283718j),(0.12241964548172352+0.06473166284693249j),(0.08698191230208535+0.028946394683676258j),(0.1148505016284231+0.002681881736425326j),(0.05327253090479447-0.014263315734140069j),(0.05149750264005089-0.0299507279051537j),(0.02088455945561936-0.03298742300584093j),(0.0151955263774027-0.030722772155366822j),(-0.0015828720525698885-0.0049797989823739605j),(-0.006843629383843066-0.004829919108097237j),(-0.00015955413076059952+0.00031408203059287907j),(-0.0009777850395605284-0.00022029621894315054j),0j,0j,0j,0j,0j,0j,0j
6.0,0j,0j,0j,0j,0j,0j,0j,(-0.0003347461778641161+0.00020650246321761944j),(-0.0004906592299193499+0.00021962071097021948j),(-0.0016103207891447948-0.0023977521775903413j),(-0.0014309077188017518-0.0044147696765860014j),(0.012176841413051281-0.020031001443908788j),(0.009690788204026681-0.0069335249366855155j),(0.05938166350979775-0.024230229221667152j),(0.04243884529352551-0.002600414688833142j),(0.07799053187430272+0.01145612980418322j),(0.07696770664114931+0.011773262520588803j),(0.09971733203974317+0.027491260206940364j),(0.08805896127278626+0.02972096676896569j),(0.11463663581443377+0.033323529760457216j),(0.12163489068387337+0.025835969609077553j),(0.0800582589664236-0.005590342984588257j),(0.10746716935473506-0.008577535755958786j),(0.043294841343052184-0.021026548495599276j),(0.05351703532960705-0.027115360297805306j),(0.006775084670732563-0.020302095291329703j),(0.004124188110528152-0.015806904295557155j),(-0.0010383507116035714-0.0024922666860224j),(-0.004237662802980118-0.0055627084864003085j),(-0.0005591120326100436+0.00028023445990958527j),(-0.0006537205124789882+3.06412209728079e-05j),0j,0j,0j,0j,0j,0j
6.5,0j,0j,0j,0j,0j,0j,(-7.206278221862775e-05+3.187697724292153e-05j),(-0.00013366264460816873+0.00018721633792332314j),(-0.0017995359793768627-0.002990009206909324j),(0.0009894179678204607-0.00462006052924827j),(0.0030237492699643886-0.015518446270633554j),(0.011466169442174608-0.0072765264758043995j),(0.032410550700161994-0.014142484995506j),(0.028263922547487417-0.006327698396009435j),(0.06013111794070921+0.0014195710032128073j),(0.06121171296153926+0.0021187876066990365j),(0.08600706653837026+0.02577315785148853j),(0.10507188099008133+0.03481984839178804j),(0.09308152640647191+0.02749997502685738j),(0.11245467389846679+0.018984352039481716j),(0.10222764698733845+0.00951282383208324j),(0.1034280456456191+0.01241872687976532j),(0.07069414259935884-0.0028858272036939173j),(0.058426642893726-0.024822901995063807j),(0.039073480122322694-0.023023955081165365j),(0.030902533892484232-0.02911688759224594j),(0.008359186523801826-0.00952993054572503j),(-0.0024959424818597653-0.008468522145020918j),(0.00014719172458258086-0.004482605785791074j),(-0.0009341802877736295-0.0012549561721971936j),(-0.000423353241095294-7.58792093012391e-05j),(-0.00012368679067864964+7.886223304761698e-05j),0j,0j,0j,0j,0j
7.0,0j,0j,0j,0j,0j,(-8.322433624217402e-05+9.366948715077228e-05j),(-1.6614607513035504e-05+0.00017534918261719767j),(-0.0007604790019059759-0.0009736089149583993j),(-0.000884229246798-0.0007395075966492512j),(-0.0028260882169373423-0.012046222146699436j),(0.006971928243055335-0.00827159239911818j),(0.020927138864278664-0.02244184822185495j),(0.016330413106607634-0.006598521524864555j),(0.05994238521126576-0.018068017731427556j),(0.05028420146166333+0.004651273898796566j),(0.07641566986208695+0.0076375927831155025j),(0.0862102325666431+0.0229214891246212j),(0.10714832847076097+0.03176444298256605j),(0.09742692565514607+0.03676577612831327j),(0.0967567424705804+0.03696551539495401j),(0.09235013442601472+0.021517752329775423j),(0.09050944422219612+0.010347087907250072j),(0.08352102730737355-0.00016380479753040958j),(0.04186122165135467-0.016312170982813307j),(0.05199305386892003-0.026123967580131382j),(0.016276146957509226-0.01998786586425293j),(0.00992080705022749-0.02465495496569324j),(-0.0015914368227262624-0.009398259120461475j),(-0.00485369035362839-0.004220553741585771j),(-0.0009390669129612693-0.0006295463473586519j),(-0.0015087158396489045+0.0010422643116863506j),(-0.00011242210049411147-6.903901911567564e-06j),(-7.631381632461348e-05+3.70346076287673e-05j),0j,0j,0j,0j
7.5,0j,0j,0j,0j,(-7.665949974282027e-06+6.693029094420925e-05j),(-3.4503357576378004e-05+4.76504815420388e-05j),(-0.0008749910788134678-0.00028766051106493345j),(-0.0003778974872095924-4.2959092493246596e-05j),(0.0013957417065670588-0.004663507473365674j),(0.0021761640663743604-0.006497290420225031j),(0.0034837790896287534-0.015996005524756718j),(0.011489290468333866-0.008554782697531679j),(0.031754895843032455-0.018051572954399502j),(0.03969032961816346-0.015294749769903618j),(0.06496532363135013-0.002679116562313006j),(0.06551801329243269-0.0010807042024518901j),(0.09170868167085958+0.010801112876301254j),(0.08456685146572805+0.02312962145298044j),(0.09235765151616089+0.02962054628751898j),(0.10546612732482345+0.03604798833180438j),(0.08605342222383246+0.025754025652784677j),(0.09298969246038993+0.0014446405604469936j),(0.06899669695424822+0.004462390673831114j),(0.07915083015479077-0.006539943057483375j),(0.023476019432592254-0.013644645601227249j),(0.047143339307465885-0.030104217384580183j),(0.007823752065588937-0.010657704988263034j),(0.009466722530333585-0.015947219819389954j),(-0.0016612958796166273-0.004870478349218704j),(-0.00034859468099983387-0.004033631798872685j),(-0.0009447954735770438-0.00031328224043990867j),(-0.0009105174780118685-0.00011502842900264548j),(-2.7033158245554705e-05+6.893421765040081e-05j),(3.096913928262915e-05+4.738282074783203e-05j),0j,0j,0j
