,-9.0,-8.5,-8.0,-7.5,-7.0,-6.5,-6.0,-5.5,-5.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.0,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.2619881910234757-0.10083166028129353j),(0.7380136051289934+0.10082709906119276j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.19963378246368824-0.0627218842964859j),(0.0623568741000237-0.038113583612622876j),(0.1960124398734582-0.06177393226273012j),(0.46079986780684196+0.09848862894168751j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.15764145204747926-0.007394729971204123j),(0.05363525529788262-0.038851466025926415j),(0.16737059654309605+0.010694759616075232j),(0.08195229112978038-0.04163447462928403j),(0.20912462263456927+0.057810129570473115j),(0.3503271922395718+0.15969307303967323j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.12189821828545563-0.014807253973817491j),(0.038205254019678975-0.02338763298595547j),(0.08986937163325026+0.005720376586170866j),(0.11416914546272183-0.04106905744794269j),(0.10803675397405645-0.018127457715890336j),(0.20547032824630992+0.007060644420452622j),(0.12350289954977299+0.01472052396148048j),(0.24279812987606217+0.14676476026001078j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.07999420034769802+0.013405489977312635j),(0.02926790848399555-0.015194294533199674j),(0.0853915378515462-0.003380610755554291j),(0.06978988030536651-0.02112723871265877j),(0.13651798402297344-0.01103401761042724j),(0.08493999007645095-0.03994450028541537j),(0.0699936145890068+0.004725900586656362j),(0.1654711711093187+0.01537902572684081j),(0.12066355237132231+0.023966890446086433j),(0.1474418457109629+0.014894439091137503j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.056384747065875734+0.015924609886591418j),(0.026080414885729538-0.0035375704015273247j),(0.06818192396878758-0.006428567636776291j),(0.05472787338389494-0.021696019145072624j),(0.12529090467409496-0.02029021950240549j),(0.08549613149050704-0.035538639805927516j),(0.11957766294764306-0.03520574519483392j),(0.12973946649801946+0.028534891548662074j),(0.08678504129601773+0.009958875929236633j),(0.13685431941454518+0.015101562430337521j),(0.0773680482466826+0.0211802776074962j),(0.10351983764628764+0.04016155043364106j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.045736012842800704+0.029397437660840554j),(0.019149541177885553-0.004144017003092223j),(0.08992383207259208+0.008301697388799722j),(0.04716572415147462-0.01389330679752352j),(0.10141879166683042-0.016720900659606134j),(0.07724831833452142-0.02092548034103358j),(0.08681748067530767-0.001466315975322555j),(0.09909826358636055-0.037247263839144146j),(0.08157070514166034+0.004484646532449019j),(0.12073352487193144-0.012420115440292161j),(0.061351898742056606+0.02596708633707697j),(0.09870792336656145-0.009043617156368174j),(0.031271103047336046+0.017499894849800208j),(0.0679528827688627+0.021777934782201993j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.030617100178846942+0.01847825818610228j),(0.012109752367678929-0.0008883005242854634j),(0.03052937335693646+0.01229188878918015j),(0.035549174702757515+0.002482584467731929j),(0.07645638476349552-0.008503797684324885j),(0.04826249562452872-0.024761749524220573j),(0.09877244556980923+0.013877502390185727j),(0.07778674773453897+0.016592445672726396j),(0.09452777318924342+0.0022598035990861283j),(0.12043696724777248+0.01257689627048676j),(0.09173649209073231+0.002559646669684462j),(0.09945760290270017+0.003102372256587383j),(0.047168566144069+0.005733838731033046j),(0.07798873950173192+0.022499499301987184j),(0.008013332924950182-0.01525185412510815j),(0.03746037207034181+0.03472172523046744j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.02582786275819107+0.027276480223973585j),(0.011266713044293704+0.004712595268339017j),(0.03707522254651447+0.000501299815169703j),(0.02483633980474196+0.002633730612715224j),(0.059039602683198855-0.002700684053889929j),(0.040815081096764926-0.018028101283869537j),(0.09385995395981335-0.005548382852010144j),(0.056811338873109705-0.02846226878518764j),(0.0734604419738846-0.028451229496311122j),(0.08162281485660926-0.019977859744668158j),(0.08970951851857964-0.03087685208636626j),(0.09268127472074374+0.0020429530549015344j),(0.0740621524796014-0.000929489317159747j),(0.09028459361520802+0.0024058921782649035j),(0.04145079080915709+0.01735397119654228j),(0.06170133339171048+0.009383549700869622j),(0.00965111116651984+0.011266852863193537j),(0.0312724750953197-0.00048345697794583125j),0j,0j,0j,0j,0j,0j,0j,0j,0j
