,-9.0,-8.5,-8.0,-7.5,-7.0,-6.5,-6.0,-5.5,-5.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.0,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.2619885456125062-0.10083191616563386j),(0.7380089715103537+0.10083161335808946j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.1955193918787839-0.07116614467763015j),(0.06235594342141183-0.038112827549617055j),(0.19601379523668316-0.06177281413851224j),(0.46662784657226075+0.08896274902512709j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.1508399766617857-0.029321759333680766j),(0.04365215356024005-0.03122863256915797j),(0.1327039228985485-0.026751706684331897j),(0.14704102196112584-0.02309830377119354j),(0.1767953398140624+0.02305303258341048j),(0.29274280008111137+0.09969540044085472j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.12422569479935852-0.018544606976249708j),(0.04162039514970789-0.021977766464362336j),(0.15403675003786255+0.024888218855810024j),(0.09952172755376051-0.05827156089086141j),(0.16561262039371846-0.007155184982712434j),(0.19240859137977476-0.046739981880129615j),(0.12390919607498234+0.038287368274956275j),(0.2047967203714324+0.026555144881274317j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.0866024421582004+0.020939192631124735j),(0.03461574863427279-0.01061225978753437j),(0.07797629790749677-0.0029952986192113337j),(0.06851210998722147-0.030730407948046833j),(0.1500502853289595+0.023938802197756032j),(0.10354285646331396-0.031919001930359236j),(0.09549709794212762+0.0011554363087149613j),(0.12355391790341091-0.0049009145872340645j),(0.08672093725138966-0.00693630941162995j),(0.13946210961272015+0.0767601585370348j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.07461393750691975+0.01629588073011208j),(0.02168604700914535-0.005646533454049859j),(0.0852234103794153-0.029175194087598166j),(0.05162536256615442-0.024964750547108408j),(0.09482258715751334-0.0005871543249513621j),(0.10696001151194309-0.009377784855847572j),(0.11557420210951083+0.010079249638190312j),(0.0758201375671351-0.028654479383922904j),(0.08023515659474653+0.01879802370694842j),(0.10560109084277947+0.04205285497104232j),(0.03417217168133409+0.007633220249185099j),(0.07368814591177678+0.10508507096090872j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.04615254824652638+0.018121529599005155j),(0.01698550651783506-0.0008070629717710947j),(0.0586374124313271+0.004164972200234236j),(0.04620331859867469+0.0017575515137387763j),(0.08699807752901734+0.00197875828631284j),(0.07082946702499507-0.01664960818136157j),(0.11816546127218458-0.03909699538704711j),(0.0888484006214717-0.01607972055793113j),(0.10459473317494801-0.03289139074484575j),(0.1298170290030036+0.01926795926608351j),(0.06386620195729523-0.007476125894222689j),(0.09768740342132767+0.03224708906004596j),(0.007217616815579066-0.00827795736201364j),(0.0662967953431643+0.06824099312352333j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.031171277258283503+0.01925085653142033j),(0.012961158043812258-0.0004545665879155359j),(0.049091677858706384-0.01118933297012176j),(0.03252093784923028-0.006472243172965294j),(0.08927904809006053+0.010848856628993831j),(0.056502691497886816-0.015813227418516245j),(0.09824305156290221-0.008530313514988673j),(0.07073046880929472-0.01374828270926968j),(0.09909313259300272-0.0068467651653149105j),(0.08563266421941165-0.02202105353979096j),(0.08432515675573549+0.015955478860332904j),(0.09990893853533091+0.006321626679810879j),(0.03961227359716677+0.013274256399794414j),(0.06941265739863062+0.02808991033547719j),(0.024530599046671955+0.012177998197930728j),(0.057056284097724536+0.04448556938830671j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.01767145864328514+0.02400282818598687j),(0.010470076738702486+0.0030630177657761555j),(0.03741150696228265-0.006877745733802806j),(0.023900514933404598-0.00015049424879704952j),(0.06682787023531107+0.007208682091087721j),(0.04291201564420523-0.011236622039033747j),(0.07147608988295993-0.02501537670733063j),(0.06831452879082431-0.017964312641533496j),(0.09268490023486006-0.008364729207385749j),(0.09635909238078369-0.017695008410520633j),(0.09205512055606976-0.012998796699513144j),(0.11914167496450254-0.0153931865036796j),(0.06805970519565344-0.0018935486314438175j),(0.10225450392910276+0.004294602723682477j),(0.04055364312007735+0.01975720601764043j),(0.06173937275014538+0.04124100710212088j),(0.015994870542250968+0.03011137319086967j),(0.025372436377783945+0.016818057828512492j),0j,0j,0j,0j,0j,0j,0j,0j,0j
