,-9.0,-8.5,-8.0,-7.5,-7.0,-6.5,-6.0,-5.5,-5.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.0,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.08246761057147337-0.07121193885874672j),(0.9175323144456232+0.0712117046717348j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.08160213098308065-0.056854611541830594j),(0.0007096371109984118-0.013901406505617225j),(0.08855101471764243-0.04700373831179356j),(0.8026566099817304+0.11142490842632122j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.0789387061790397-0.046690494775638434j),(0.004219858516765794-0.011052906887144278j),(0.1193384182803104-0.04802246568941457j),(0.00979729659870784-0.025817986000592617j),(0.12066910909287087-0.01872720581096604j),(0.7041641099379509+0.15369017074737318j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.07850538328995743-0.039031642384133265j),(0.003811724879172422-0.010122568960597317j),(0.08725162563907836-0.04093643836153549j),(0.008025991952456107-0.016897077081705132j),(0.09103423188559241-0.04311396132539111j),(0.015475831150606866-0.028541354329192754j),(0.10054533777632636+0.011944704459125415j),(0.6241240472992496+0.1732971746784371j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.07449639996051682-0.02407541722340134j),(0.0029112290099098273-0.009132910801270402j),(0.09107184884641525-0.027089196595846857j),(0.014237296841593963-0.01893781603509539j),(0.10661211141026508-0.014213732827553845j),(0.023248857113120146-0.027755755417235774j),(0.08477846692329512-0.025571102801042588j),(0.02137822908384334-0.032790310784987335j),(0.08893948696593765-0.024535662365216964j),(0.5300247472964981+0.18658863811969703j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.0666933997694313-0.02367875591464074j),(0.003711321945815436-0.00791209799435389j),(0.08478097805699301+0.00198262790424375j),(0.01187540704567501-0.015827674670011303j),(0.08558469673846765-0.021430075463103434j),(0.01850871767525418-0.024860206816831317j),(0.06442780152076988-0.028302357620455847j),(0.042962460670159026-0.03838151397619671j),(0.0849621507006042-0.02007959414400026j),(0.026247054898877544-0.019359152400625117j),(0.08886559024112353-0.018972413817646805j),(0.4487785212482519+0.1704506581046496j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.06175193074863363-0.020710986458679498j),(0.004072699433976493-0.006932335028750655j),(0.06836269339603795-0.019078987508097535j),(0.012697195359370538-0.014659544679964845j),(0.07082521458554755-0.02226036720597493j),(0.020186079491795392-0.026020714207328075j),(0.058343534827217505+0.027866262017036427j),(0.041685268947944894-0.0322976386022345j),(0.07835586939189597-0.012473183379404026j),(0.054156361271419456-0.01920213408395338j),(0.05273492900629781-0.005407432164651203j),(0.008311940083504683-0.038692444037477916j),(0.0571924129653847+0.006637246974459443j),(0.40968871356145975+0.20261760139283425j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.06664235425979065-0.007077319870974697j),(0.0044030379334585425-0.00545566421337435j),(0.0565194024248549-0.014452479654595847j),(0.011839630560233643-0.012059120458814156j),(0.06607306333541585+0.004510806255820523j),(0.021704277815598597-0.016968747096444966j),(0.06444420996410119-0.008519501988865056j),(0.03593433754847547-0.02211276690912073j),(0.0580110375560053+0.01704779546744681j),(0.034240334031678664-0.03731041778878494j),(0.07537358243834154-0.006997252344889821j),(0.05494646269929639-0.032464610628663994j),(0.07265027604020836+0.009203491747462414j),(0.059410929778013544-0.03482818039791134j),(0.04204187862935361-0.020279986632599195j),(0.29906927342527834+0.1874132660483318j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.05497852776455722-0.0030880897995508513j),(0.004308208928923718-0.005290612350151237j),(0.06465075997612295+0.008085871700976358j),(0.01243242852481614-0.0074039691061673855j),(0.0634406323332741+0.020892607632775097j),(0.015516902497893005-0.01388080104593043j),(0.06220505487009485-0.01494676785446776j),(0.023766802275186745-0.018683599784857112j),(0.05829316578795954-0.016413083817957846j),(0.03437929701788564-0.019742503687045332j),(0.04931535156667812+0.012335891279942536j),(0.056199229870379584-0.020873719968369214j),(0.07605689564774883+0.007955077941224704j),(0.047975612137621755-0.03597517062402424j),(0.04740775299125991-0.004819439140215929j),(0.0426815438848981-0.037598424032529526j),(0.046633741941009874+0.007040022702701125j),(0.25508912560048713+0.18118915231470856j),0j,0j,0j,0j,0j,0j,0j,0j,0j
