,-9.0,-8.5,-8.0,-7.5,-7.0,-6.5,-6.0,-5.5,-5.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.0,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.26198902461934126-0.1008320143230086j),(0.738013968824902+0.10083131223135292j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.19816655792143192-0.05514044330354197j),(0.057652820637635924-0.04758085265005193j),(0.1960124398734582-0.06177393226273012j),(0.46080055279180937+0.09849300877003561j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.14279037086429153-0.025004555528759253j),(0.04189337645702328-0.030018138276091635j),(0.16899680709233464-0.02120991938581004j),(0.09414339659130871-0.05763292271477728j),(0.16415825152197883+3.485263153003848e-05j),(0.31262601480293367+0.09278667490654649j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.11464297428705202-0.005070860354782256j),(0.03734146373341315-0.018932578740323145j),(0.1480316058477204-0.009970972716579742j),(0.10432341385313212-0.048830327832344825j),(0.1741771461613233-0.03380223252151643j),(0.10877060992714224-0.05463183968572571j),(0.15222900540613868+0.07183707802346771j),(0.2577087361894954+0.1311644929374328j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.09355516185858735+0.015940369994965294j),(0.03279798400945883-0.013383071177572542j),(0.08083250118899862-0.027902821768122747j),(0.07283808896852006-0.025287532762815108j),(0.07988000359903157-0.04387784574393096j),(0.07209787407061162-0.03656125446303281j),(0.13620121109263983+0.014488442747537583j),(0.13264610750593617+0.007643240532444832j),(0.07694143359838819+0.031549379293934296j),(0.1352074462467472+0.02013968057144027j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.06082414889975712+0.020544559274688717j),(0.028703236270775746-0.005251768128793287j),(0.059894830311588695-0.01999640042068751j),(0.04511091845068102-0.019294117636523007j),(0.14559956142146155-0.010843035620724792j),(0.09385837682866108-0.028873785834791752j),(0.07364206870673463+0.017835939951351562j),(0.13424267091639328-0.004347928652994157j),(0.11644648130036349+0.004573000354896731j),(0.12460864572288281+0.038877295728596536j),(0.05201201162493803+0.018096188965543804j),(0.10163317853568607+0.12385145718045526j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.04397650959868314+0.019959895885379733j),(0.02080069498198785+0.00027443514566334983j),(0.06462632738555-0.013251629149251324j),(0.03373065612837938-0.02397905462719187j),(0.09861743570628849-0.000642401510214245j),(0.07892186803582851-0.007827508754598192j),(0.07484451487340592-0.02165606389623344j),(0.11080837459718082-0.026532185100279222j),(0.0862769090000034-0.020061507844065483j),(0.12620239253655588+0.012599226964025588j),(0.09471060439957063+0.039655160072705205j),(0.11537502537866431+0.03601326392050852j),(0.01637249532623311-0.007412773041847343j),(0.04311151788946039+0.06597869901517518j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.027190952860875035+0.021664766325765784j),(0.014725891499772268-0.0007012790861421088j),(0.059982685484490504+0.002389931633161497j),(0.0378620572628537-0.0005680152779320032j),(0.09101996472749756+0.006371673320091401j),(0.05474040490315369-0.009213170731359868j),(0.10347944639652465-0.025930381441839276j),(0.07867468074048212-0.027379519428300487j),(0.10469613005836743+0.016260780163898716j),(0.09814355522802937+0.0048694817121018785j),(0.09683647200093709+0.0010527634707742444j),(0.10147847691629411+0.009570306395192851j),(0.043677057420560106+0.013319824923496865j),(0.10979562205893748+0.045616485529024184j),(0.016355245942672646-0.0010550389510833504j),(0.028430651135800202+0.012293098283823412j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.017041048976576594+0.02261437922468649j),(0.010295474385424053+0.00411270258481853j),(0.046661218614590126+0.011572997362419044j),(0.025448974306465262-0.0015460285893807955j),(0.052339889370000586-0.004753725036532456j),(0.04936156831968677-0.013796109522056541j),(0.0703472957046074-0.020500384495343082j),(0.0695316315274114-0.021404299051999136j),(0.08373610407365932-0.021994899362212203j),(0.09445634141999595-0.027188476255322787j),(0.08880307792033607-0.01357137524213856j),(0.1061765454055444+0.023910741245694932j),(0.09204304580698512+0.01632645767395402j),(0.09306205736617422-0.0014429480043512662j),(0.023651118802768725+0.008312817086644126j),(0.08403444098452058+0.03617874044470195j),(0.016512474490956334-0.006310107562743561j),(0.017372817072413792+0.010565393644544091j),0j,0j,0j,0j,0j,0j,0j,0j,0j
5.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.012601347396267525+0.019596442231255333j),(0.008606928494191904+0.002092146249418145j),(0.03854296703493815+0.014429767664305907j),(0.02418738692724865+0.004850820877675318j),(0.06317230785943906-0.003658029687114918j),(0.03479578018152558-0.008107394096566575j),(0.06471761626662864-0.0033241847275101927j),(0.05461518829479366-0.023743638755384395j),(0.07086230602549995-0.024386870668517805j),(0.0887466527744759-0.010008781883891813j),(0.08660458652553944-0.0013540843771541022j),(0.09330915196209928-0.008770182261758734j),(0.0833382607410371-0.005965591427419447j),(0.08878172230474993+0.0005212771695676023j),(0.06149370266867725+0.008584083209089379j),(0.08139684875754016+0.003757711488434518j),(0.024873536528376712-0.008649051425896856j),(0.04434993982127175+0.013411556773890162j),(0.00879011328891426-0.006923272880365724j),(0.010315407228630724+0.011980285087170577j),0j,0j,0j,0j,0j,0j,0j,0j
5.5,0j,0j,0j,0j,0j,0j,0j,0j,(0.010170876349251571+0.012536782001369269j),(0.005408026028307068+0.003132037303692001j),(0.028104738934149817+0.0051142773625572j),(0.008598720953631811+0.001301475478238472j),(0.03646095557269235+0.001788335093760458j),(0.029192284228432144-0.007517919532887016j),(0.06815359483855647-0.004679116204753368j),(0.0443390332500719-0.012190043232531084j),(0.06552688455868003-0.0074201485347398745j),(0.0651976407097973-0.012949888526648069j),(0.08737635761239458-0.015332028139750542j),(0.0837371139267447-0.023400485334100142j),(0.0709410344032279-0.006016411403833426j),(0.07572411752161541-0.005395779914653453j),(0.06816252577557112+0.013253029929596238j),(0.07157583782517922+0.005789971096032809j),(0.03968048709832566+0.011903991045959104j),(0.07747062394227344+0.012218260716105187j),(0.02041833773266147+0.005306070561798893j),(0.03571417278782835+0.01587243999687001j),(0.006142666790410073+0.007998601283554533j),(0.0007579637196833836+0.015089490409476988j),0j,0j,0j,0j,0j,0j,0j
6.0,0j,0j,0j,0j,0j,0j,0j,(-0.0004510891857722023+0.013289255118410146j),(0.003277841645447608+0.0027130390268917297j),(0.015318510900204892+0.012581200191635628j),(0.011658831569457998+0.0029059902451654455j),(0.03994315903870993+0.002708021807747786j),(0.017044996512797863-0.002722615306664064j),(0.05282583902382466-0.004903068235269391j),(0.036177312896398285+0.0006969512529124651j),(0.06874792464331567-0.00890529665752716j),(0.06034255842207726-0.008967713241529568j),(0.07539857658687406-0.020817125965400994j),(0.06701006705131005-0.01202166670985813j),(0.08691152708743094-0.011368110999812622j),(0.07519995107078975-0.014758891573726472j),(0.06365468748922631-0.011711587538486438j),(0.08262116388951454-0.005519321839045241j),(0.04872994148719722+0.009899546111904698j),(0.06229399130712794-0.0017817294034050976j),(0.03371253639973454+0.0015666097477354836j),(0.048551853000444484+0.022430049467494363j),(0.017740436817891364+0.011708811825783006j),(0.01601644594609167+0.012870680364990214j),(0.0011258423832509817+0.002096123296104391j),(0.0002733512422158956+0.009099868842302404j),0j,0j,0j,0j,0j,0j
6.5,0j,0j,0j,0j,0j,0j,(0.0012274262948022644+0.010317159428467369j),(0.0024657330782381455+0.0035938485332091654j),(0.015833445094762713+0.007950272158730091j),(0.008718393970946623+0.0008279782441315848j),(0.02317412480556941+0.0010527282237207895j),(0.015455215916953155-0.0036431050529458337j),(0.03967236911858442-0.0011567516711983173j),(0.028635798424677082-0.005797228774833743j),(0.059408792900205336-0.003849358504641745j),(0.05033181688185657-0.012113471402695131j),(0.05453488467106929-0.009440021416621397j),(0.05899421231049759-0.01571528544595097j),(0.07885322114705695-0.014365466049332027j),(0.07005151949992904-0.018588211236180416j),(0.08173706175576059-0.0021762857388912603j),(0.08007880466512861-0.007145803376740912j),(0.06160888517882499+0.00018409697253630013j),(0.07333795934386739+0.0006536889499382402j),(0.04741883331853639+0.01116174283333254j),(0.058137763419485906+0.006459499610253618j),(0.024300231480017562+0.01497171360165928j),(0.029504234160596724+0.01839776433709421j),(0.016132905152404686+0.009777178769053397j),(0.013826645957221046+0.008108251127924855j),(0.004640986105445968+0.002543249204936174j),(0.001852394853193272-0.0013768999126864937j),0j,0j,0j,0j,0j
7.0,0j,0j,0j,0j,0j,(-0.0005664184272342425+0.006019290699755578j),(0.0013737031659867213+0.002271151970830965j),(0.012497095928914726+0.005840746358194673j),(0.005921104857370111+0.0038487818909271254j),(0.022226306898014685+0.004265317640059323j),(0.014382729094973287+0.002658189403425829j),(0.021558053147916027-0.009728105838555875j),(0.026089326394258306+0.0017439580301789389j),(0.04696045419648541+0.000486228875473743j),(0.04343291428454267-0.0022741655831314623j),(0.05549502247774543+0.004042446604249298j),(0.04946006844811744-0.008320570237244647j),(0.07042342361679102-0.013728061858303268j),(0.06511284291003899-0.013911742330651055j),(0.06776449640714892-0.00427207740193396j),(0.07080696911173981-0.012529805635748736j),(0.0715236886609223-0.0057243145977122455j),(0.07815479299394837-0.00619369335991652j),(0.05083375621446034-0.005148107744162927j),(0.06275999583906282+0.0010418475741454838j),(0.038456174622333236+0.00821265748599593j),(0.0515816993485953+0.015521064719729761j),(0.02753742061441755+0.0014041361855258905j),(0.024428759269271738+0.018865014496782115j),(0.007000751885341796+0.00554444877917077j),(0.008994575802359236+0.005391060076923486j),(0.0006584467162088963-0.0004203495806784893j),(0.002843338793176872+0.004701533565707844j),0j,0j,0j,0j
