,-9.0,-8.5,-8.0,-7.5,-7.0,-6.5,-6.0,-5.5,-5.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.0,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.418004495267063-0.016431288187430643j),(0.5820024414238413+0.016408583221258273j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.22242369088999897+0.01992991499263639j),(0.19557867673302004-0.03635769913160751j),(0.2803561593513072-0.02215146933968233j),(0.30165540993681167+0.03854699519410919j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.13913463925424646+0.006494437765807897j),(0.08328225205508417+0.01343965242787266j),(0.24153857551659785-0.00046735776449920163j),(0.2343935341163988-0.05804458055110272j),(0.1478704896478387+0.02375594511746655j),(0.1537919992963863+0.014784324430770036j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.08959610680177198-0.00015082884031336098j),(0.049535946697829514+0.006648530589169645j),(0.1809185739627876-0.02337204435979944j),(0.14389654639696042+0.03634471361979633j),(0.18196531549746017-0.00455562824038868j),(0.2002973217994976-0.029737851883899213j),(0.074016050684367+0.013357388428691717j),(0.07977913959633343+0.0014238651871228691j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.0528021564347615-0.0021275729092860188j),(0.03679322714658399+0.0019788016318699904j),(0.10122191380308171+0.000695984870350155j),(0.12923011899071232-0.01741515460788861j),(0.1638183176945587+0.00888762118448999j),(0.16204211516714667+0.022900107783263852j),(0.12738705881633997-0.012829214653271168j),(0.14692731392989555-0.0035552335274163277j),(0.03643253753436302+0.002586346852544999j),(0.0433480429224344-0.0011640447353986607j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.03095760938291909-0.0021692956348647015j),(0.02184401127844387+4.269625306481482e-05j),(0.06132968262679985+0.009409936262387219j),(0.07668417023725087-0.006733372353343493j),(0.13112476338025056-0.005987885633222458j),(0.16192077606742722-0.002539645029911569j),(0.13397053665219358+0.0038035245102552686j),(0.1554593446551989+0.006265557031050936j),(0.0906800266701302-0.006287035175130936j),(0.09268142290468785+0.005315265517425425j),(0.01982026958507702+9.69960975461771e-05j),(0.023528495760153895-0.001261995770806843j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.018704400891120812-0.0015063948656150626j),(0.012252794543301849-0.0006623512706670285j),(0.04462087570715271+0.009533584821600424j),(0.038551706928166556-8.045871364902209e-05j),(0.11112446635589174-0.0027301059910493516j),(0.09668200849878021-0.009990516352136908j),(0.13805737555432857-0.004186528595890467j),(0.1578327662779574+0.005448041753671057j),(0.10766236361658298-0.0024118849678994446j),(0.13847806218776196+0.002388681721832606j),(0.056955078580890044+0.0007916253458099516j),(0.055547928003358976+0.004619095261678866j),(0.011059522038517134-0.0002986579380262252j),(0.012469350039444493-0.0009638811404239591j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.011348039467864102-0.0011300677939848766j),(0.007356111365214628-0.00037593575124735673j),(0.031016525068792686+0.007702159436983885j),(0.025856306561908866+0.0011696125062947552j),(0.08081141700690324-0.0006288719480844656j),(0.06886296089163069-0.0021805955641719336j),(0.12750904687397102-0.00438036673094053j),(0.10722794285737881-0.00979766639340138j),(0.13005859323043484+9.138683345789314e-05j),(0.13543678632971393+0.002942449091080619j),(0.08739563902646165-0.002320742095151684j),(0.1080386541806284+0.005498988993812385j),(0.03289134298520399+0.002303954161777139j),(0.03371695042212298+0.0020156434500158762j),(0.005889812430579785-0.00025573722803656144j),(0.006579738455796577-0.000708433297812137j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.006831316826088368-0.0009001638493625626j),(0.004516591961054087-0.00022965218172445252j),(0.020080496782897563+0.0056983966943737535j),(0.01829157246761149+0.001628247877684408j),(0.058097620945135806-0.004747472588664755j),(0.04856857563562607+0.005289323665742002j),(0.0972440797107135-0.0029977793120106334j),(0.09912589336088322-0.0035625536462473013j),(0.1211348901578541-8.996689101647385e-05j),(0.11615007842339699-0.00961796596763064j),(0.10913012678550678+0.0005270986532667764j),(0.11370287913890781+9.283776128445116e-05j),(0.0643496897357635+0.0006175033337271656j),(0.07658153373582627+0.007183668776945631j),(0.01882659409445524+0.0009522752409768086j),(0.020780645567152048+0.0008071004728432004j),(0.0030940901911466544-0.00020144467901581228j),(0.003485750693909525-0.0005071439484619996j),0j,0j,0j,0j,0j,0j,0j,0j,0j
