,-9.0,-8.5,-8.0,-7.5,-7.0,-6.5,-6.0,-5.5,-5.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.0,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.14767997654177667-0.08710295995897054j),(0.8523228638711257+0.08710217456620188j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.12897859778249568-0.07052502950476916j),(0.015247196042172466-0.027294743779704915j),(0.13772014498903667-0.03601024573815662j),(0.6530146992259386+0.12963943868483024j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.11669557712475054-0.037950011890142465j),(0.015753337465127425-0.023573774376204695j),(0.11483613359995516-0.014795209394600932j),(0.02273738851830965-0.04011177373924763j),(0.14942748570128672-0.026067284974217154j),(0.4856916759421641+0.09533093604132925j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.09518678187169824-0.03323180078145693j),(0.01358327224608015-0.016303320222744454j),(0.14998587367074676-0.020693887979820767j),(0.03576741608029923-0.043699010447480154j),(0.12036370188985399-0.0305233492378665j),(0.04132139144766767-0.048662975564958744j),(0.12900266068926858-0.0062144326491226295j),(0.4644750638070283+0.13855670335678294j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.08187443330967666-0.020234337885707138j),(0.01572317310744193-0.012613122545180214j),(0.09112389077593937-0.01348164646382156j),(0.041387102617022525-0.029524487023273507j),(0.09216763220014221-0.007687300177042635j),(0.07292914529346409-0.03782150210051324j),(0.11999200829006672+0.005329990380371393j),(0.11635411950869531-0.009405261737684098j),(0.12712171406990463-0.018499231051074913j),(0.31761321529137526+0.10488346320594086j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.07705461416789867-0.0031820398303625506j),(0.012939457473585061-0.012302085911387121j),(0.07868244250678909+0.012680670382948954j),(0.035926203348096306-0.019730940161328953j),(0.045844094216762526-0.010209667526985284j),(0.05961727716591201-0.025164294642435213j),(0.07954031629935615-0.02739677382087655j),(0.10158622300951455-0.03665728120745705j),(0.07103717907542241-0.04439077799130951j),(0.08751786370885369+0.02058414545937369j),(0.06074945903116122-0.00749490180471175j),(0.21198294112541177+0.1276110615723511j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.0672530450090428+0.007107658928470784j),(0.011191306595494156-0.007328193169073137j),(0.0867554776198944+0.007589449148663824j),(0.03536534417085164-0.008028336889276828j),(0.11469571454521993+0.009673304093209299j),(0.0535181344439944-0.02067955072467689j),(0.09667057187454701-0.00921250510757867j),(0.05706457676944415-0.02584279614957248j),(0.10732722043692398-0.0021134900088873067j),(0.06077352393177836+0.0002781924701110831j),(0.09885136131513735+0.027131217273950035j),(0.06809398968260995-0.016939209607544112j),(0.0849496089063677-0.0027152392228415242j),(0.1815856227125453+0.054904299249430674j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.05626594938919038+0.014603422209848445j),(0.011076903665351133-0.005250993521773832j),(0.05587115930635108+0.019436410007187318j),(0.027634485823982462-0.005506501506910642j),(0.040677754184496547-0.030449002644444993j),(0.04444660868398088-0.013711565965883096j),(0.08840454305232757+0.008583674430058792j),(0.06420656137081009-0.006039080992802582j),(0.04170128249562354-0.009565356812451504j),(0.08734818807003322-0.015731292135115964j),(0.09496925399444789+0.023629757362270923j),(0.07851004538999745-0.02406693553309497j),(0.05882706697745369+0.0030845621318529816j),(0.06893375700384492-0.00126948937579165j),(0.030722017400972194+0.007256628538017543j),(0.155764539317401+0.10408517460467728j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.04662077729830741+0.013226874407719805j),(0.008553335826886246-0.0035234208128866744j),(0.03985317790026835+0.014698617066208312j),(0.023447107113461037-0.0056153547053378276j),(0.05225513038323794-0.006832610973416631j),(0.03763695075864838-0.01195373870039439j),(0.06981551946527184-0.01722297667731977j),(0.05471052684319271-0.017720956829239715j),(0.0779014274845288+0.009506744078194134j),(0.07682196242819926+0.005355903714576656j),(0.09565454458652664-0.007683541881279629j),(0.0699021071387979-0.013128297691934344j),(0.062131494496489297-0.0005247734096420178j),(0.07547998184102361-0.008427545498176816j),(0.045065324855520957+0.030636874723126532j),(0.061351403427265125-0.021091885618707673j),(0.0337116121802693+0.00422179795218443j),(0.0744824812037646+0.08222200351585444j),0j,0j,0j,0j,0j,0j,0j,0j,0j
5.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.045637414087768655+0.025601168212787j),(0.008629873650719795-0.0025552336549906456j),(0.029410096846297726+0.008084480804602126j),(0.014101144292874531-0.0057550522902835985j),(0.03950396995738948-0.02503726198374788j),(0.025780322606033596-0.013178103906370057j),(0.06503536901068668-0.017169316647439044j),(0.04071393866346603-0.011499488673796304j),(0.07104619191169798-0.0018647457547404658j),(0.05005322546734505-0.015413800153114922j),(0.05036113985912028-0.01181657342934332j),(0.06849776679197811-0.011979884133124504j),(0.06337953324074377-0.010258733810508429j),(0.07442614010355113-0.006003326564524826j),(0.07092941738939251+0.0004892704877883352j),(0.08696215886628782-0.0052426458072378345j),(0.03278805363922639-0.002886552673226735j),(0.04371324910681944+0.009266058045083998j),(0.0225395096412339+0.02028204827588076j),(0.11021816366508277+0.054331448293613326j),0j,0j,0j,0j,0j,0j,0j,0j
5.5,0j,0j,0j,0j,0j,0j,0j,0j,(0.028867073298642743+0.01529519817946184j),(0.007615413796639858-0.0007525657049308465j),(0.031831626082750204+0.002463336517644141j),(0.01779355910704633-0.0045632515191151605j),(0.0433121700772025-0.022523406775652753j),(0.02387577449733195-0.0027825612509755583j),(0.06573509645619269-0.0009545093583464494j),(0.035606381520390445-0.007922270301784084j),(0.05507528240796068-0.0018979460225855458j),(0.04132096519485061-0.015671542955723962j),(0.06750182767944286+0.0014227537601399754j),(0.055397566402925036-0.01343216890137034j),(0.0621477926321001-0.004719826245241044j),(0.05713394164422402-0.01291780664175662j),(0.05057534600674441-0.01280029595252989j),(0.0823212137427852-0.011703736421354886j),(0.06289123936170284+0.009922061630591292j),(0.06961073092593334+0.008499235125393684j),(0.02345049235693572-0.002614271480892321j),(0.03689713326507909+0.002562238082815785j),(0.008698358103317826+0.02212651928327233j),(0.050913570078669555+0.028690817521217573j),0j,0j,0j,0j,0j,0j,0j
