,-9.0,-8.5,-8.0,-7.5,-7.0,-6.5,-6.0,-5.5,-5.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.0,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.2619885456125062-0.10083191616563386j),(0.7380175766576942+0.10082861176809498j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.1955193432717372-0.07116510504889814j),(0.053984794669746206-0.04916843885513661j),(0.28390763939587865-0.01230319724507084j),(0.5206597851554533+0.13511492684027185j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.15599213470684856-0.04232851107278297j),(0.048791832073561636-0.033396301300752315j),(0.19922975516139124-0.018091193317997648j),(0.13754470030625462-0.026029455507904788j),(0.16347819247942905-0.012780322896837039j),(0.32386774046051936+0.10904444881437714j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.13506910540331124+0.011144132923179659j),(0.04048495264390692-0.022678977901497754j),(0.1553529905527004-0.04653202246810089j),(0.07457769585293345-0.054428105157966j),(0.15268395758993358+0.01726793127203865j),(0.1421895500018557-0.0076871092465301966j),(0.09548506510312449-0.005889181236945984j),(0.1710060188743331+0.027419741751443058j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.08978680104001205+0.0021045637028347247j),(0.027397769638409356-0.018557464787201886j),(0.12070243578214992-0.004160592032949752j),(0.08089985599703857-0.03969187417826874j),(0.11508602897985011-0.0977976383078904j),(0.08506285876756024-0.04239511292420127j),(0.11753328571387352+0.045879753356405276j),(0.21554427691796718+8.824381213327383e-05j),(0.06760583258651352+0.011874703177023705j),(0.12938491358403023-0.01226361819316061j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.061532829238142565+0.029513775456700267j),(0.022002497618705548-0.007321705336314633j),(0.06359015687470809+0.0007916071677060762j),(0.04930167946251796-0.029630858512448843j),(0.10570190291771879-0.03940544311983224j),(0.10517118884656894-0.006244474082481697j),(0.14402176491152982-0.03144277407843029j),(0.13893421361116168+0.0034279685666834276j),(0.12125304362612309+0.005431463474326881j),(0.09635507487996685+0.00293686442293805j),(0.03688571250962754-0.009615121818813608j),(0.08405141651697501+0.003390135734677703j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.04492985857374908+0.024166405467256832j),(0.01888506320570009-0.0014006444420775607j),(0.046509547984203196+0.00166236435934582j),(0.04488142409467955-0.01786665951223766j),(0.09138762679311374-0.017528333342587292j),(0.08088819706526851-0.010145192910842002j),(0.08854013676575176-0.005140907154996421j),(0.10777092807074543-0.03135819721126093j),(0.10092346110625088-0.013619736775232876j),(0.11686200932826274+0.005510312284613629j),(0.06952536906626003+0.03339022114695307j),(0.12439677949788275+0.03069459373876334j),(0.05254997362476085+0.015801818245245805j),(0.06573954219103706+0.030729625326708507j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.029306149796532288+0.027536989113506397j),(0.014732104674403399+0.0026450885726087784j),(0.045947491945858565+0.007561364838755512j),(0.03019944988392316-0.0026961310041180944j),(0.0771552045602496-0.014634165070319395j),(0.04183054424360124-0.03045188518441238j),(0.10723891105361677-0.006266326711983918j),(0.08181057891180402-0.020191233195521314j),(0.07949270542080819-0.02078018453536543j),(0.09315085705821974-0.006242971779302365j),(0.07340817219312339-0.001100158704148605j),(0.0952893880286971-0.027994130569721432j),(0.04980781548372766-0.00019027604519203985j),(0.09889134818701564+0.04692762507292185j),(0.03849870473363261+0.024325142637712963j),(0.0459768265001942+0.05919004460726671j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.022488276511808576+0.014756848758692721j),(0.00973730754503911-0.0004533138076660137j),(0.03909799826851957+0.0027625000620769198j),(0.02589185219846705-0.0017165737662476485j),(0.05494574564125318-0.012062082675913858j),(0.04066205063229912-0.00776494578000322j),(0.07299715123911656+0.0005115797154504261j),(0.06556639405966252-0.014229315053696647j),(0.07454549605483599-0.03326722815817359j),(0.07904926085997457-0.02301734479085525j),(0.08896717089506855-0.00240867998918279j),(0.09651335393225698-0.00396571732896685j),(0.06108394411552342+0.005109725754774554j),(0.09670934739284218+0.008251631397224268j),(0.030348997019348303+0.005981995648179158j),(0.044492522838959984+0.015306223435759329j),(0.017419329392663968+0.019401328710780284j),(0.03972892865576397-0.00706921002302523j),0j,0j,0j,0j,0j,0j,0j,0j,0j
