,-9.0,-8.5,-8.0,-7.5,-7.0,-6.5,-6.0,-5.5,-5.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.0,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.2619881910234757-0.10083166028129353j),(0.7380136051289934+0.10082709906119276j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.2043364494933743-0.05325406858388432j),(0.06235427241441076-0.038113540652593134j),(0.2554119458841519+0.02539715841240879j),(0.5206600876041197+0.1351109955798179j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.16406299298305577-0.02027076744540087j),(0.04990378944675974-0.03245757655069955j),(0.2408153044055744+0.007445997096004759j),(0.1148926007692642-0.04826748909912373j),(0.17754389372394336-0.002458743127807278j),(0.34252069153940967+0.1505973520436786j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.10169008153818022-0.005622753147428671j),(0.026019551322768834-0.02962875209806637j),(0.14970557123624795+0.015258731244214225j),(0.0900874349245123-0.028274697014899944j),(0.14734436332704778-0.029103492777803643j),(0.1436961928712709+0.015291008880357178j),(0.11367759666776715+0.002882955660723158j),(0.23230759088716954+0.17282537879193458j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.08009569646895845-0.001091614519604111j),(0.028661482192037707-0.013022776781050582j),(0.0803191609151908-0.02798804997448978j),(0.06814747758019374-0.02857209396568227j),(0.09791731843972247-0.022014595992974652j),(0.09956514176109732-0.047927358494069386j),(0.13416033991216514+0.0355712175873619j),(0.10744443198029988+0.002905772443628104j),(0.054852044000666365+0.027491113413221926j),(0.16075594541357435+0.14519797965986836j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.0604193808977347+0.024375684656045758j),(0.02024711378059665-0.009293768667049642j),(0.06988344317207551-0.04591522812550837j),(0.041179343361844464-0.017948724770075707j),(0.10251521934400959-0.012359648568327542j),(0.08953262574990044-0.021703628636761074j),(0.11657939762603427-0.0443978917022774j),(0.11656573204440654-0.014153988465407915j),(0.11166308597464047+0.008507780868039418j),(0.15465313953716897+0.04115095890168108j),(0.05165817493029892+0.013074138340427525j),(0.05019226841950806+0.001989317534299595j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.042476831241869295+0.01965972232521787j),(0.020950336006477433-0.0023839948848083064j),(0.05759892196292295-0.0034312811348838675j),(0.050234542246486075-0.0041668290235223615j),(0.07174442885491393-0.011111572990808135j),(0.06491904274772649-0.0246719358117452j),(0.11974964163533716-0.020466377858568533j),(0.07434275018555835-0.023058798576330405j),(0.07584532109142361+0.0027967946494868645j),(0.1024925795530824-0.0014532709289464363j),(0.09946871393385656+0.028494721834152408j),(0.11237722168277862+0.02906001944866146j),(0.042886216642742524+0.009160372314754878j),(0.0571650209760933+0.06303504785522451j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.036017211633066905+0.030339300499369247j),(0.01408281875576076-8.188151514284419e-05j),(0.06222064776583737-0.015041664505624155j),(0.03352694838683602-0.0031941719218652035j),(0.07946186335339037-0.012714583782001338j),(0.05585317377920728-0.010636880611921555j),(0.08075062292437885-0.030950519149657622j),(0.07532660238008106-0.029142863759454393j),(0.09098450966945894-0.018666192418284804j),(0.09251144683193749-0.023457234695110542j),(0.08667864780902487-0.001908279805263163j),(0.11311923833235174+0.02486916032852535j),(0.05693968262619285+0.02652258178368114j),(0.11564310178878892+0.054507573395358735j),(0.02628380559483461+0.007399304144745192j),(0.04802345966372441+0.02669769428854095j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.021980427359838912+0.028246493195012625j),(0.0100966081702241+0.0024358778526259893j),(0.034680491399347785+0.01050126276388771j),(0.02059031914561435+0.0025621490273438044j),(0.07366462195916566+0.009525241655252403j),(0.05272421425291317-0.007158408149181019j),(0.06871287260937337-0.024441274418315034j),(0.06935295102358333-0.017453170924441243j),(0.08113098940998842-0.012287232365166344j),(0.08042291009227011-0.04337624152676985j),(0.0899194426129271-0.001781592203738677j),(0.08476934601298759-0.01149323361564609j),(0.06931538732367508+0.008311108428719028j),(0.0842033570484407-0.009673901986845953j),(0.04272853596579734+0.008914541444056569j),(0.06283838551109695+0.017999279906307314j),(0.007274711738525667+0.011484210130269911j),(0.030027767810181166+0.030725028573918817j),0j,0j,0j,0j,0j,0j,0j,0j,0j
