,-9.0,-8.5,-8.0,-7.5,-7.0,-6.5,-6.0,-5.5,-5.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.0,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.22235125262266756-0.09760625500106897j),(0.7776497162440842+0.09760570811042318j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.1781917120362777-0.057217117601779534j),(0.04235594352034661-0.03202639394794003j),(0.20144454246462015-0.04000386238238279j),(0.5158492619181364+0.11994645020350093j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.13437396279080954-0.034142727058212384j),(0.030845490626231594-0.03344860720579395j),(0.194537957531919+0.006026056045635051j),(0.07287148807983866-0.04385836888379875j),(0.2193094022147044+0.05917581524104319j),(0.49019547258166796+0.11297768241921957j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.11422859703003052-0.018528936936614986j),(0.026751219360841214-0.022809159194868058j),(0.12147792129377738+0.013208507715839961j),(0.06652106132703554-0.04726521480979512j),(0.12332110192966572-0.030486181282232412j),(0.15191515896456284-0.0022218685986353914j),(0.10664142168146276+0.014939274363166753j),(0.28138863875719056+0.14406744395855506j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.0936883710389711+0.009760542530488872j),(0.02399095193816172-0.013583536592398842j),(0.11822764482601597-0.0024744132734095545j),(0.05789565306966023-0.0231033169906527j),(0.1499811593318045+0.022082448700616125j),(0.10084891137485505-0.044624076181601045j),(0.13546832186858085+0.0009670463284574583j),(0.14641422453902717-0.018414069741468822j),(0.06217769956787602+0.012376384910129937j),(0.1405436798406896+0.11685376330377126j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.07466821960258335+0.019787345507922126j),(0.02239755482569776-0.008953026830495717j),(0.08779680462126205+0.01641958470581452j),(0.06217469974395581-0.016573590267288156j),(0.09594805227989117+0.0023975884167071635j),(0.07807400516242714-0.02561108284256802j),(0.12241679527886493+0.019948722944229606j),(0.09061871636312441-0.02366014472313477j),(0.12812107003933798+0.01098503029810245j),(0.14727199921622963+0.01407675064858091j),(0.07238265622153095+0.021910113715274578j),(0.1212481189439722+0.023496682838389994j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.048971217948646076+0.020726384467138183j),(0.016414722186949664-0.005061125411655412j),(0.04813789526206866+0.007274056507191435j),(0.03307947709156877-0.019975791332900075j),(0.08475321423137926-0.0037815325011358062j),(0.06814431425631666-0.0137937482594757j),(0.09305093202578243-0.024535116024130416j),(0.10070895618642985-0.017594118818632865j),(0.0811354191030249+0.009787850827941052j),(0.1125184187358568+0.015894891294464832j),(0.06037255705155495-0.0016172198963475548j),(0.10987972844183629+0.03621245845342427j),(0.04399468693951364+0.03238586603723017j),(0.08410715516773647+0.05633464820159001j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.03854114529350294+0.02349120717609293j),(0.012656138696786938-0.002854848567300219j),(0.04932028716432713-0.0106168961822288j),(0.030458173670452064-0.007302578817190994j),(0.0512253780824964-0.003021647386222794j),(0.0473366547942367-0.015509247525282951j),(0.10298269272086209-0.020536295383438607j),(0.07854118483619345-0.008616203742391157j),(0.07654156969327554-0.027726959987974018j),(0.09223799518112535-0.030096307041283587j),(0.08887647635434529+0.022206622251233828j),(0.12567707927390956-0.005485839628789114j),(0.05861007188062318+0.02218637058369271j),(0.07304075448353124+0.004097049840131977j),(0.015150764671320475+0.027032447939133338j),(0.048644566750294826+0.0023306974988082036j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.03023828262369784+0.024692058909689778j),(0.012069487974331706+0.001891172710782549j),(0.045948677512092556-0.010093797179974785j),(0.018863143197648334+0.004389456580120743j),(0.0377895986437943-0.018363742321360225j),(0.026957050568076065+0.0010837174301679404j),(0.08373678296375772-0.0018579860594508339j),(0.0515765718014067-0.013863244012389647j),(0.07950490385059121-0.010539546796613543j),(0.08172719348455888-0.011825669652327559j),(0.05713488479730599-0.020782623708760987j),(0.09814419401566984-0.009404133787095889j),(0.07496190323051763+0.00441953426488698j),(0.09342323381623843+0.00884805766566919j),(0.053625178610790504-0.002390260749756949j),(0.0758439430779425+0.017827728905282943j),(0.016735881155743114+0.01742306555888052j),(0.027024307350200994-0.02549956342509077j),0j,0j,0j,0j,0j,0j,0j,0j,0j
