,-9.0,-8.5,-8.0,-7.5,-7.0,-6.5,-6.0,-5.5,-5.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.0,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.1476792044022286-0.08710268461547904j),(0.8523217255956553+0.08709844940133295j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.12898004415851147-0.07052529964185539j),(0.01203496212333175-0.02066150516918257j),(0.16738436288342037-0.05673613300058651j),(0.6849349836605187+0.1438374243061289j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.12155026953410211-0.040733788433234566j),(0.015138519741236773-0.01899309838258738j),(0.1134527372464098-0.06158812465442769j),(0.04750366459175-0.03520921148118994j),(0.12196082197906018+0.0060174674823515045j),(0.5624449219726562+0.19098365021499358j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.09910192589986658-0.02676494212450748j),(0.013988634767206867-0.01672037022625266j),(0.13513816973257273-0.002716573111864174j),(0.04787798082867927-0.0380976013437197j),(0.11989247932884167-0.018548768718950795j),(0.05855819404919414-0.05169223224001117j),(0.11767387265078948-0.01657333982737428j),(0.4015640915905543+0.16247521048681945j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.09160340193926587-0.008021426378060269j),(0.014495805692355243-0.012988044737438411j),(0.07639879754549808-0.005532114555575817j),(0.027745808370723123-0.030792356758295718j),(0.0878626003755487-0.008942170221682132j),(0.056096905926300164-0.036437210690916835j),(0.10450038113298554-0.014594195282398272j),(0.07592582171913806-0.012198243819355907j),(0.06631939768203426-0.012699906112011564j),(0.3347235046850134+0.10610130187453118j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.07985998535547251-0.008893968267622482j),(0.013840258102274168-0.009502013843861387j),(0.06724368497886744-0.0026988126168731117j),(0.025487938111310005-0.023106903304844897j),(0.08449894629356171-0.017573644868913732j),(0.041478201545241-0.02705399647166509j),(0.10938773853449545+0.01144328339461374j),(0.06666316106749892-0.029508214847102584j),(0.09520083379198388+0.052450476844638994j),(0.08743149245138354-0.016163986925537485j),(0.08052231361357513+0.0372150219828382j),(0.22468417578581143+0.10180819830799803j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.0699855252208355+0.005921270925018483j),(0.010782727144577725-0.008505065559688297j),(0.06186760647084455+0.012775735133256378j),(0.025711502966207462-0.013949435754903518j),(0.058562416447882036+0.00021781110495800373j),(0.03974855483148508-0.02088409831607882j),(0.07035003532822667-0.03875144863150738j),(0.07100589252051782-0.027736935001135013j),(0.08124693217542107-0.016048543342290514j),(0.09513460382071168-0.018552140177033893j),(0.07245328329973337+0.00485220499749223j),(0.103171664656901-0.004078335952515319j),(0.05660208809413493+0.016730467901546614j),(0.19815358589366622+0.1462014907716466j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.05441444117195147+0.015921319888095184j),(0.010093158118543838-0.005433924804246315j),(0.04834876166557394-0.012022043126373505j),(0.03093660824396804-0.011187792381942398j),(0.07129923362885006-0.012485178518551777j),(0.032471544178706305-0.018836275011574016j),(0.04563202155430212+0.008149504665258085j),(0.05021876852075933-0.018868015349748947j),(0.07515159312002138-0.017312376231999674j),(0.07516159050692622-0.02662354990100001j),(0.07853741238517174+0.0025329612760920345j),(0.09673699431069631-0.016869064919954095j),(0.06803739642577625+0.023672383705900413j),(0.07526311094034098+0.003400442509908782j),(0.04245441042964611+0.030258691637381444j),(0.14430239724796887+0.08378856926016075j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.04680980371088352+0.011743201476115735j),(0.009646038355590993-0.003789138824814897j),(0.04626388165004877+0.007444758138080949j),(0.015878448932289745-0.004200850471501396j),(0.05244132701385558-0.011384513550991408j),(0.038432009189518945-0.01328575217888163j),(0.04425954695904013-0.05838891612339523j),(0.061905000014244524-0.014250990532889524j),(0.059371201119413776-0.027327424487764207j),(0.06869433247285732-0.021912220209012567j),(0.05706753015101653-0.009322249399602744j),(0.07089790621500142-0.02266756573195011j),(0.059676489003070904-0.03563892518419569j),(0.08169029274891319-0.013645461258468645j),(0.052651508099150784+0.0029614259709172504j),(0.0789120459739154+0.021275237249878495j),(0.028289002632686938+0.02505193233308755j),(0.1042487926628569+0.03848125419633115j),0j,0j,0j,0j,0j,0j,0j,0j,0j
