,-9.0,-8.5,-8.0,-7.5,-7.0,-6.5,-6.0,-5.5,-5.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.0,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.40588955792420667-0.0671456299726524j),(0.5941111562708722+0.06715112862125881j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.24479709477747924-0.03164764935566658j),(0.17844852475658812-0.05046501598041529j),(0.3650513812250852+0.008285816710079122j),(0.30886525826513195-0.03898371521396401j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.15261249720237557+0.0027833357371071094j),(0.0975918024474245-0.029979244326865856j),(0.10739740160630427-0.027617327602771802j),(0.2562408503480761-0.0052328278479453726j),(0.11830752492907079+0.04526710124892483j),(0.19696301757688645-0.06609808832508944j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.08785997898825286+0.018278463302841656j),(0.057332647513150516-0.011046692713043076j),(0.1079197621065804-0.007241222764764002j),(0.16774259538473044-0.042532281934354724j),(0.10665611591271743+5.672691626943879e-05j),(0.20243542611601661+0.043785916491128424j),(0.11591698481805067-0.03258195710518213j),(0.12362714349340546-0.013657193979863824j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.04792822967333554+0.018154947537895365j),(0.03952584372999034-0.0012391153168926357j),(0.09248449545873853+0.0065786112616621085j),(0.0945044918947861+0.013713329888624731j),(0.13329716744707884+0.02526856029592119j),(0.17639901465568666-0.006397950538379729j),(0.10296303552429237+0.020243878026451795j),(0.19469861994261345+0.027578079121658626j),(0.036335539571942944+0.02251358101551601j),(0.048648877653102274+0.02594420043797841j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.028162605558853332+0.015356040190518923j),(0.018838019739477848+0.005874955155837407j),(0.07363516958691342-0.009784595075671365j),(0.07847976825907761-0.027300664899457875j),(0.1378386064594134+0.005645058338503695j),(0.13625344494452352-0.011432035504958749j),(0.14864008595219622+0.040074825989643j),(0.16420403504708422+0.028967171348282153j),(0.0587562765505773+0.02057773603660383j),(0.1438469344489581+0.015096462930904431j),(0.026712853309459546+0.005301727470765552j),(0.024789595584169502-0.03809620444625879j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.016128687772313327+0.009205774045337841j),(0.016011610200668547+0.0030243661814187356j),(0.06359258273081436-0.0009809071816170153j),(0.054790824853347866+0.003934426923422278j),(0.09723069710238452-0.004017868638964301j),(0.09612486760180974-0.011517520174161612j),(0.15273053081168217-0.011635203570470197j),(0.14447244544659968-0.003680195450009184j),(0.14430787206641205+0.004299682463827696j),(0.12430808670232284+0.03900768144892541j),(0.05541168998491557+0.010912760724467304j),(0.05217042762261282+0.00805778460058382j),(0.011234668517084082-0.007754913796515647j),(0.00910100099705113-0.01404649787771597j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.008896162319582103+0.00607048623505956j),(0.0058948488808621465+0.0041767945574458475j),(0.034600454425728816-0.0003654080088320512j),(0.03297454657882532-0.003887322659188j),(0.06775552485633558-0.012128480159942565j),(0.11155362624868492-0.011780662188606955j),(0.12420268471375341+0.014760251670904808j),(0.1142677064826275-0.032958152832100664j),(0.13370858709413627-0.003537231514384942j),(0.16015925479935678-0.00858792542497325j),(0.09862004895433199+0.008219207397583278j),(0.09822965189501877+0.038020719497182213j),(0.02444303048673177+0.02758976944120224j),(0.03895734461820976+0.002702782545699417j),(-0.0010158943882228341+0.0001784456740333412j),(-0.004701518749582745+0.004283159253270935j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.004396016579389942+0.005592331490050199j),(0.004213651735974162+0.0018031648650930511j),(0.023315036536951186-0.002727061570138584j),(0.021768670983146502+0.0010597603986614674j),(0.05045832763513085-0.0021294950096610457j),(0.048366194854874194+0.005157477776787447j),(0.09907213158941391-0.00041807011076553475j),(0.09111830288804981-0.010316663747446893j),(0.12621620625355115-0.0014859039011498997j),(0.12415569167559182+0.009507666398736379j),(0.11621440149096467-0.007586822835367552j),(0.10993026740451198+0.017534379217495757j),(0.06304163661654383+0.01963831962214284j),(0.07466036080222259+0.019412885543608763j),(0.02915622345286563-0.0074317228214108725j),(0.017661334668195694-0.0060229516064397425j),(-0.0019144456627869797-0.004960167443792232j),(0.0006405785077254187+1.1054682891035311e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j
5.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.0017343538961478323+0.004390279521324283j),(0.0017885538720805209+0.0016773755940186319j),(0.01845005046886448+0.0038735983430818782j),(0.014839119990316823+0.002449116617847868j),(0.04003142565789718+0.0044014179279654j),(0.03351912501842701-0.0133172388885186j),(0.06999337228920412-0.009552976231689804j),(0.05976806123014427-0.014269932470966213j),(0.11492549673638364-0.009823261776841294j),(0.1023080940679195-0.0068980821906144j),(0.08906972823824301+0.0029093355117700117j),(0.11659270106562922+0.007644800309057741j),(0.08215731472523916+0.013594415982103496j),(0.08326095446158056+0.014365459068735592j),(0.04894777742633441+0.005681327955197744j),(0.034847086950566084+0.008551877278775911j),(0.014697421596074074+0.0005344550158807395j),(0.008898819766927904+0.004103989254384377j),(0.0027099812543606764+0.001035205654964949j),(-0.0009452336477077481+0.0001161724379725331j),0j,0j,0j,0j,0j,0j,0j,0j
5.5,0j,0j,0j,0j,0j,0j,0j,0j,(0.0003930598304561169+0.0022415888914337594j),(0.0010445994749477784+0.00133474604110005j),(0.010810906972481814+0.005728175141077264j),(0.008643092448545123+0.0019262521436327602j),(0.027690055971363273+0.004216236172122476j),(0.018862504677649848+0.006497570456746055j),(0.042047099163646-0.0021764277658150753j),(0.06806691948649854-0.00038531978903240567j),(0.09145290778004407-0.012772400118265578j),(0.08858000422545399-0.006777445609692632j),(0.11242030070398401-0.0022158412744686653j),(0.1057328044652151+0.005887807983447514j),(0.09857295505826+0.008355166905627575j),(0.10458780763125909+0.0024053618424887367j),(0.0717030533700515-0.006320235482515385j),(0.0905755681949286+0.009586088840260415j),(0.0341447996704398+0.0007179235147758113j),(0.03225670639673771+0.011018421967256567j),(0.004571883715573849+0.0005014552619422239j),(0.020845528972378312+0.001224094526831047j),(-0.0008705948474086057+8.216683261256142e-05j),(-5.856955874831819e-05+0.00018338551044618108j),0j,0j,0j,0j,0j,0j,0j
6.0,0j,0j,0j,0j,0j,0j,0j,(0.00015346798383019907+0.001387651292222382j),(0.00047608920271789126+0.0008353274633995814j),(0.007321734419935221+0.006075578394839879j),(0.005510175667402039+0.0019424632449684984j),(0.02210502656865663+0.0020277699509177187j),(0.013385705937195009+0.002134828263037019j),(0.04823701769429996+0.00026189407214269366j),(0.039889985361745144-0.004147889169380001j),(0.08177179225025102+0.006899310990210355j),(0.06760578626950704-0.012680694112004665j),(0.09019385917203461+0.004308008855572131j),(0.1060715373832116-0.001424498772954562j),(0.11249209420585703-0.0008589802399781618j),(0.11035478875571979-0.005469443743379381j),(0.08117892138112279-0.0014467357288097005j),(0.09704869100816586+0.010480492387605865j),(0.04157348538722477+0.00038384605488426073j),(0.05663855318661396+0.0015611481843612347j),(0.021061014601133934+0.0005490513742056047j),(0.025837551869535944-0.003981664854067045j),(0.0053257605143212485-0.003915168601487938j),(-0.00021414594723346918-0.0012893253058972145j),(0.00031275721234000744-1.8118450470156096e-05j),(-0.00017588022967047427+0.00030680570176651296j),0j,0j,0j,0j,0j,0j
