,-9.0,-8.5,-8.0,-7.5,-7.0,-6.5,-6.0,-5.5,-5.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.0,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.4058829553981743-0.06714322823597581j),(0.5941102790918079+0.06714587698635642j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.23666194795951673-0.02539009046089804j),(0.15589913408231793-0.04317040295265754j),(0.1619083705725381+0.03280556869879141j),(0.2562278555013277+0.005739565606117204j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.1454406655435648+0.009226331623940097j),(0.09566603243163194-0.030983794091236236j),(0.2812944721514724-0.015309804542711004j),(0.18973247835957405+0.061570046156196795j),(0.22244352173510082+0.02596585991248042j),(0.18553749468759687-0.031219450841964886j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.0840554858639302+0.016071484035585445j),(0.06990180454261503-0.013373486488120121j),(0.208672061414376-0.02923029561422988j),(0.1720849116916658+0.024972986681530862j),(0.2464283360538557-0.013504693268972981j),(0.19249439773775365+0.09006836011764356j),(0.004428137906636943+0.011953070813762923j),(0.0526570864417837-0.03199048122081148j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.04840896244963276+0.025679647658088077j),(0.04209979262886966-0.0037472356496899895j),(0.11876062674375414-0.0459706879258303j),(0.10915207464292649-0.020897653829543755j),(0.14530174349475686-0.017975068028880624j),(0.12057385875200116-0.01973325185515638j),(0.1131705431454108-0.017176854067063305j),(0.21119885086385393+0.060944855531827345j),(0.007112278967854527-0.006907701288167652j),(0.06171193239011674-1.1724801700791973e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.031504338929756695+0.01683235587896074j),(0.020817809015149367+0.0029578408814966545j),(0.07402713624138182-0.010859353069993704j),(0.07976414046164064-0.0028950616656688837j),(0.10169319143316276-0.04352623484533006j),(0.1060873898256092+0.00894187450931177j),(0.13302224960231035-0.010958793257259812j),(0.15870622195756298-0.01597622607487869j),(0.10157254474543073+0.035911627019066424j),(0.12211719351030627+0.02400037319089916j),(-0.0034943061741001587-0.010279242020980624j),(0.006598569138496453-0.007599124466456778j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.013759166635224616+0.010399667586781713j),(0.015242307995200684+0.00359861896731546j),(0.06032423675015306-0.0008296358088093728j),(0.042611082211667706-0.006574279082852408j),(0.10711395871023054-0.0027342567777107916j),(0.10355654827615063-0.003257045738857901j),(0.1290148259610597+0.00404292101760996j),(0.164838343272222+0.003324636544087773j),(0.1506821166602573-0.013937449723569185j),(0.10980987347598048+0.011280589344877462j),(0.09246043363542719+0.01996771572580744j),(0.039375587988058715-0.007271016914865919j),(-0.0069086155846260384-0.003368566245106481j),(0.006676381847766821-0.01567695061466613j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.008436212146025353+0.010327754810027876j),(0.006192022834080535+0.0033863116303880676j),(0.03354725976439633-0.005245903340418213j),(0.027226693307159475-0.0003022704253509284j),(0.08393406572746048+0.0056452680817889265j),(0.07217786287967191-0.004275080760791895j),(0.11682128750064386-0.014659822287292233j),(0.1068911192925937-0.012330138775552682j),(0.14083595236659172-0.012913651180551896j),(0.14222937910381098+0.006924840322143844j),(0.09811572936083336+0.015468941734202718j),(0.09035878810036445+0.03138616368761133j),(0.060893548890573475-0.001229686439606361j),(0.059291699878576715+0.017190759515824793j),(0.002501931222344884-0.004831912257529618j),(0.005070166726990233-0.015623006200928803j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.005254212248966382+0.005243768999489858j),(0.0038673966195200745+0.0024947373287313914j),(0.029503264283225573+0.007889744410786112j),(0.021147163005749967+0.0046569738835722215j),(0.04838829122573715+0.001455453584529926j),(0.04215067959085726-0.0022615576078375906j),(0.10261416519048114-0.021671642294920163j),(0.08475652491823978-0.013157335788204674j),(0.1192557742495836-0.008652950837164188j),(0.11967514751907628+0.011420683153767224j),(0.1138258934662009+0.0040589886054951604j),(0.10817832043159756+0.010127705478316078j),(0.061111308337446026+0.014068296706289726j),(0.07259749970404493+0.014100798330767553j),(0.015157168911819511-0.004934707259743191j),(0.03131878162874728-0.0010291061495123323j),(0.0014390420253365154-0.0014873604457977673j),(0.0002358453533395856+0.0021317669079191056j),0j,0j,0j,0j,0j,0j,0j,0j,0j
5.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.0019725475283233537+0.003388501570254742j),(0.0021963540154389923+0.0015788464509349232j),(0.011962211325978902+0.003511033262021372j),(0.014499974445178393+0.002797728817533577j),(0.0356608687809361-0.006243796797355301j),(0.035318758431656314-0.00566203036700014j),(0.08364921261528528-0.006870608361173719j),(0.08135987223761247-0.0030902581541125823j),(0.10799086153134295-0.0010178839899064912j),(0.10125823750616324-0.006366078767975646j),(0.11161915348104705+0.0019846790457032303j),(0.12711222427791918-0.009867009652916805j),(0.0979434445013589-0.0035992708679153293j),(0.10368260550737081+0.00543515662989824j),(0.035935582043952884-0.002206466539971295j),(0.04946344554756209+0.0031200468326512917j),(0.010728638814970317+0.004039232830998668j),(0.0019875047006289504-0.004352754640072407j),(0.0007324394246932444-0.001149086913805173j),(-0.0007253757692154519-0.00014505612154800437j),0j,0j,0j,0j,0j,0j,0j,0j
