,-9.0,-8.5,-8.0,-7.5,-7.0,-6.5,-6.0,-5.5,-5.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.0,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0
0.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.4058882239694033-0.06714633451099054j),(0.5941111562708722+0.06715112862125881j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.2274424840230454-0.01667768662289086j),(0.17844852475658812-0.05046501598041529j),(0.354707112401682+0.03320066625662667j),(0.2290609358180885+0.058863866349053835j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
1.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.1453139981725446+0.016641128077300546j),(0.09231632794610568-0.02770277652975489j),(0.18136587077224434+0.01417886116537832j),(0.13707655424190693+0.0006452426154008907j),(0.22244099782245946+0.02596595603305339j),(0.2566043582891656+0.0019543937900959388j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.0840553264647315+0.01607144325970529j),(0.05515137160940407-0.010372343375905656j),(0.08123192493096137+0.0038526807281234164j),(0.17199632780680862+0.02254127728225785j),(0.1337578602440915+0.018641109767683614j),(0.1535468698084591+0.07984388465439551j),(0.05901545642363554+0.006604141206744562j),(0.17959737706995285+0.0014393363051077614j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
2.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.05523236038898074+0.019788271033226158j),(0.033509052064942264-0.0003943101960582698j),(0.07788419208175823-0.014445047903459783j),(0.12048236193466068-0.00755339037069864j),(0.20652974353165376+0.04077034234199875j),(0.21887497900872932-0.00385245760193759j),(0.1300804310551329+0.027358441305175167j),(0.15755467054988348+0.01912225717956791j),(0.0014912222159584633+0.008077593523468858j),(0.019403981247478958-0.008085441139438118j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.024308289672471693+0.01972827273282301j),(0.020184083509414454+0.0015223982303794372j),(0.09525251634579629+0.0040314191482363594j),(0.07713467764612093+0.001091464934824292j),(0.11534120337307391-0.042440332958452065j),(0.13959004172344097-0.005194456836734288j),(0.1647676893922878+0.02070003013365697j),(0.14110023978922215+0.03214798117722846j),(0.07199606473094738+0.0015312546806598637j),(0.09769739671796585+0.06053064629071037j),(0.024756853282843133-0.006845191156117271j),(0.028204775191028767-0.013473940632227965j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
3.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.01754974348158062+0.011976243114026532j),(0.011443416122966777+0.0029980460930883112j),(0.060337158681177235+0.00044304644356231134j),(0.04435701734816497-0.0056972443561459085j),(0.11273105126077322-0.03392603829700924j),(0.10905135440395314-0.007593939384698038j),(0.15727491671959393+0.0017540432753333942j),(0.1564422038470268+0.004596451320805562j),(0.10809084783686652+0.01943491844693461j),(0.12544728538975367+0.027423067514067197j),(0.05186696647596488-0.001972379804201089j),(0.07648117057914554+0.03450376056832826j),(0.024933747583752153+0.0037170461766969573j),(-0.009898213012225066+0.008852383287517442j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.010627058719858624+0.009102133071168706j),(0.0065492398166518495+0.003365468921641859j),(0.03813906920505101-0.0046284460010147565j),(0.03074773471844402-0.004488622692803279j),(0.09902698344110669-0.014430487746244013j),(0.051160872772141486-0.0015623212913918952j),(0.14277974905215116-0.01832815656849435j),(0.10826136486711112+0.01144735541375865j),(0.14231819177149818-0.01760349836818641j),(0.13133519718252348+0.006355428767010626j),(0.05953160810976904-0.0034197633436738183j),(0.09984182761038678+0.012830002756312287j),(0.02386696725910762+0.005924228959652295j),(0.03529356740345269-0.014876216683972897j),(0.008464838708278856-0.006371881794666617j),(0.0022248302357006215-0.0027249086900188344j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
4.5,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.004796001578110591+0.005166406055667115j),(0.003967176990731135+0.0022789581539300907j),(0.03156239135414859+0.01067615922021103j),(0.02065215690080153+0.00031228332966170636j),(0.05047725412129282-0.009526190018138148j),(0.04619204894521386-0.008930208042356972j),(0.08510051012987714-0.023833807665660837j),(0.10234675042269896-0.00866508300175921j),(0.1299825016216813-0.002262197327955959j),(0.10081579635536479-0.006999371230502429j),(0.10723785950491732+0.000603139544130092j),(0.11906239108890092+0.004344353770988423j),(0.07707245214748965+0.01209242703362234j),(0.06099974774726737+0.007841228294947414j),(0.02479364669391045+0.009057681647911753j),(0.030166456004956894-0.012290679518263244j),(-0.0009984902944710002-0.002287837278300514j),(-0.002961702764356641-0.0012475401673437633j),0j,0j,0j,0j,0j,0j,0j,0j,0j
5.0,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.002528352909018752+0.004941307502828677j),(0.0023441973999603393+0.0014962415545144482j),(0.01557987541805916+0.004269641504086088j),(0.014031181508867691+0.0027072490975506326j),(0.04351267896133026+0.001177507100098811j),(0.032677893039390275+0.0009567667223456364j),(0.08938819620870687-0.010789843642385576j),(0.06462040514503965-0.0004787281558060537j),(0.09191587313392917-0.008043771337826503j),(0.09781868881572106-0.001298808994845177j),(0.12237734732906212-0.0013077466005473237j),(0.10911433324979092+0.012745333881660088j),(0.0920382296620319+0.007313675319546184j),(0.07820761919820483+0.011791646283763004j),(0.027630687999386564-0.005828861366937328j),(0.0449278774805497+0.013582702079635404j),(0.03388507771243856+0.010210973328786373j),(0.018375569198514668-0.004197981619298381j),(0.00036464420178431025+1.152671871737767e-05j),(-0.00115721570098905-0.00032457402320105495j),0j,0j,0j,0j,0j,0j,0j,0j
5.5,0j,0j,0j,0j,0j,0j,0j,0j,(0.0013150470945529273+0.002535049821484436j),(0.0004797121139477568+0.001195541704081547j),(0.013179252214711678+0.00498284076473236j),(0.007616865405335783+0.0004317868981268706j),(0.030685612182604904+0.007117343513461707j),(0.02568592802106717+0.0035991164490241936j),(0.06961625888069715-0.00563999268251527j),(0.07027562088900642+0.0021975782334205858j),(0.0979851710360687-0.012914288929641648j),(0.0976734466655602-0.011456650761877412j),(0.11471968087414394-0.013065631741830817j),(0.11423194682220593+0.004188271624824377j),(0.08679200904886494+0.0002480443101797247j),(0.12120668569514288+0.010195243535143419j),(0.07020465588382409+0.002358030295103826j),(0.06664293815765364+0.015784748290248667j),(0.027209825272801014+0.006811596551394317j),(0.026152441975837937+0.004855406234185717j),(0.008458148553237996+0.005927754853402004j),(0.014247594701801945-0.005042342306979529j),(3.8344818446590785e-05+1.7756194998720737e-05j),(-0.0004455747639805653-0.00018429883101835545j),0j,0j,0j,0j,0j,0j,0j
6.0,0j,0j,0j,0j,0j,0j,0j,(0.0008086645358463262+0.0018295954014714813j),(0.0010892160005858088+0.0010191310781162575j),(0.009126024485749428+0.0038122772969410947j),(0.004639519186636009+0.0010463419742754764j),(0.020604666489898674+0.0010136995586990357j),(0.020024620901493664-0.0032200999779768277j),(0.04089810695539455-0.002225101644720666j),(0.04711796901333667+0.004567368757062604j),(0.07022735827551946-0.005716273868728087j),(0.08292123374817156-0.004717115734131176j),(0.10198219650295261-0.005371229855102004j),(0.10148941177479288-0.004416901934522727j),(0.10868821960862818-0.017402535446551917j),(0.1013515026670945+0.0026874768894280536j),(0.08902572168939661+0.0054636297401616345j),(0.09517511983882908+0.021665769217069548j),(0.03842016314930546+0.018284481736600487j),(0.04265145818243879+0.01338334091959334j),(0.007335633911105291-0.0024382249282096924j),(-0.004362587165200062+0.004166131004750519j),(0.004367463276624702-0.0010960721033363018j),(-0.0012356988274934342-0.003942867590313703j),(0.0028990098311561744-0.0020817264011703746j),(0.0002403703165492238+0.00048419058419483515j),0j,0j,0j,0j,0j,0j
6.5,0j,0j,0j,0j,0j,0j,(0.00020639563392986846+0.0007194542601861347j),(0.0002959072606353951+0.000781381438489026j),(0.004743236661701269+0.0030602694738242303j),(0.0032033975163368255+0.0005170870202553886j),(0.014155150827630737-0.0011579995154220512j),(0.013090731407468869+0.0017323781718106032j),(0.03262606309596155+0.007517903055539123j),(0.03333786487020578-0.0011347779101709087j),(0.06754939516281361-0.00592991773084808j),(0.0633989140164597-0.014162313841375538j),(0.07522417923822301-0.00856210775589846j),(0.08976620096313843-0.007705499100022637j),(0.10898148905253753-0.0032779360216563234j),(0.10085644030547443+0.006550747504415432j),(0.09720977128098493-2.9913517779747798e-05j),(0.09159270131744325-0.0008086395282450451j),(0.06830652458993206+0.0008363974950777535j),(0.0714618425130845+0.011458227901862917j),(0.03371949129453365+0.015119258918672284j),(0.038469583158769964+0.0030842318982008043j),(0.00879847360647087-0.004139269861618012j),(0.01792465735308983-0.008148106769571157j),(0.004729159904412961-0.0009923191682463214j),(0.001925515393829587-0.00037103148299281986j),(-0.000537813926567917+0.0002766721119581145j),(-0.00023563380622336632-0.0003443764541851363j),0j,0j,0j,0j,0j
