0,1,2,3,4,5,6,7,8,9
1.0,,,,,,,,,
0.23985344455750998,0.38001765392577835,,,,,,,,
0.18864215235231835,0.23292227667848844,0.16871966063058716,,,,,,,
0.1267058880167559,0.12225894204373194,0.16366702291894691,0.06869038402761961,,,,,,
0.10303861647024869,0.12125639365882522,0.11194863133050781,0.09177767284987967,0.029066680074840825,,,,,
0.09999983071244102,0.09342560963123404,0.09684175063840225,0.08039193104611231,0.04943673117765246,0.012144132542457314,,,,
0.0754799795756258,0.09039297801245579,0.08326509431197932,0.06936434400913605,0.05203329002844492,0.024988061586713108,0.0050864679190458,,,
0.08409814201790827,0.08523171257883634,0.07501648549495678,0.062341966244747984,0.04886133779627789,0.030728764503473345,0.012327499141267337,0.002131956288122417,,
0.07341699115157192,0.07860252138747552,0.07242460801034294,0.05915041704272202,0.0446480680336451,0.032008876196721936,0.017354472168190645,0.005933679824006127,0.0008924501913368903,
0.07304811523531746,0.07540472185505359,0.0692921835662605,0.05735580835634841,0.04353217219596383,0.03062060491171205,0.0199816915068072,0.009396618366494885,0.0028089658797530313,0.0003739629122416924
