0,1,2,3,4,5,6,7,8,9
1.0,,,,,,,,,
0.38276371502586737,0.25473006557733247,,,,,,,,
0.23140170261068438,0.21223473074279917,0.07129057176022152,,,,,,,
0.1750931828484649,0.1790990004667713,0.08049186112261987,0.02211814311284252,,,,,,
0.14350365074220375,0.15728752487400702,0.08955831976915236,0.031319299966009954,0.007441168658811669,,,,,
0.15022321021360907,0.1302299248294869,0.09508117746836027,0.041481335749290166,0.01312908810032904,0.00235612768487471,,,,
0.137111527761666,0.11930682050007424,0.08730929725729028,0.05237764816745495,0.019229733551565886,0.0050627032386224655,0.0006834570334957367,,,
0.12508602144066794,0.12336273207517542,0.07910146495595069,0.05399125325555794,0.02652507941830519,0.00820781566402947,0.0016967081136191574,0.00020023101024938255,,
0.11743886745676153,0.11618836479823776,0.08261871974187814,0.049993860177273024,0.03041458137238421,0.012080611602893502,0.0030779476010235284,0.0005493268559622113,6.455812499107825e-05,
0.11220811278803348,0.1088215048155384,0.0821535803014929,0.05041754378926365,0.029822977322173524,0.015121324957855509,0.004915317343680816,0.0010966755651175707,0.00019789615681008974,2.1096220594633823e-05
