0,1,2,3,4,5,6,7,8,9
1.0,,,,,,,,,
0.5334952136472405,0.11297748407298647,,,,,,,,
0.25336857906555127,0.226016258606467,0.005607161509366796,,,,,,,
0.22840850182955538,0.2631383875681183,0.028423842150042067,0.002588702046701289,,,,,,
0.234734765544184,0.21144960734326,0.07208088594306773,0.001716350030954209,0.0005212554626696031,,,,,
0.18137546698866577,0.1743375776521341,0.10126721351443102,0.007656080382740732,0.0012236415002212448,5.5909119711670416e-05,,,,
0.15684353261070547,0.1799331949896329,0.10334799105479718,0.022543657131775526,0.0011516817812190921,0.000217196462927315,1.165734952272548e-05,,,
0.154292922758787,0.17192462931028488,0.0987100198220119,0.03646060348589431,0.0019474243706798335,0.0005355223675106665,1.8506152168443457e-05,3.107518206469633e-06,,
0.1364636427394467,0.15437667015465933,0.10715810270666495,0.04266467448054901,0.00706705137335244,0.0006041048691931712,8.693382394765171e-05,6.24032236195075e-06,5.841674366019475e-07,
0.13120460044656435,0.14303816814423348,0.11452808114177537,0.045968859869381255,0.012630123440875744,0.0007131934897107664,0.00020489921503418545,6.502883956341594e-06,1.55597670422036e-06,1.1206522549853146e-07
