0,1,2,3,4,5,6,7,8,9
1.0,,,,,,,,,
0.5962439575507618,0.09469190895472923,,,,,,,,
0.38466966414258924,0.1706529721930212,0.010246003208778234,,,,,,,
0.29223242093754576,0.1944273219417137,0.026475240214724537,0.0014024634399574234,,,,,,
0.2339205105714405,0.20542539003581345,0.053340623765076194,0.004044881269535701,0.0002224844131943204,,,,,
0.2072921461940777,0.20937563063704437,0.07813010900310255,0.006411066488543899,0.0008785298388303675,0.0001223455973765505,,,,
0.19102983120253533,0.1985934807454249,0.0895717280134806,0.016219981073404836,0.0023627664455568935,0.00011928924446283552,4.4231539011802616e-05,,,
0.174883175715802,0.18067480607586142,0.09933420855115341,0.027517623190859083,0.0026626355813651323,0.0004936719430788211,8.256658096353822e-05,1.805647049600287e-05,,
0.15952365657536718,0.16618288550105942,0.10737958465073352,0.03623786109524239,0.0051558659805647535,0.0009709390258619908,0.00020615338887790608,3.188182763082484e-05,7.2679944841698915e-06,
0.14540649458971394,0.15706392615967904,0.1086188741010376,0.04541984530216915,0.009783884885887053,0.0012814917330080215,0.00014061307286142074,9.293839624854141e-05,1.3225221915783502e-05,2.9002048453669515e-06
