0,1,2,3,4,5,6,7,8,9
1.0,,,,,,,,,
0.23745741444236615,0.2590573753556095,,,,,,,,
0.19205198680515492,0.20306050296415323,0.09506682499042153,,,,,,,
0.12456011982251662,0.18123375751188733,0.10622614871911187,0.0319686453532819,,,,,,
0.11579971805998569,0.11632646105751417,0.10214649840718719,0.04995170062144159,0.010838850003928693,,,,,
0.10525967835225822,0.10230568308557017,0.09722664678753969,0.0547670952998571,0.02171474313663921,0.0036911150542394463,,,,
0.09990840741613898,0.0958301553252726,0.08456468004132235,0.05860004546801541,0.027228103142763076,0.008973167194818757,0.0012564982382558688,,,
0.08987783327539207,0.09560756475913064,0.07735697895595853,0.05606539366918021,0.03298003199275335,0.012871668128859322,0.0035935494206076534,0.00042753487295705243,,
0.082987391946974,0.08822430133412916,0.07582385927177139,0.05634835179320965,0.03407305990271988,0.01711681781379997,0.005810277745644024,0.0014061859542256047,0.0001454775288627473,
0.07745732264230588,0.08210498763872823,0.07406621923409763,0.05535561734670002,0.03617806029460522,0.019286914651419063,0.008414945373000467,0.0025415550611467682,0.0005409195191641678,4.950381917598907e-05
