0,1,2,3,4,5,6,7,8,9
1.0,,,,,,,,,
0.4002386358866888,0.12394369982396158,,,,,,,,
0.3256691594149572,0.14399260249910437,0.003980385697700163,,,,,,,
0.2604186596123298,0.1863369686388286,0.01830443861611916,0.00662488754224352,,,,,,
0.20458707169181578,0.17652887178665613,0.0395477182938582,0.010411327924176815,0.0021248968612469516,,,,,
0.1862515148938572,0.1680732522709539,0.0575777140578186,0.007199611418811336,0.00494921094980006,0.0005448684377365103,,,,
0.16566742276260146,0.15960289349612253,0.06825246586329593,0.00465709386577346,0.00581231975177607,0.0014508490606587607,0.00017007625840434067,,,
0.15760547679861234,0.1441640246227806,0.07756838774242665,0.010544422138267336,0.007847017656293765,0.0018707989845223752,0.00045159160671870646,5.725072140890564e-05,,
0.14674325518388548,0.13894105831214346,0.08035090494616624,0.01747567221622601,0.007080040804880237,0.0033886745012450333,0.00044411274848848845,0.000173614120338398,1.832669380652489e-05,
0.13913233256758087,0.132719939547227,0.07987431239893482,0.02447343567344426,0.006168283301822685,0.004166155493391345,0.0008832012111998587,0.00018700597622729474,6.298734880495016e-05,5.787527407630265e-06
