0,1,2,3,4,5,6,7,8,9
1.0,,,,,,,,,
0.3245642741628892,0.14087366839956408,,,,,,,,
0.18405413351951924,0.23020339602176046,0.017720622409386617,,,,,,,
0.20589613914635818,0.23045468185708315,0.017230210983188204,0.007936612901554658,,,,,,
0.1641563159975702,0.20762094212473198,0.04840254063242486,0.015904691381330653,0.0010755602337107683,,,,,
0.14855700364803995,0.17816352930786447,0.07214447946881647,0.01951639408942513,0.0027933803005172437,0.0003754047697027383,,,,
0.1455957084291613,0.15702583795774208,0.0829804611180126,0.02179376123943373,0.005847208195626674,0.0007666814057415861,0.00011801037755222825,,,
0.1334563859504079,0.15007436461777413,0.08918294080853535,0.022131996407881594,0.010149304708229891,0.000503615936964749,0.0003462829863869935,2.9048716619677336e-05,,
0.12195179280578408,0.14927420426355834,0.08690537818045467,0.023904004629228457,0.013575187258864306,0.0004046207785785833,0.0005552491183090669,8.806339627114007e-05,8.7840692314896e-06,
0.11635362602540163,0.13845150053308747,0.08902082793314975,0.02796825637734802,0.016677026505313965,0.0017956750787977884,0.0008589815724321045,0.00014183171800911422,3.039337322485318e-05,2.4936262169862195e-06
