0,1,2,3,4,5,6,7,8,9
1.0,,,,,,,,,
0.19168245139679949,0.3124858930591026,,,,,,,,
0.19834195763394769,0.14670572637054136,0.10436718113950358,,,,,,,
0.13311348744603388,0.1649354027655278,0.08918540741165007,0.033988862650882086,,,,,,
0.12136452948032211,0.1221348515100628,0.10578098181659638,0.039966068557712925,0.010883154452411357,,,,,
0.10052561953850765,0.10640942093801334,0.09157600123630173,0.05374225240765876,0.016417199314990562,0.003594264123399699,,,,
0.10531671234246386,0.09405042737367154,0.08237962000154599,0.05470740556353778,0.025136694260922358,0.006661473414522182,0.0011798030171306856,,,
0.0946608666005571,0.09122735905088945,0.07642593318436654,0.0542649714625937,0.029721601918164805,0.011150646221670528,0.0025705563367972536,0.0003790655608981361,,
0.08902540536311132,0.08707516441928563,0.07253229203578836,0.05349872276746133,0.03224809850409449,0.01471515035672545,0.00470379520513181,0.0009549205144508094,0.0001240988098598071,
0.0841712819292641,0.0821079504860099,0.07054150391117724,0.052470791705137826,0.03386552560438268,0.017405103623484495,0.00684774826353862,0.001925574670743363,0.000354341360213695,4.085282905833981e-05
