0,1,2,3,4,5,6,7,8,9
1.0,,,,,,,,,
0.1428526940918808,0.36217400074922185,,,,,,,,
0.21118104996993067,0.1558773883842333,0.14674952865227414,,,,,,,
0.10804732395145904,0.12273912716094638,0.10401020107310206,0.06503611687251416,,,,,,
0.12322831602209967,0.10471113196404142,0.07598996989985972,0.060829612523686044,0.028907880116282772,,,,,
0.10441604974708138,0.08767184859522573,0.07377454654761069,0.05565423135076265,0.03343074163571159,0.012519167579005846,,,,
0.09692378525343763,0.09045136698394544,0.06331798251156434,0.04476708458498829,0.035972152423272376,0.017850324925169407,0.005331478710942567,,,
0.09011403085821797,0.08271798049594692,0.06799010424898823,0.04789561901383833,0.02783418944051669,0.020981015348364884,0.009255740976888626,0.0022671171862192444,,
0.0827625861015806,0.07798134476814679,0.06504668649025674,0.04587139956231221,0.03219602940682944,0.01804808067543225,0.01174964918061076,0.004650592770481386,0.00096951756990332,
0.08040851821422323,0.07366012597640163,0.06198732990092041,0.0482905013223892,0.031047379325973973,0.01940115518915551,0.011495585330146352,0.006466879639235357,0.0022734193340921615,0.000416407643359807
