,-3.0,-2.5,-2.0,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5,,0.0,0.0,0.0,0.0,0.0,0.14015508669546986,0.8612849616481066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,,,0.0,0.0,0.0,0.016951007046716204,0.016951007046716204,0.14015508669546986,0.8612849616481066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,,,,0.0,0.016951007046716204,0.016951007046716204,0.016980090720456083,0.036241397329192,0.11386821778811647,0.7485184781608906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,,,,,0.034862779184159566,0.015828970137169766,0.03557801292444901,0.020094860616313253,0.05473461450875985,0.10914682631271388,0.6394098082753692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,,,,,,0.06113106197028619,0.01744292984381412,0.052584956314652334,0.01647940409582397,0.06649798646906994,0.08874128155997828,0.5506853057772431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,,,,,,,0.07966970106019237,0.013722596905719869,0.06265814013010226,0.012277536074132933,0.07744013280265143,0.07763231510718935,0.4731297108025606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,,,,,,,,0.08936578153499729,0.009766242201536305,0.07271914770801151,0.009272083113284785,0.08288013026495941,0.0642568984972237,0.40890775995980433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,,,,,,,,,0.09434134039730857,0.008651628759589856,0.0778099916141183,0.008764435111074394,0.08583165769230935,0.05510492017147861,0.3538922383398339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.5,,,,,,,,,,0.0951885405874849,0.009658035848432932,0.08095852693185382,0.009222898746928963,0.08563114109212708,0.04690735204618684,0.30701579367652265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,,,,,,,,,,,0.09484185478327109,0.010580391731238308,0.08150805516282261,0.010272529843785605,0.08364408178129566,0.040484155378053124,0.26656453190773943,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5,,,,,,,,,,,,0.09378381698629994,0.011508432118161221,0.08053319506058726,0.010670008736396175,0.08020334130905125,0.03511614498276389,0.23145942754097834,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,,,,,,,,,,,,,0.09235720800193092,0.011542544137900797,0.07835666016056432,0.010794913723725723,0.07603050402010895,0.030488544010562765,0.20098076287931121,,,,,,,,,,,,,,,,,,,,,,,,,,
6.5,,,,,,,,,,,,,,0.09067391087625641,0.011361385818733609,0.07545447578386281,0.010439159185547308,0.07143202522486987,0.026576495141220135,0.17440914319966003,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,,,,,,,,,,,,,,,0.08851160580007567,0.010790557989582894,0.07208170678481081,0.009905589700087442,0.06673279584337953,0.0230835262559187,0.15133047215756693,,,,,,,,,,,,,,,,,,,,,,,,
7.5,,,,,,,,,,,,,,,,0.0858892238515228,0.010176511404880684,0.06843734558483189,0.00922683839767939,0.062049657073287356,0.02008797779432556,0.13124631461106517,,,,,,,,,,,,,,,,,,,,,,,
8.0,,,,,,,,,,,,,,,,,0.08272296200035675,0.009515501865385086,0.0646262306911891,0.008521536180117969,0.05749686950763908,0.017422669887055705,0.1138275136982894,,,,,,,,,,,,,,,,,,,,,,
8.5,,,,,,,,,,,,,,,,,,0.0791104327626781,0.008889416551578745,0.06074206283516517,0.007837304648251699,0.05309512693119561,0.015127335572067755,0.09870370577903453,,,,,,,,,,,,,,,,,,,,,
9.0,,,,,,,,,,,,,,,,,,,0.07512917439035095,0.008303504560776815,0.056835517187246214,0.007185954440313351,0.04888424151438179,0.013109967380890982,0.08559704513691835,,,,,,,,,,,,,,,,,,,,
9.5,,,,,,,,,,,,,,,,,,,,0.07091559221567505,0.007742521771336128,0.052969945850974025,0.006590167242850547,0.0448664216618271,0.011370887332251502,0.07422912916390167,,,,,,,,,,,,,,,,,,,
10.0,,,,,,,,,,,,,,,,,,,,,0.06658394430959272,0.007211586717237625,0.0491827460165942,0.006030400382044849,0.04106244489449493,0.00985534253666862,0.06437639893501318,,,,,,,,,,,,,,,,,,
10.5,,,,,,,,,,,,,,,,,,,,,,0.06224214076087033,0.006691964914322813,0.04551827783432704,0.005516188889586683,0.03747521821721645,0.008546720289771447,0.0558319579933355,,,,,,,,,,,,,,,,,
11.0,,,,,,,,,,,,,,,,,,,,,,,0.057969662078097645,0.006193296741147515,0.04200148764130287,0.0050317542101763375,0.03411580115362558,0.007410328107476076,0.04842358286608438,,,,,,,,,,,,,,,,
