,0.0,-0.5,0.5,-1.0,1.0,-1.5,1.5,-2.0,2.0,-2.5,2.5,-3.0,3.0,-3.5,3.5,-4.0,4.0,-4.5,4.5,-5.0,5.0,-5.5,5.5,-6.0,6.0,-6.5,6.5,-7.0,7.0,-7.5,7.5,-8.0,8.0,-8.5,8.5,-9.0,9.0,-9.5,9.5,-10.0,10.0,-10.5,10.5,-11.0,11.0,-11.5,11.5,-12.0,12.0
0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5,0.025940880457424858,0.0,0.9741382065146668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.0010154696151703415,0.0010154696151703415,0.025940880457424858,0.0,0.9741382065146668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,0.0010718035946029848,0.0010154696151703415,0.0020702799270458185,0.0010154696151703415,0.023853842937342096,0.0,0.9503238830800461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,0.00211160119626607,0.001094219480950733,0.0005664008442226886,0.004992932533232346,0.0024509420091085457,0.004992932533232346,0.024699113101086963,0.0,0.9259179744528241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,0.000540743127407058,0.009919982908894688,0.002586388232083807,0.0052663658522489306,0.0005349162407074843,0.004089103733116411,0.002607349542057513,0.004089103733116411,0.024145823990287592,0.0,0.9019079536727038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,0.014286100152790984,0.004837855693457683,0.000555111789056608,0.008039879651045037,0.002869214478192295,0.004429070916762904,0.0002236039431489906,0.0017307484361954934,0.002974522246594156,0.0017307484361954934,0.022991153594810583,0.0,0.8791966415697211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,0.004774902454000026,0.011731334322989315,0.018078337250667525,0.004413321414816363,0.00019504331210618516,0.00341763685387863,0.003369503460436277,0.0020177994707662244,0.00030655285867927105,0.0016734794033919332,0.003267441670991029,0.0016734794033919332,0.02309305739644265,0.0,0.8563375798846958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,0.015101691612691032,0.00440024658415767,0.004705794675876609,0.005123788286361566,0.02186029495383734,0.002232007413987483,0.0002496932307000928,0.003331817190043284,0.0037585098044807027,0.0019246225881020438,0.00013593053095108177,0.002087056053210738,0.0036955548752309916,0.002087056053210738,0.0218669047109975,0.0,0.8346972199225394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.5,0.004390075611436815,0.006809682852629106,0.0183952176386004,0.0022329904353666475,0.004598449998395921,0.0048648374202334395,0.025246370656298815,0.001979868415891428,0.00011706040907520353,0.004076822977292885,0.004256001914543913,0.0023137685727418473,0.00020171518424528766,0.0017363908103657075,0.004129459459364141,0.0017363908103657075,0.021670800628053353,0.0,0.8132903823901185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,0.008421163676933978,0.0022446258867125264,0.004332334165844514,0.006300421292545357,0.021415784693817056,0.0019454762737746783,0.0046251676482227545,0.005903050015697572,0.028547400695671035,0.002342251301686584,7.129521121799339e-05,0.0033203576564131416,0.004736120486242411,0.0018985830355103053,0.00012684976003014053,0.0012085649612454256,0.004559958519674431,0.0012085649612454256,0.020953621900966894,0.0,0.7925490293225087,,,,,,,,,,,,,,,,,,,,,,,,,,,,
