-10.0,-9.5,-9.0,-8.5,-8.0,-7.5,-7.0,-6.5,-6.0,-5.5,-5.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.0,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.00813386618897593+0.013690909925790064j),(0.005490394405474441+0.003754202137713029j),(0.03533082720645677+0.008614443553157254j),(0.017790634234204877+0.002406228370613164j),(0.0549454751157603+0.0007932048256609261j),(0.035000020487574196-0.0024659310594000406j),(0.07202781173500265-0.009126374401909125j),(0.055524055630678505-0.009874044412594169j),(0.08175406053237924-0.017495674822974594j),(0.07469250217777289-0.01855457320819553j),(0.08091264664692706-0.019001951042097467j),(0.08476573800023342-0.021911460966105363j),(0.07063903278843672-0.01181410356599466j),(0.08647801171470955-0.011799075993372616j),(0.052964470826386584+0.00013597951027711187j),(0.08241024021208458+0.0014880672312109343j),(0.030915622545701012+0.011708287424837413j),(0.05315950340636612+0.01083172045032732j),(0.012173216166024643+0.01613258768929481j),(0.004856701319773164+0.05246380204200502j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.01362422021586287+0.017445208866644645j),(0.008684858393702028+0.004687838424940281j),(0.04443653378320666+0.006333437168531426j),(0.025037645237042973+0.0022958376127990383j),(0.06490831242487863-0.003967486497122518j),(0.04671629569282031-0.004852318584722097j),(0.08083658821419418-0.014147269229829989j),(0.06981930240461744-0.01596256181030151j),(0.08662821721903073-0.020087210943917203j),(0.08563051622059643-0.024313351593001j),(0.08004850187257892-0.016599669754824666j),(0.09367057279888788-0.019293152923788404j),(0.06344689925671683-0.004319667606180814j),(0.09464556050391588-0.009270142979046202j),(0.040729329718295626+0.010894166867211083j),(0.06467595655940585+0.00360056090486299j),(0.019398742450222686+0.018939352557946394j),(0.017030533928537657+0.06859659012227516j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.02230904184319547+0.02213320261658091j),(0.014246545983466882+0.004990809068878162j),(0.055227801658563135+0.0036394054892784347j),(0.03606487794739193-0.0005171461610670933j),(0.07556078894583172-0.008301583347369355j),(0.06122910173543107-0.012307171431992005j),(0.08942798900282214-0.017802194841643543j),(0.08281716567103693-0.02463978782085847j),(0.08944230946884016-0.01976042876515119j),(0.09834202281923107-0.026496875883420184j),(0.07537756690502863-0.009395540822029189j),(0.10505999454403563-0.022443720450351732j),(0.0530326356864969+0.00885391035777575j),(0.07586302920604501-0.006707308481223593j),(0.02954163343271088+0.02120208882364189j),(0.036430134253718896+0.08753608445010025j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.036555587303546855+0.027124248491331153j),(0.02261702248149726+0.0024097235326240403j),(0.06867636418959097+0.0007136611411343446j),(0.0486817995163391-0.008888243960850922j),(0.08810951843280722-0.011719916700819094j),(0.07446220908851671-0.02313121617720091j),(0.09778383113792302-0.019310556160101234j),(0.09849546657853037-0.032087715410100394j),(0.08928941966823892-0.014169148561862861j),(0.11193979257567481-0.036911441078051055j),(0.06849791492354368+0.005072254973582324j),(0.08545538507788444-0.019991397152667345j),(0.04343942930873412+0.02213832697289735j),(0.06597293271190365+0.10873818888287881j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.05917269262342994+0.029534288242163458j),(0.031320500702560455-0.005559604641620067j),(0.08603894222874003-0.002614130244118929j),(0.059274769590597326-0.020754178438710816j),(0.10329807111529077-0.014096821190934264j),(0.0906553387353741-0.03458546398313164j),(0.10562446838344114-0.01681242150751306j),(0.11298625094812714-0.05006200514951179j),(0.08824302916457569-0.001018333694644053j),(0.09187172346893248-0.03542962839187291j),(0.06208048723653593+0.02051127983626251j),(0.10941390551541083+0.1308762998360285j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.0904933889231031+0.023975058195822168j),(0.03634569667214118-0.016840100850347827j),(0.1089693091514213-0.006527917642743047j),(0.0714392287330776-0.03333630763352075j),(0.12251465507150638-0.015345727337817347j),(0.104743166202805-0.05767869277219674j),(0.11386744567452375-0.009195195678353058j),(0.09343383473106208-0.05095509622572575j),(0.08667960801096479+0.014508658307267394j),(0.1714963898492618+0.1513869664752079j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.12683941744080773+0.007135378914996359j),(0.04014104930348816-0.02676784622181698j),(0.1402681339927504-0.013096176449613915j),(0.08251729831451038-0.054183952623815604j),(0.1447400297897572-0.018839646570971577j),(0.08857232493276741-0.062037663302256074j),(0.11872743316140154+0.0018899671535700553j),(0.25817854663526457+0.1658943600162269j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.1669809366640166-0.01963204773873378j),(0.04596101166441621-0.03853406431853128j),(0.17682402036830314-0.028744982450545943j),(0.07370610611661126-0.06206466060879218j),(0.1596045715881312-0.018808986980629605j),(0.3769092810784669+0.1677820856099762j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.21294235388552527-0.058165619348982976j),(0.04905233443705487-0.04265336054666198j),(0.20147620358467297-0.04815166712011526j),(0.5365182765218162+0.14896984529416596j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.261995114914123-0.1008176542412224j),(0.7379997524348647+0.10081448633801016j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
