-10.0,-9.5,-9.0,-8.5,-8.0,-7.5,-7.0,-6.5,-6.0,-5.5,-5.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.0,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0
0j,(2.3945836455203633e-05-1.0257303213823433e-05j),(1.621558756742249e-05-5.7777295374657365e-06j),(0.0001697957648320394+2.3124754880057044e-05j),(0.00012503636693026436+8.67640750000404e-06j),(0.0006370451107719604+3.730338971130385e-05j),(0.0005403163557343826+3.0236986147823438e-05j),(0.0024169234775911585+0.0001088459955991798j),(0.0019989975823869375+9.287582815268579e-05j),(0.00640959226522339+0.0003762323134432836j),(0.0056669848801677945+0.00021666821136909765j),(0.014759553554847921+0.00019820535004353617j),(0.013406796356806628+0.0001943664989092126j),(0.02871049240018706+4.348160436596104e-05j),(0.02669800439835326-5.325160731016143e-05j),(0.04720051012588648-0.00046242663722128224j),(0.04512687480644676-0.0005089499175985105j),(0.06646488742778842-0.0009304853835966503j),(0.06497793691589861-0.0008072576673243776j),(0.07990538411358812-0.0007828038119193624j),(0.07962992032814703-0.0005197142212542855j),(0.08156570860563028-8.79732907076814e-06j),(0.08267493848625447+0.00028463516773954875j),(0.07015335723492341+0.0007366534227284977j),(0.0721962237742777+0.0009276598894743098j),(0.05033954507417898+0.0008364746432452157j),(0.052516192047698834+0.000845158829791698j),(0.02974251466803269+0.0003793988203879922j),(0.03140736574811126+0.0002326647252781323j),(0.01421120295819005-8.831947955420583e-05j),(0.015168080439560722-0.0002788801849253453j),(0.0053548338266982375-0.00023936854542417103j),(0.005768085216923817-0.0003786545676744735j),(0.001534718396750201-0.00016328371264725703j),(0.0016656653544470552-0.00022968214814426602j),(0.0003157323088853679-6.132299330922392e-05j),(0.00034467347480387036-8.223851797792289e-05j),(4.189452083911615e-05-1.310535970619233e-05j),(4.588450761202779e-05-1.7190336761128118e-05j),(2.764116973266318e-06-1.288400751169505e-06j),(3.038360922152143e-06-1.6856958906010196e-06j)
0j,0j,(4.0161557947420854e-05-1.6034927610508746e-05j),(2.7144791582155824e-05-8.906155160881606e-06j),(0.0002676881715179655+4.070797679422488e-05j),(0.00019871174839198327+1.603504093855026e-05j),(0.0009786552677706198+5.1509010423601135e-05j),(0.0008357972094616906+4.556981016596853e-05j),(0.0035801417914034413+0.00015616673426112267j),(0.0029780683448615264+0.00013076662103011214j),(0.009098564737289599+0.00046217103146597885j),(0.008114829579392151+0.0002558117522953181j),(0.02005165590200024+0.0001368548520361352j),(0.018360916003257403+0.00015381363388221767j),(0.03704784195954165-0.00016339965238972164j),(0.03476942835569307-0.00023890649680888512j),(0.057558387625534634-0.0007321583718063809j),(0.05553177143607793-0.0007392260311276921j),(0.0759116356049255-0.000998056205232227j),(0.07491812126666814-0.0008111770796327862j),(0.08461782657128118-0.0004907611841630686j),(0.08511974133336733-0.00015897904796578484j),(0.07912147957746249+0.00043542986225223265j),(0.0809167669327566+0.0007399427257439081j),(0.06143321774287396+0.0009249071799110705j),(0.06376183774406964+0.0010392696120656425j),(0.03909411313324023+0.0006427466616174877j),(0.041118826638214256+0.0005398956375089301j),(0.020031129661771063+7.238675164420655e-05j),(0.021318990242630297-0.00013733068234656948j),(0.008060303309058875-0.00022977029399432258j),(0.008665715352776288-0.0004108361819694098j),(0.002457197106432992-0.0002071524179498285j),(0.002664366704719807-0.0003036344967876438j),(0.000536012003052931-8.932211452790777e-05j),(0.0005851239952367131-0.00012248153515304327j),(7.528004101564875e-05-2.1078126487166963e-05j),(8.251443699670934e-05-2.804962408392224e-05j),(5.2642470999740415e-06-2.2458111196916045e-06j),(5.802444264833627e-06-2.9740766347914923e-06j),0j
0j,0j,0j,(6.730656751629863e-05-2.4940902730829916e-05j),(4.537964177211359e-05-1.3653907298232405e-05j),(0.00042102161742193096+7.039796257411968e-05j),(0.00031504118804421676+2.867829465050951e-05j),(0.0014994200089600979+6.840628728133945e-05j),(0.0012889638841108303+6.738244520219377e-05j),(0.005269273146075114+0.0002195727620363053j),(0.0044096674705469685+0.00017791312985074209j),(0.012803808009530985+0.0005401224994770299j),(0.011521773007159827+0.0002785796539524342j),(0.026890985263704075+1.2218315034644829e-05j),(0.02483958402905353+5.5607205844189016e-05j),(0.04697802539835204-0.00045767339839154704j),(0.04452718448552038-0.0004903707034369287j),(0.06856349596964899-0.000980627549614128j),(0.06679411268556587-0.0009260816608272866j),(0.08403629302327939-0.000882614686105856j),(0.08376176962103811-0.0006247703167333279j),(0.08597644494351675-2.4342496035512085e-05j),(0.08733406913860768+0.00035152404438005007j),(0.07270468380462301+0.0008244529855304728j),(0.07505179035707375+0.0010867379911635175j),(0.050143565247223444+0.0008779103297986562j),(0.0525072463030098+0.0008772199278481575j),(0.02770581646516213+0.00030571508041070026j),(0.02938595365393868+0.00010533837899893038j),(0.011964190995176939-0.000170140177920098j),(0.012830816312072292-0.0003931381130845943j),(0.0038951957706334804-0.0002474154057378967j),(0.004217408539374581-0.0003842246679085705j),(0.0009041479509494464-0.0001265473300278983j),(0.0009863675025921957-0.00017835780544639404j),(0.00013476563560570678-3.344275259971862e-05j),(0.0001477813862440137-4.523859132006223e-05j),(1.0012480202886588e-05-3.8887077020596675e-06j),(1.106662701986771e-05-5.219852281837583e-06j),0j,0j
0j,0j,0j,0j,(0.00011268656349565973-3.8594502023503826e-05j),(7.582841447558626e-05-2.0855096039218668e-05j),(0.0006602365526302432+0.00011993298409811913j),(0.0004983393526260886+4.933408640735106e-05j),(0.0022900582181321345+8.646366783682472e-05j),(0.0019817830407781885+9.682739391925662e-05j),(0.007697197685643587+0.00030069075200040064j),(0.0064885500623438385+0.00022874011356730322j),(0.017837147674625773+0.000590036812024917j),(0.016206342083814405+0.0002633317058247015j),(0.035524479761828445-0.00019533118812535156j),(0.03313986457681406-0.00012283111126468464j),(0.05836577649655706-0.0008249043042646999j),(0.05591923926968348-0.0007792960818152784j),(0.07943898098267417-0.0011269440692043128j),(0.07819044738341799-0.0009769208903736924j),(0.08960830650092279-0.0005298563697920455j),(0.09023336193808539-0.00020598230405143066j),(0.08307776230567959+0.000533814631370769j),(0.0852485016617567+0.0008942406875498988j),(0.06250837965059959+0.0010175119400689379j),(0.06516688615500213+0.0011632828489925087j),(0.03748411671831377+0.000592229826600465j),(0.039619172358652144+0.0004527567363221744j),(0.017472648198831674-4.150178959916706e-05j),(0.01868963658390506-0.00029182687022289057j),(0.006105366521383667-0.00027137079526008554j),(0.0065986341456246616-0.0004580903704583293j),(0.0015139598876572418-0.000173525727290732j),(0.001650330334399987-0.0002526236175065698j),(0.00024018048927077642-5.227634238816499e-05j),(0.0002635299484787271-7.19996973323899e-05j),(1.9015993811073766e-05-6.680863616294431e-06j),(2.1078984365306888e-05-9.10849731212791e-06j),0j,0j,0j
0j,0j,0j,0j,0j,(0.00018851555240233914-5.944907250705874e-05j),(0.00012681917767352508-3.1583128766826594e-05j),(0.0010317602129188632+0.00020085275378184866j),(0.0007876809835328554+8.201285867667779e-05j),(0.003484181646270861+0.00010129232413330362j),(0.003038312929267215+0.0001353700522766984j),(0.011147494198881096+0.0003941080544775179j),(0.009485899623261414+0.00027681510437435245j),(0.024557755940021447+0.0005766583144068209j),(0.02255335139370671+0.00018718094965319384j),(0.04611132933697593-0.0005051101354127169j),(0.04349936453834658-0.0003904287165196071j),(0.07078618599367215-0.0012133811445034445j),(0.06861060011514278-0.00103263847743689j),(0.08901951902713673-0.0010706699824684447j),(0.08856849249416418-0.0007865448363444007j),(0.09127387192377105+5.136958053700723e-05j),(0.0928784827092798+0.00040980319193857835j),(0.07544831097557546+0.001018891309848266j),(0.07824107242160273+0.001267091672666533j),(0.04943448033758664+0.0009141864887597924j),(0.05206985781119266+0.0008650113078146948j),(0.02503352549394613+0.00018025492476901958j),(0.02671886230369141-7.71347012501063e-05j),(0.009443426199075261-0.00025607242405176824j),(0.010191198135416309-0.0005011197632199881j),(0.002512788889057623-0.00022830295922960438j),(0.002738420364568797-0.00034600973192396755j),(0.0004258625023193037-8.013091361643173e-05j),(0.00046764298304036324-0.00011292194490220602j),(3.6065569576303874e-05-1.1352734061320798e-05j),(4.009474426140332e-05-1.5789250899370562e-05j),0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,(0.0003153356612619235-9.103130721447356e-05j),(0.00021208685013685512-4.692195435951867e-05j),(0.001607359964680575+0.00032979152360316475j),(0.0012450215335876379+0.00013521269469945872j),(0.005277506238768544+0.0001014716636597796j),(0.004640478582477047+0.0001873954234843837j),(0.015993002565242817+0.00048359609865721975j),(0.01375467690617525+0.00032215224467872056j),(0.03335666284725313+0.00044183213393729384j),(0.03097564749826225+2.503669119239865e-05j),(0.05863548617489788-0.0009202704420877607j),(0.05599792259159515-0.0007351883050269279j),(0.08339950727229689-0.0015103464165281224j),(0.08184511784579292-0.0011390338950403457j),(0.09574363682524992-0.0007175390568219501j),(0.09633336982043107-0.0002761189805887639j),(0.08781963471107763+0.0007379827072743957j),(0.09032820708806379+0.001070156592588041j),(0.06336158531265698+0.001216410573941658j),(0.06640217850359094+0.0012524008797197088j),(0.03510232346496998+0.0005271725224777527j),(0.03736120741550554+0.0002642114492065801j),(0.014391203144982732-0.00016091182153219028j),(0.015504656397054067-0.0004769241213613698j),(0.004129951520696404-0.00028020697253451263j),(0.004500109706179044-0.0004552996720591193j),(0.0007510882344085629-0.00011899843876094106j),(0.0008251720458208479-0.00017402638005108056j),(6.833019115076522e-05-1.9024123328035504e-05j),(7.615986883763138e-05-2.7141793805230603e-05j),0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,(0.0005274240233654805-0.00013795174043584237j),(0.0003533670417396597-6.827649481337642e-05j),(0.0024990235833404263+0.0005332867658739514j),(0.001961982007437666+0.00022354178509737693j),(0.007956054196469595+6.535918361300983e-05j),(0.007045572460498645+0.0002555091508617008j),(0.022702235010099155+0.0005503369345079949j),(0.01972219229421922+0.00034163839566763734j),(0.044610439995655275+0.0001254284467434259j),(0.04186028158672519-0.0002754438423074851j),(0.07277369019640786-0.0013796220824004587j),(0.07044476060519639-0.0011152472535278346j),(0.09480060954396596-0.0015335432932705453j),(0.09429314986125574-0.0009387079648405657j),(0.097784605523053-5.423669743215498e-05j),(0.09956863490646473+0.0005530266349812313j),(0.0785797530643509+0.001255788474839026j),(0.0817027508133683+0.0014980257990372988j),(0.048061275393385484+0.0009712710667463562j),(0.05087743047244018+0.000727594346572288j),(0.021586159683805707+6.404632647679498e-05j),(0.02317706260316843-0.00033673834509864156j),(0.006718780159562321-0.00030100209345392453j),(0.007311572999130267-0.0005657579174805909j),(0.001318471416156609-0.0001697246029987118j),(0.001446811316497303-0.0002615824813971735j),(0.00012944339221950137-3.143829970393975e-05j),(0.00014448921148284147-4.616558866604695e-05j),0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,(0.0008807935176366646-0.0002062256417456506j),(0.0005866822274054541-9.909958253862825e-05j),(0.003874338361989203+0.0008559374037313798j),(0.003069221591280479+0.0003566843695281977j),(0.011932484753784575-3.5764012846729504e-05j),(0.010625889977918416+0.0003196124524232301j),(0.03179872396846499+0.0005725021475706148j),(0.02791620630041108+0.000225163004712508j),(0.05855495440221861-0.00037490950057209j),(0.05554582543878417-0.0007785523053392559j),(0.08767332447432814-0.0017158190250654468j),(0.08614909200903162-0.0013745416888017886j),(0.10294548365602554-0.0010970131903673048j),(0.1039279451261719-0.00021867655398266216j),(0.09342598531805141+0.0007182192830552808j),(0.09638876128375537+0.0014689504258672925j),(0.06389413393141383+0.001285473532256392j),(0.06716685383789181+0.0012941541913009298j),(0.03177197073446452+0.00040506952748906147j),(0.03394848032300759-1.4781368514517641e-05j),(0.010814729660143293-0.00025776291225658844j),(0.011724627264235302-0.0006330920634092531j),(0.0023057012512229104-0.00023362855103517386j),(0.0025202330761010454-0.0003801178504541792j),(0.00024504006028496677-5.118229404774259e-05j),(0.00027393098450204654-7.760332191284089e-05j),0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.0014674796883873305-0.0003053208073167165j),(0.0009783002643867778-0.00014598827148371433j),(0.005965284236660734+0.0013586244414962134j),(0.004787986627908291+0.0005223534678778505j),(0.017770511388201543-0.00023842467121840127j),(0.01595383654532744+0.0003369212660857108j),(0.04376136118188605+0.00046094205711622667j),(0.03905630223685662-0.00015183139363139476j),(0.07504505897126115-0.0010012675675603378j),(0.07217768887381416-0.001428437607357477j),(0.1016455569567651-0.0016613068894884015j),(0.10150395928834591-0.0011692025922124178j),(0.10537030333139297-0.00014570069750098114j),(0.10811009233869592+0.000967048386184057j),(0.08170521725485497+0.0012208629581551302j),(0.085489890993033+0.0018363333588090735j),(0.04557131130662904+0.0007437875464314242j),(0.04853550375319651+0.0005153697826809687j),(0.017184951480783868-0.0001248527141126839j),(0.01853817130766539-0.0005795226448646239j),(0.004001150102815215-0.00031126745152677083j),(0.0043638502196903396-0.0005319472698751107j),(0.0004620677180325914-8.178671310426523e-05j),(0.0005189679712111312-0.000128784623990021j),0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.002445786264914386-0.0004513016013547699j),(0.001642329928448177-0.00020699939006716002j),(0.009110980397341983+0.0020879994756865445j),(0.007539515549549832+0.0007093140273945587j),(0.026185019242818353-0.0006106929778800666j),(0.023830746855531788+0.00032597479519412944j),(0.05898729015346229-1.6588698109744788e-05j),(0.05397580357207163-0.0007348672352667108j),(0.09324768265670802-0.0016943611069099715j),(0.09105459482695036-0.001937727493579839j),(0.11209585337723975-0.0008920471971522635j),(0.1137535061697483-0.00022545701397507336j),(0.09972766829827087+0.0010476399883858224j),(0.10402803558651187+0.001928388263775451j),(0.06316745001656437+0.0011294638528823123j),(0.06733884853239676+0.001092186854875899j),(0.026768021937383864+0.00016732063885059183j),(0.02888087618280916-0.0003087585781130126j),(0.006842199897940624-0.0003955066696157826j),(0.007496320767084304-0.0007177134137568542j),(0.0008686527202884757-0.00012547824066200548j),(0.0009810299306837757-0.00021056964513871399j),0j,0j,0j,0j,0j,0j,0j,0j,0j
