-10.0,-9.5,-9.0,-8.5,-8.0,-7.5,-7.0,-6.5,-6.0,-5.5,-5.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.0,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-5.631437820459886e-05-0.00019860184860642015j),(-5.631437820459886e-05-0.00019860184860642015j),(4.886971608766339e-05-0.003739945100074451j),(0.0003607142856208103-0.0037068606486582696j),(0.026934456379033817-0.018032683957440374j),(0.02385305690842456-0.016240314403562262j),(0.1201273747904636+0.014126788885194065j),(0.09874251884946932+0.004812066513753178j),(0.2043772030016848+0.107621163857335j),(0.1644265552339437+0.0575666487482228j),(0.22096828580122505+0.09955838249104562j),(0.17280661671834133+0.025101564963881284j),(0.11070549377350129-0.03518619159556214j),(0.05158912144444582-0.056963858565374136j),(0.0005518886653677624-0.02434705735727759j),(-0.011916526514059394-0.012031912663813276j),(-0.0015347637898287779+0.00015972244607188025j),(-0.0013659921959972396+0.0011768444205970969j),(0.00016418258508991035+6.2395863608799e-05j),(3.091225664400064e-06+3.7888430058355654e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-9.004086294638386e-05+8.008865067190635e-05j),(-9.004086294638386e-05+8.008865067190635e-05j),(-0.0007157388903047676-0.0015554705117583967j),(-0.0008194839461681501-0.0013815873238653383j),(0.00968895198855484-0.013306448971749991j),(0.008085126492722753-0.012022945499035669j),(0.07351449052960868-0.01183112800349944j),(0.06065968378323947-0.013366177792062225j),(0.16756021849076835+0.06291592259708388j),(0.1362598939769576+0.03465721460409837j),(0.2082041541363404+0.11997302682045047j),(0.16746348859402943+0.05687772887795754j),(0.18141200529086013+0.0360646091100256j),(0.12566184039923814-0.021879899592719528j),(0.047791836525240244-0.04546037283062828j),(0.010666837401883055-0.04182203380969919j),(-0.007902190807348367-0.009895372979537135j),(-0.006337935930471733-0.0021397398192684737j),(-0.001350148471908232+0.0008408914977998414j),(0.0001723929450452086+0.0004665145205734833j),(-2.898917025230965e-05+5.8707478627578284e-05j),(3.208016848906304e-05-2.082094780282278e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,(-5.7244770557232114e-06-2.614204221123777e-05j),(-5.7244770557232114e-06-2.614204221123777e-05j),(-0.00046024062262518947-0.0004346118123443774j),(-0.0003803953365623555-0.00046811165389682086j),(0.002065150115626177-0.00735867131296887j),(0.0019225135331871431-0.006687666707254961j),(0.03797427097767685-0.017659923534780537j),(0.03164519912016546-0.016374858191977572j),(0.12278488588200846+0.020674855970345823j),(0.09903818378875402+0.008240128729188178j),(0.18996973621086644+0.10047123022524188j),(0.1524352449612547+0.05278153270286645j),(0.19839879468135277+0.09595196725380493j),(0.1543805062546177+0.03050587621538318j),(0.12421497228237899-0.0167838240842351j),(0.07112080470658377-0.04632989435135559j),(0.011104645971728172-0.0349021700558855j),(-0.007915164331713609-0.022305571314928933j),(-0.004580348183741308-0.002769065200353134j),(-0.0037006609542339836+0.0013825307363445492j),(8.809596199964658e-05+0.00021131113863494304j),(4.4517920657845405e-05+0.00031912763699744486j),(3.208181693006298e-05-2.572963996844919e-05j),(-1.3432889502623348e-09+4.909539454430964e-06j),0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,(-8.51490830025111e-06+2.346254769859478e-05j),(-8.51490830025111e-06+2.346254769859478e-05j),(-0.0002645676180127617-0.00010273870816861514j),(-0.00027885216202224177-7.171064916919833e-05j),(-0.0003402663268483778-0.0035975149637369488j),(-0.0004061174861452383-0.0032555299691736372j),(0.016716042955435887-0.015891361529135745j),(0.013910112788442293-0.014204419638654067j),(0.08122705572152136-0.005364780635629747j),(0.06616237364303415-0.009089368389978158j),(0.15898597928661523+0.06364660616314148j),(0.12826965941448895+0.034107750535546114j),(0.1920794319004028+0.11048431921860634j),(0.15360327402381+0.05139379815704584j),(0.17030687902221578+0.04701806586379118j),(0.1228846055408552-0.007436490135129149j),(0.06775977167418105-0.039677413604221674j),(0.026360712034210355-0.04518726784570571j),(-0.004240289210442757-0.018476650086075557j),(-0.008988039861824072-0.00837043422912841j),(-0.0028510478462845297+0.0007920665844993065j),(-0.0007949114596932166+0.0009690847755730283j),(-1.88538393663277e-05+0.00032095921714762367j),(0.00010982090464937536-2.4862815607094103e-05j),(-4.388434387361347e-07+1.2861424547048881e-05j),(4.371784957992791e-07-7.95219920822795e-06j),0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,(3.5318759469507885e-07-5.567356228619956e-06j),(3.5318759469507885e-07-5.567356228619956e-06j),(-0.00010488784990201793+8.104967047985407e-06j),(-9.09083640318256e-05-6.1918464930873364e-06j),(-0.0007329794584264681-0.0014226602925934426j),(-0.000655896054644134-0.0013210971631611326j),(0.005569833479482572-0.010406256918998852j),(0.004642060818660753-0.009239248610406963j),(0.046865340127299294-0.01602670328939697j),(0.03808281005404189-0.015421959036589963j),(0.12317672438604522+0.02596915284706514j),(0.0984926339964678+0.01097326235371393j),(0.17700104906925437+0.0951180461044842j),(0.14212380846265218+0.04952766716069591j),(0.182182921265044+0.09097775609220522j),(0.14155407970374065+0.03147329416340887j),(0.12848511795414666-0.0011511147701835018j),(0.08108167414710973-0.03449183556830386j),(0.025282324156534138-0.03893323139181196j),(0.000824000148981649-0.030687427765020907j),(-0.0067249203451544125-0.007564961844303283j),(-0.00628155066956899-0.0006314416969403751j),(-0.00082029487246691+0.0004887770765422526j),(-6.887286020302647e-05+0.0008776872167338439j),(6.318563173717491e-05-4.108216405300677e-05j),(4.3821015351103824e-05+3.0092245307432624e-05j),(3.6034806509957035e-08-9.642767156714758e-06j),(4.013428795662738e-07+1.6906700856426208e-06j),0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,(1.1641629523499191e-07+4.894273876837523e-06j),(1.1641629523499191e-07+4.894273876837523e-06j),(-4.052744672344593e-05+1.8120621020411964e-05j),(-4.3238850536892444e-05+2.4393638544061128e-05j),(-0.0005440001553954833-0.0004758412594559418j),(-0.000517487103747178-0.0004287145007713395j),(0.0008537007605717768-0.0059973584794688365j),(0.0006301340249075717-0.00531414449677729j),(0.023629173068467405-0.016711577052169153j),(0.019307414267884734-0.015094559207735158j),(0.08609693067340918+7.243955204265306e-05j),(0.0692168808690232-0.005581578920848309j),(0.15206646266226723+0.06347961415383845j),(0.12175721909279434+0.03321887490436055j),(0.1790882034949086+0.10325710235083166j),(0.14270898572101146+0.047826997051759294j),(0.16040417323841816+0.052324456328710404j),(0.11782524850622898+0.0012259717516929247j),(0.0807707596358406-0.030305341978332418j),(0.03983274717685905-0.042365301486963304j),(0.0027753702956684894-0.0263645805969306j),(-0.008204762716251665-0.015476850588134748j),(-0.004638286217601468-0.0011171625634502744j),(-0.0028021123736418985+0.0010137935592001415j),(-9.469995734874734e-05+0.0006876540707808585j),(0.0001293338971587068+0.00016625390521404497j),(4.352989677818843e-05+4.7190667918868936e-05j),(2.689016680118522e-06-2.8718152243032727e-05j),(1.5404173262237337e-06+2.850935715360001e-06j),(-1.139181091581611e-06-1.160272896419748e-06j),0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,(5.2761023952489696e-08-1.4970141233840476e-06j),(5.2761023952489696e-08-1.4970141233840476e-06j),(-1.087020480822922e-05+1.3374350892234232e-05j),(-9.025522390282476e-06+9.528307560349172e-06j),(-0.0002941947628648656-9.790556093455459e-05j),(-0.0002704653565699866-9.605723590515762e-05j),(-0.0006042748764080781-0.002838635588108043j),(-0.0005791681284657613-0.002531741866896345j),(0.00972621467484177-0.012806382056815512j),(0.007867583198455073-0.01123581545870937j),(0.05400168997479806-0.013338621721631735j),(0.04325692656325269-0.013825498687103805j),(0.1218896405739598+0.030077234645042538j),(0.09711769863366954+0.013203058868442055j),(0.16623850580910615+0.09033361643140123j),(0.13325414502600666+0.046558472696875554j),(0.17002932064306608+0.08693218418835383j),(0.13233225193714063+0.03139648445952425j),(0.12786115130601408+0.010060043270000365j),(0.08498033845364321-0.024482917501441454j),(0.03913505611479624-0.03796763234978724j),(0.010978804790571955-0.03510431848543515j),(-0.005957032392711335-0.01340184013496731j),(-0.0080021096238042-0.0048319159469319625j),(-0.0024054784460185645+0.0005192770579326823j),(-0.0007326752419311316+0.0013600197561206508j),(1.5060519872012448e-05+0.00012735193669578606j),(0.00015678954335185605+0.00010426102267997819j),(-5.1292296901605855e-06-2.5406362679379175e-05j),(8.837212781698364e-06+2.1849264306714155e-07j),(-1.5637026905595828e-06-1.5051921282493172e-06j),(4.245738766323227e-07+3.4490543733314134e-07j),0j,0j,0j,0j
0j,0j,0j,0j,(2.7580398298654755e-07+9.05924418276642e-07j),(2.7580398298654755e-07+9.05924418276642e-07j),(-2.107493142190157e-06+6.3927715850086225e-06j),(-2.5988126219711922e-06+7.865751355006134e-06j),(-0.0001354462769435517+7.870590267535832e-06j),(-0.00012844933023923886+1.0651235305009293e-05j),(-0.0007658240243873567-0.0011945350106194632j),(-0.0007067283390513452-0.001063677988008408j),(0.002819103143652293-0.008217493509031504j),(0.002209604939124997-0.007204441430260119j),(0.029901015949921474-0.016548846920364527j),(0.02402114621699925-0.015173613612266048j),(0.08930309296602348+0.004665069602665034j),(0.07103705296446834-0.002743305857770418j),(0.14591806924393835+0.06305703493210907j),(0.11635534134434866+0.03246166523836696j),(0.16798823588776896+0.09728132646187872j),(0.1336712373895095+0.04523420613152077j),(0.15215054330328595+0.05467731368666318j),(0.1128277681190365+0.006429909917278399j),(0.08843195989454328-0.020557838814885907j),(0.049479012321129855-0.03701648426891544j),(0.011614093983561356-0.031204405641866724j),(-0.004078461103038599-0.0216796202794671j),(-0.006091555830323046-0.004702950337544372j),(-0.005052761920724757-8.009018033180481e-05j),(-0.0006442782832072647+0.0009093344658769127j),(-6.785116879124461e-05+0.0006348318606643843j),(0.00013171724040843266+9.662833585071502e-05j),(2.8525923904400128e-05-2.5726960639470146e-05j),(1.3356762658200924e-05+2.27474261657263e-06j),(-6.02907733447475e-06-4.202827612859225e-06j),(7.714437467875676e-07+3.621038985338369e-07j),(-3.46890711124252e-07-1.718302127133e-08j),0j,0j,0j
0j,0j,0j,(-6.405101832822185e-08-3.708049586510956e-07j),(-6.405101832822185e-08-3.708049586510956e-07j),(2.456169806961624e-07+2.703905942884386e-06j),(4.044654735230566e-07+1.8350595593034453e-06j),(-5.077736747194053e-05+2.568264402029752e-05j),(-4.737536930660902e-05+2.2718135988831458e-05j),(-0.0005275887393304707-0.000378887668635607j),(-0.0004821314399511893-0.00034049291577312407j),(-1.3855274123448748e-05-0.004523633275952089j),(-0.00012268666069560375-0.003940127640778721j),(0.014175206357324747-0.014330022649832205j),(0.011289172977609261-0.01259345125016548j),(0.059450655499318834-0.010263078760652777j),(0.047191057187699226-0.011950560487282732j),(0.11996851152149408+0.033129423687563955j),(0.09525039025410159+0.014845682380040241j),(0.15730276653957806+0.08617638465371037j),(0.12577964054170207+0.043892989755073906j),(0.16026193215178652+0.08357899228119138j),(0.12498050025751109+0.03115459690422554j),(0.12545267988384762+0.017837379327875092j),(0.08599071683223737-0.016900344314702342j),(0.050265545845767846-0.03405568199375795j),(0.020399381681956978-0.035838801387801454j),(-0.0023452179697041535-0.019167480318321394j),(-0.008049991104382696-0.009957214726811239j),(-0.00408657549472134-0.0004050279294053809j),(-0.0020986319967817996+0.0013511302102303412j),(-0.0001636910103929578+0.0005130295725566918j),(0.00023333368981469648+0.00028335707380076105j),(7.1753660708170445e-06-6.033758714783445e-06j),(3.612484695160364e-05-1.4249539487669707e-05j),(-7.092455467648207e-06-2.9967426699676205e-06j),(1.847533928609143e-06-5.972074710195805e-07j),(-4.952314113955534e-07-5.472434380660627e-09j),(1.48347847320616e-07-1.1721465044893834e-08j),0j,0j
0j,0j,(8.909328861232675e-08+1.654953422775399e-07j),(8.909328861232675e-08+1.654953422775399e-07j),(5.531613570583179e-07+8.870218485236371e-07j),(4.979186502305336e-07+1.243449911708084e-06j),(-1.6124154544407074e-05+1.8178094696451033e-05j),(-1.5300393284569752e-05+1.7959795942935275e-05j),(-0.0002951070199676852-7.924522040864101e-05j),(-0.00027045185270346367-6.904239229595793e-05j),(-0.0007791939041345784-0.002172446293275954j),(-0.0007309485696237115-0.0019038691767805454j),(0.005296877601084948-0.010157870372360649j),(0.004137155899750966-0.008828740256871788j),(0.03546895912880454-0.015672021645762296j),(0.028107618618411993-0.014747399473104272j),(0.09123451945258901+0.00860115187986028j),(0.07209134387974106-0.0003484215187032609j),(0.1402834619943204+0.06243428494412545j),(0.11160143797706153+0.03181518290623128j),(0.15856865809904716+0.09217755439077024j),(0.12607694863048116+0.04299178142380714j),(0.1451074649134039+0.05578908794621948j),(0.10843879409593056+0.00985582430438923j),(0.09255053142876532-0.01209606587398357j),(0.05569601251609849-0.031304087941545544j),(0.020850787666381772-0.03285955452790852j),(0.0018524816234198052-0.02602267151685394j),(-0.006272980949365743-0.009074607724842323j),(-0.006705612736119634-0.002528887221553978j),(-0.001796046991681244+0.0008068905241764252j),(-0.0006175945354064944+0.001155880403317216j),(0.00015250922834573566+0.0002124583497355749j),(0.00010132679849210948+6.054410254715966e-05j),(3.6268414110076646e-05-1.2353562514318117e-05j),(-7.712454110119655e-06-7.84941314168512e-06j),(2.991496717821245e-06-1.2821647945641233e-06j),(-1.723209978430478e-06+5.660701860210892e-07j),(2.1030831243590105e-07-5.8087415466599546e-08j),(-6.196183759457719e-08+4.6372081301269267e-08j),0j
0j,(-3.586226120699213e-08-7.986037114186875e-08j),(-3.586226120699213e-08-7.986037114186875e-08j),(2.9214282503563716e-07+2.6276981516437954e-07j),(2.8480459481390925e-07+7.97336948498893e-08j),(-2.9891309987986067e-06+9.595271134376656e-06j),(-2.8696829058895756e-06+8.740155197469658e-06j),(-0.00013464386315462383+1.890743228248683e-05j),(-0.00012362993796184943+1.7741657690808317e-05j),(-0.0007351288867438386-0.0008778593948002551j),(-0.0006680608379414461-0.0007642805495544611j),(0.0010482520978651738-0.006228558442642104j),(0.000700827752608671-0.005368335214206207j),(0.018561906552305416-0.015107477121811147j),(0.014621049867419697-0.013380682566279728j),(0.06363443932435406-0.007162458321442664j),(0.05014152364341367-0.010047711425466977j),(0.11777528463225893+0.03540144159682718j),(0.09320807553713739+0.016042541745351926j),(0.14969489267110397+0.0825746869726658j),(0.11945572495331483+0.04164262921130696j),(0.15200465074899797+0.08053885379453884j),(0.11870396998436886+0.030863237813074085j),(0.12262841021673998+0.02329046625374647j),(0.08575122099559775-0.011267271644437075j),(0.05842290474261781-0.028842928786581783j),(0.028205607935967526-0.03430716941220431j),(0.003008289256930343-0.02371197291785609j),(-0.00624140311714539-0.014777019118176738j),(-0.005397637632681014-0.002559758484526376j),(-0.0038194031761157256+0.0006005218841038085j),(-0.0005852218587678657+0.0008851660880702572j),(0.0001018651954567204+0.0006056550621818266j),(6.562315714593798e-05+7.870918434755013e-05j),(8.343925363356292e-05-2.3015520622914218e-05j),(-6.971265996109082e-06-1.2463821913913501e-06j),(2.916942595741596e-06-7.2817945008565894e-06j),(-1.8698222759444488e-06+9.5351962076497e-07j),(4.037857274819844e-07-4.0112471154806e-07j),(-8.705491100326299e-08+7.467854190657875e-08j),(2.509263121908066e-08-2.8309561557682918e-08j)
