 (1.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (1.958718783221917725e-01+1.166295646875952774e-01j), (2.190038466248225499e-02-3.741249639591151532e-02j), (1.432003721436883419e-02+1.487807987263391890e-02j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (-7.699870886507503842e-03-1.902428021202799560e-03j), (-2.843590111950381263e-03+8.158835466756154259e-03j), (2.223982256312012629e-03-1.327673459165286656e-03j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (-7.044579539474133366e-03-4.484370367793416925e-03j), (-1.168817780962853794e-03-8.535902300215937773e-04j), (-2.440839153431871144e-03+5.725049103230169488e-03j)
