 (1.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (7.270120093481732826e-02+1.851736327765225384e-02j), (2.495342737727523821e-03-1.401378615420209410e-02j), (6.672045979640563694e-03+3.361535222962892203e-03j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (-8.933997727387132243e-03-2.687424858209353732e-03j), (1.033145132664291732e-03+3.227765953682516700e-03j), (-2.690490312285714024e-03-1.444892566571346184e-03j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (-3.989563399147539463e-02+4.780226242070977766e-02j), (7.458048101721698880e-03+8.477968611737576182e-03j), (-2.663101652418471861e-03+4.094847826496773348e-03j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (1.081003631098257506e-01+1.216446896090937410e-02j), (5.349712550575542146e-03-1.949508427012881448e-02j), (1.081573988881522758e-02-9.152772653917431262e-04j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (-2.597414034681474332e-02-3.240561486029750176e-03j), (3.030543030382990954e-03+5.191173743558713180e-03j), (-4.727236365523571592e-03+8.984502680988235967e-04j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (4.870174799468018900e-02+2.716293600280150940e-03j), (3.358469854286408101e-04-9.261566028559547678e-03j), (5.517039425316514270e-03-4.924781427422257780e-04j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (-1.377535958162407100e-02-5.362658062994150009e-03j), (-2.659873705863326655e-03+6.738542997858783593e-03j), (-4.354251110045461413e-03-3.287003039456244842e-03j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (-1.379149704780993808e-02-2.133816485134122729e-03j), (-4.593412570764702704e-03-2.701728029369193304e-03j), (-8.137130014945381101e-03+2.824474640139793599e-03j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (-1.369755073126341371e-02+2.498540569424517743e-02j), (4.572079615269331737e-03+4.072514204041479194e-03j), (-3.463361578994105460e-04+9.778427581219409912e-05j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (2.057940525902741957e-02-1.723730466634568583e-03j), (-1.581688577092447544e-03-6.996680160089465035e-03j), (-1.312175674595806793e-03+3.098238118173219594e-03j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (1.690144842721875550e-03-1.296655751716113865e-02j), (-1.488400165066493860e-03-4.926553765974763400e-04j), (9.964892822730067601e-04-3.415661049639300874e-03j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (-4.777475781362169188e-02+7.622085815211544768e-02j), (1.856126519120951737e-02+1.479788127321244456e-02j), (-7.623553508317961434e-03+1.763046814570968178e-04j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (2.089867517170407654e-03+6.307876288561713174e-03j), (-1.421159767191017276e-03-1.110396582824740332e-03j), (2.284899078169193732e-03+5.364238823041073134e-03j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (3.631277993180295066e-02-1.997185153814068706e-02j), (-4.212879334833913411e-04-6.609525018951256138e-03j), (2.679966798272843866e-03-3.538880809601796084e-03j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (-1.055191467659242349e-02+2.213082111329790769e-02j), (5.208515031863968428e-03+2.647678768567915571e-03j), (-3.694516448270462536e-03+2.691698039297856816e-04j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (1.573537932401547212e-01-3.569529754941689996e-03j), (1.105906180271847526e-02-4.092377736074919586e-02j), (1.028414314214094565e-02+1.369493303610320664e-02j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (-3.350749620907138727e-03-2.080074066749816250e-02j), (-8.462067863584934665e-03-1.190355435337062551e-03j), (-3.776989227678999046e-03+6.925243056883127746e-03j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (-1.047242428926406163e-02+6.677579386534629501e-04j), (-3.239707957618459446e-03+8.778586165580088817e-04j), (-2.694713233330082308e-03-2.118419567214252855e-03j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (1.521228330708170561e-02-1.421194842932344167e-02j), (1.185578938775690280e-03-8.490406149951161552e-03j), (-2.150722592954478363e-03-8.428800950833904848e-03j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (-3.848915931842578075e-02+1.006266522981032630e-03j), (-9.313155505931560579e-03+8.873603689646406695e-03j), (-9.260874033066300234e-03+1.227612503674442232e-02j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (-1.666855643273882151e-02+1.559358439625367632e-02j), (-1.543236682510121466e-03+7.462616977571134326e-03j), (-4.102066491948851146e-03-1.452173160148183739e-04j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (-7.256533867278063508e-03-4.111245490040459950e-03j), (-2.607556674306132222e-03+1.074794223378190737e-03j), (-1.494569409795786560e-03+5.083700880268695634e-03j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (1.286491055379893446e-03-2.983387912711524953e-02j), (-8.833257896609931006e-03-1.007708998706014110e-02j), (-5.379861312064915897e-04-9.040972412459115023e-03j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (7.058562753365602016e-02-5.746752726734119000e-03j), (5.525700799475831600e-03-1.711529097756105816e-02j), (7.900910363840527723e-03+4.859456967450267420e-04j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (-7.435088325434841688e-04-5.053304925075083158e-03j), (1.821012723483344468e-04-3.726342447012653131e-03j), (-2.473767177181662984e-03-4.663441534833940964e-03j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (2.493193991158016570e-02-3.203259356711817170e-03j), (-4.184439866659004086e-04-3.877079802224781685e-03j), (1.971408601634153969e-03+4.947844001176543959e-03j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (-5.908144083301448794e-03+1.519337332046705354e-02j), (4.064812206446297670e-03+2.859878849034997849e-03j), (1.054541318956121266e-03+1.369486364782060948e-03j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (-2.140946464318460238e-02-5.911721499313701486e-03j), (-6.935375830574582769e-03-6.685859505384450160e-03j), (-1.534233649613840102e-02-1.388490943350153932e-02j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (8.186614335500788653e-03-2.033763499026897126e-02j), (-2.573626830211137549e-03-8.083921101865220241e-04j), (2.352327589386873485e-03+2.787634313858859030e-04j)
