 (1.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (4.377638863161551486e-01+8.289724869739710511e-02j), (1.865945064607577586e-01-1.401934058309066977e-01j), (9.507260380056313520e-02-1.103350796827681501e-01j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (-3.638965071641589444e-03-2.982243359576350339e-02j), (9.348527724845419329e-02-3.651384260717639024e-02j), (1.974406502390588236e-02-5.834690392728202057e-02j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (5.812026008300449909e-02-1.964270253450630666e-01j), (1.589471874136020452e-02-4.818099005638153132e-02j), (-1.757972415254335091e-02-5.436720990030113887e-02j)
