 (1.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (6.864356390649239970e-01+9.244821826244782603e-02j), (1.635984155117420347e-01-1.394238383226554245e-01j), (1.249574932711321890e-01-1.233439243081407150e-01j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (3.301799542999135639e-02-1.465209224773502371e-02j), (2.897687435125637645e-01-1.740265427215750491e-02j), (4.962440378718956102e-02-1.468891590946198034e-01j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (3.364888860289395184e-02-2.630599678960728327e-01j), (1.320550999053589636e-01-6.112873691826252974e-04j), (6.665622080122549087e-02+1.561960430945463774e-02j)
