 (1.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (1.073568083957059521e-01+1.885209760846112692e-02j), (4.546732592296107156e-02-3.381512729893756258e-02j), (2.305439044152017211e-02-2.656870776741917725e-02j), (1.449940552274407435e-01+1.726310286402963148e-02j), (3.300182154097752729e-02+6.448067874388200768e-03j), (8.119939260674721021e-03+1.087013517787624450e-02j), (-6.697563530874282162e-03-3.585641919065319164e-03j), (1.189269145168210182e-02-1.577174542653867612e-02j), (-1.870129079673379241e-02-8.913910622068180536e-03j), (1.037596795875992718e-02+1.287290812298136876e-02j), (5.940456070137701411e-03-6.994785215147366828e-03j), (1.561956048645533890e-02-2.140078778547449892e-02j), (-1.428473155720347450e-02-5.838476877292803936e-03j), (2.235970147444355655e-02+5.996642381834235182e-03j), (-1.405130463782646930e-02-1.058448686943728491e-02j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (1.736839376814754837e-02-4.674998659884267715e-02j), (4.113248156199357172e-03-2.946328198814636423e-02j), (-7.126922221722233400e-03-2.078546643258394680e-02j), (-1.339122751355348263e-03-2.731648123405566383e-02j), (-1.127658992690994469e-02-1.178923387210270741e-02j), (9.700659010380944733e-03-5.866759533456110051e-03j), (-5.369379316441115144e-03-2.258819914023562584e-03j), (7.955263286118514909e-03+2.998111355149083671e-03j), (8.026953460017149239e-03-4.559132400669047014e-03j), (-1.041738239998113701e-04+1.286421213726730265e-04j), (3.749847658949256000e-03-5.139756586421093641e-03j), (5.784428477054556761e-03+7.910846502807079850e-03j), (3.311301939799641755e-03-1.073182627611533706e-02j), (-2.929750298714590018e-03+7.498580571072646118e-03j), (1.952969588493458971e-03+9.585768992853804099e-03j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (8.335698913100739876e-03-3.616015834184487659e-02j), (9.962292131530615588e-04-1.850796087576186619e-02j), (-5.805152388234977208e-03-1.361304777254546475e-02j), (-2.112458941667574516e-02-2.034923693467412947e-02j), (-3.007938496446525486e-02-2.336073185020011087e-02j), (1.709159084500062138e-03-7.050416976334582947e-03j), (-1.592361170790674088e-02+2.462744066353631141e-03j), (3.655223979850431848e-02+1.425771980007252068e-02j), (-4.415130081087906104e-03-3.426239356272065689e-02j), (1.765955894705648803e-03+8.484670920969923300e-03j), (-3.225970636938594194e-03-1.574168175990510454e-02j), (1.529169308377708800e-02+1.628602614059283457e-02j), (6.020904347708709581e-03-2.457784527398165775e-02j), (-1.588988660905518366e-02+2.889224210363391596e-02j), (1.013624037439708921e-02+2.146751713784981336e-02j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (1.666509629806159076e-01+2.160895803748182423e-02j), (3.930430089012073441e-02-3.422079488772952760e-02j), (3.341968788946599045e-02-2.646362578047042891e-02j), (1.808547731635813949e-01-2.068408926240539875e-03j), (4.394242376603604144e-02-1.864872596574837851e-02j), (1.572592610697453371e-03+1.690731444640703601e-02j), (-7.458436850583777603e-03+1.663497110069335830e-02j), (-5.054256008466999697e-03+2.037784558346602062e-02j), (-2.442701063217124144e-02+1.290304831941854920e-02j), (1.705708638256660595e-02+8.004881759037865696e-03j), (4.835005336235527994e-03-2.300295785217105256e-03j), (-7.421679272183189652e-03-9.348545660367104521e-03j), (-1.307647710667553947e-02+2.521784291472301334e-02j), (1.139005575665954888e-02-2.740728643382444110e-02j), (-3.649054725991723175e-02-1.994802859319444541e-03j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (4.191802707435175052e-02+4.363700752198849259e-02j), (1.704872162789753537e-02+3.509698347572330623e-03j), (1.540544769784274633e-02+8.690201722601672554e-04j), (9.669841917302107737e-03+1.832170341078068199e-02j), (-1.463721355038950355e-03+7.588520897518849680e-03j), (1.998742138093062993e-03+4.109437137797717320e-03j), (1.943916906652136574e-03-4.415432796335694819e-03j), (5.317457574720898736e-03-3.221478706595501135e-03j), (1.833846503154625256e-03+2.832672335555915140e-03j), (9.967867647632730477e-03-9.677943179149266217e-03j), (9.424960455048913069e-03-5.156371313564141537e-03j), (-7.587775234807141340e-03+8.965802896936303154e-03j), (-3.391832185149096148e-03-1.111785582466313232e-02j), (5.622438620988712277e-03+1.329660286175196951e-02j), (5.608446808025507402e-04+3.601626548755044576e-03j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (9.534921947174073570e-03-2.661212171750620623e-02j), (-5.594502471206330360e-03-6.250260962525475660e-03j), (-4.426612249730555587e-03-5.086736284685346166e-03j), (-1.387862794991709565e-02-3.484775607241440837e-02j), (2.295017853730036209e-02-1.173149223056363377e-02j), (-1.526513717971857664e-06-1.693380742851543011e-02j), (-1.244800211523506422e-02-6.003706576424109979e-03j), (-1.178495118543327128e-02-6.563270376913554575e-03j), (6.659125063880316948e-03-1.116559106074606171e-02j), (-1.099464247636249524e-02+1.017250913198542578e-02j), (6.921308096993683198e-04-1.185659462592245604e-02j), (-3.166638409640413435e-03-1.033072397519454099e-03j), (-8.227567696172782483e-03+1.747008690932899330e-02j), (2.490845915752340489e-03-2.628689617222334726e-02j), (-7.541613034772950107e-03-4.109734826593560396e-03j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (1.358933412585124068e-02-3.020887200006471766e-03j), (4.398569826050547152e-03-4.730300571616457943e-03j), (1.143564741849463278e-03-4.446621630786960419e-03j), (-2.991263075290802320e-02+1.725945653854953771e-02j), (-7.194957439448710149e-03-2.247239588797605644e-02j), (-8.184204803058592326e-03-2.440173146659846935e-03j), (7.472091583774292619e-05+1.639707670585399679e-02j), (-7.013626507011852876e-03+8.873742848949074669e-03j), (-2.349360223772638256e-02-3.653802992430317011e-03j), (2.385016111852335252e-02+9.862464153980367992e-03j), (-7.103093355240804214e-03-4.989148021472893449e-03j), (-1.204369579753949461e-02+7.513365703405423465e-03j), (5.866282652882263450e-03+1.133289056033236902e-02j), (-2.107730821612379887e-02-8.178891811117789887e-03j), (-1.016155063532732557e-02+3.365776053742928955e-03j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (2.904622939521677577e-02-6.804506365379468791e-02j), (3.243755777898026105e-02-3.091261099194476947e-02j), (6.843874844235096661e-05-3.604124882937293634e-02j), (-6.931337409715842071e-03-1.037180640212817355e-02j), (-7.707247373502487155e-03-1.177356472451440532e-02j), (1.398704253990254616e-02+4.508270270739651170e-03j), (1.165549369306521400e-02-2.358787506263817363e-02j), (1.576213524650178430e-02-5.884665920417240549e-03j), (1.894453596584914912e-02+3.503215976045652349e-03j), (-9.304422433768264056e-03-5.490513216963773153e-03j), (1.111259124927457560e-03-1.474167273444866111e-03j), (1.849683294670505240e-02+1.054792902041496068e-02j), (1.790586312719274001e-02-2.150146307145416741e-02j), (-1.038419127525870046e-02+3.027001985492392550e-02j), (5.657796997668357308e-03+1.464711751366379322e-02j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (1.841599304209000712e-02-2.743178933266536557e-02j), (-3.704162901868412409e-03+8.138877310984648714e-03j), (6.029620627743576163e-03-5.998510538503648007e-04j), (1.247861194685509142e-02+2.152861246662994446e-04j), (3.235949394032278104e-02-1.722810984359766234e-02j), (1.069090552401476268e-02+6.107337881081968678e-03j), (1.365323469600868318e-02-9.536023467582206703e-03j), (-2.060378997595605811e-03+2.148831775218016174e-02j), (1.941337709936647934e-02+1.482270008387701066e-02j), (5.815212193407917228e-04-1.976719290674890453e-02j), (8.362221974640694083e-03+3.181530788590989072e-03j), (-1.554090686764610617e-02+2.045072974483606518e-02j), (2.322459893101899708e-02+1.877795112699767385e-02j), (-2.314241160326886704e-02-2.565568293021175048e-02j), (-2.253292528594555075e-02+3.042815248973796804e-03j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (-5.211064902125882303e-02-2.393446060938074493e-02j), (-8.003498178502068544e-03-3.985208504184275559e-03j), (-1.549244527229021347e-02-2.073514089132092592e-03j), (-1.104336352424981592e-02-6.706798054520983141e-03j), (-5.451263956787315984e-02-1.145302927415329380e-02j), (-8.386717250804569951e-03-1.161736192882120364e-02j), (-1.213687910626782933e-02+6.576509545483839869e-03j), (3.675123739434348058e-02-2.105261173009929931e-02j), (3.381321456747315816e-03-1.609421851490752328e-02j), (-8.211715070906067983e-04+4.515054423272497029e-03j), (-5.390375253471672672e-03-5.773410412327272673e-03j), (3.033178176000263584e-02-9.992038242326610128e-03j), (6.171720419185633584e-03-2.975383806305842774e-02j), (-1.136254883838839873e-02+3.191759907518467582e-02j), (2.407007919047620195e-02+1.591915815875419998e-02j)
