,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,"1,3","1,6","1,12","1,k","2,3","2,6","2,12","2,k","3,3","3,6","3,12","3,k","4,3","4,6","4,12","4,k"
36,36,36,36,36,36,36,36,36,36,36,36,36,,,,,(-0.2617980796718848-0.035017267601801405j),(1.1823185318904506-0.051390582315859815j),(0.9999985144830786+5.7245976710546024e-05j),(0.9999985144830786+5.7245976710546024e-05j),(0.15094759811247194-0.5249614586720658j),(0.9999857990107645-9.489646407555153e-05j),(0.9999857990107645-9.489646407555153e-05j),(0.9999857990107645-9.489646407555153e-05j),(0.7580624863744672-0.3493400646946056j),(1.000040376506767+0.00012262916560158474j),(1.000040376506767+0.00012262916560158474j),(1.000040376506767+0.00012262916560158474j)
37,37,37,37,37,37,37,37,37,37,37,37,37,,,,,(-0.23075288107400474+0.017970431966330237j),(1.2369064226928974-0.0974283090086308j),(1.0000251038318546+3.614378561115096e-05j),(1.0000251038318546+3.614378561115096e-05j),(0.07128297817217326-0.4968768172904054j),(1.0003191961269642+7.575496985021767e-05j),(0.9999378907134384-4.9966784106008417e-05j),(0.9999378907134384-4.9966784106008417e-05j),(0.7007128442745945-0.39404013161094487j),(1.0000288736680167+0.00011014209669117148j),(1.0000288736680167+0.00011014209669117148j),(1.0000288736680167+0.00011014209669117148j)
38,38,38,38,38,38,38,38,38,38,38,38,38,,,,,(-0.1927804095945315+0.05626000902275127j),(1.276852921294565-0.16935582669653018j),(1.0000365777734197+2.199303706626123e-05j),(1.0000365777734197+2.199303706626123e-05j),(-0.002127028289394532-0.45834774116698457j),(1.0009312010855425+6.455660607234762e-05j),(0.999981724165588-4.101781765897734e-05j),(0.999981724165588-4.101781765897734e-05j),(0.6271100977022904-0.43968064008880525j),(1.000095951574757+9.746325323768069e-05j),(1.000095951574757+9.746325323768069e-05j),(1.000095951574757+9.746325323768069e-05j)
39,39,39,39,39,39,39,39,39,39,39,39,39,,,,,(-0.15309175272468595+0.08377726140686456j),(0.9230996112069728-0.17849098716689268j),(0.047239257579141644-0.1145495237761646j),(0.5675714326827381-0.012553213246804761j),(-0.055509072596567434-0.4105317484498131j),(1.0013667038036618-0.0001350218332170498j),(0.9999544670227795-1.0764751205247035e-05j),(0.9999544670227795-1.0764751205247035e-05j),(0.5519476438306663-0.46610450034688256j),(1.0001058289352034+4.455276768700195e-06j),(1.0001058289352034+4.455276768700195e-06j),(1.0001058289352034+4.455276768700195e-06j)
40,40,40,40,40,40,40,40,40,40,40,40,40,,,,,(-0.11375791314319439+0.09836927609477321j),,,,(-0.10515011383023672-0.3601373615368489j),(1.003792979750013-9.933315153611061e-05j),(0.9999767274441543+2.0652912901680314e-05j),(0.9999767274441543+2.0652912901680314e-05j),(0.49218438114756835-0.47245279279924085j),(1.0000756417714487-5.304364035173969e-05j),(1.0000756417714487-5.304364035173969e-05j),(1.0000756417714487-5.304364035173969e-05j)
41,41,41,41,41,41,41,41,41,41,41,41,41,,,,,(-0.07700518602639038+0.10438441908633962j),,,,(-0.1449261732530913-0.30530490769528723j),(1.0069524100476106-0.0010249347909158817j),(0.9999846541430573-3.1940181802080014e-06j),(0.9999846541430573-3.1940181802080014e-06j),(0.4181820598459961-0.4892422427056469j),(1.000066117737431-4.303250874854845e-05j),(1.000066117737431-4.303250874854845e-05j),(1.000066117737431-4.303250874854845e-05j)
42,42,42,42,42,42,42,42,42,42,42,42,42,,,,,(-0.04508237838031107+0.10153975108398305j),,,,(-0.16654527124228097-0.25149478751254756j),(1.0093047032515559-0.0028471365942119914j),(0.9999996695160334+1.5003963504590166e-05j),(0.9999996695160334+1.5003963504590166e-05j),(0.33329068641414505-0.4997913474921591j),(1.0000488096098936-7.017054265360406e-05j),(1.0000488096098936-7.017054265360406e-05j),(1.0000488096098936-7.017054265360406e-05j)
43,43,43,43,43,43,43,43,43,43,43,43,43,,,,,(-0.0180366788693924+0.09344999322648095j),,,,(-0.1828782602652009-0.1982503242103011j),(1.0168439209747593-0.005274064174405874j),(1.0000179929399453+5.719046814595819e-06j),(1.0000179929399453+5.719046814595819e-06j),(0.25586488214724173-0.49309967406905975j),(1.0000026734413165-5.8965712006815223e-05j),(1.0000026734413165-5.8965712006815223e-05j),(1.0000026734413165-5.8965712006815223e-05j)
44,44,44,44,44,44,44,44,44,44,44,44,44,,,,,(0.0026022316636174847+0.08101899433570266j),,,,(-0.19020871005617665-0.1465077147132991j),(1.0256830489474558-0.010617930481783907j),(1.0000065910678841+1.2444568592423645e-06j),(1.0000065910678841+1.2444568592423645e-06j),(0.19989693739750514-0.4750982801845939j),(0.9999820256989888-3.8631215767709726e-05j),(0.9999820256989888-3.8631215767709726e-05j),(0.9999820256989888-3.8631215767709726e-05j)
45,45,45,45,45,45,45,45,45,45,45,45,45,,,,,(0.017995590913501315+0.06662461364243334j),,,,(-0.1855823497742019-0.102403044798033j),(1.0315135157451687-0.017978376671442142j),(1.0000180490018336-5.695662107306712e-06j),(1.0000180490018336-5.695662107306712e-06j),(0.1341166229400075-0.4579806282419891j),(0.9999883542228781-3.588783781414798e-05j),(0.9999883542228781-3.588783781414798e-05j),(0.9999883542228781-3.588783781414798e-05j)
46,46,46,46,46,46,46,46,46,46,46,46,46,,,,,(0.027584044893343422+0.05156293189596715j),,,,(-0.1770269009444625-0.06162286108591888j),(1.046584414756273-0.029055173622039056j),(1.0000147129877068-1.529477130193837e-05j),(1.0000147129877068-1.529477130193837e-05j),(0.06537449402189544-0.43242341067640755j),(0.9999806136093553-3.020954538497262e-05j),(0.9999806136093553-3.020954538497262e-05j),(0.9999806136093553-3.020954538497262e-05j)
47,47,47,47,47,47,47,47,47,47,47,47,47,,,,,(0.032902749990599056+0.03698329111071173j),,,,(-0.16311926128230403-0.025783070676465916j),(1.0623541356930624-0.04641461807163807j),(1.0000133435952157-9.782888166188276e-06j),(1.0000133435952157-9.782888166188276e-06j),(0.009717311841024293-0.3973924684972639j),(0.999985682235186-1.3723070973893668e-05j),(0.999985682235186-1.3723070973893668e-05j),(0.999985682235186-1.3723070973893668e-05j)
