,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,"1,3","1,6","1,12","1,k","2,3","2,6","2,12","2,k","3,3","3,6","3,12","3,k","4,3","4,6","4,12","4,k"
22,22,22,22,22,22,22,22,22,22,22,22,22,28.928740978240967,312.4096870422363,,,1.1273610591888428,1.1912219524383545,1.3458800315856934,1.2029619216918943,3.8308651447296143,4.121579170227051,4.149350881576538,4.170348882675171,51.5953381061554,48.03519320487976,48.13226294517517,48.10841178894043
23,23,23,23,23,23,23,23,23,23,23,23,23,50.32871890068054,,,,1.4001379013061523,1.5574100017547607,1.7391228675842283,1.542402267456055,4.195401906967163,4.487736225128174,4.518502950668335,4.5399329662323,56.07968497276306,52.45123910903931,52.55420303344727,52.51484799385071
24,24,24,24,24,24,24,24,24,24,24,24,24,89.16496396064758,,,,1.7128729820251465,2.170639038085937,2.22841215133667,1.9917609691619875,4.604353904724121,4.855987071990967,4.8923180103302,4.919113874435425,60.58911919593811,56.924973011016846,56.99289512634277,56.96890187263489
25,25,25,25,25,25,25,25,25,25,25,25,25,161.41341590881348,,,,2.102712154388428,3.0561680793762207,2.991883993148804,2.692625045776367,4.99736213684082,5.259977102279663,5.30864691734314,5.325901985168457,65.53055810928345,61.62472414970398,61.68237400054932,61.709736824035645
26,26,26,26,26,26,26,26,26,26,26,26,26,298.4005570411682,,,,2.5007519721984863,3.948302984237671,4.110925197601318,3.604313850402832,5.440690040588379,5.71611213684082,5.763994932174683,5.790501832962036,70.81411528587341,66.51346135139465,66.54882192611694,66.54809284210205
27,27,27,27,27,27,27,27,27,27,27,27,27,347.0081489086151,,,,3.030404806137085,5.330196142196655,5.909884214401245,4.967599868774414,5.8981099128723145,6.191535234451294,6.250475883483887,6.276290893554688,76.65948820114136,71.77434635162354,72.02600693702698,71.8494930267334
28,28,28,28,28,28,28,28,28,28,28,28,28,,,,,3.7006258964538574,7.217673063278198,8.432530879974365,6.826513051986694,6.395343065261841,6.723445177078247,6.789056062698364,6.813180923461914,82.66592693328857,77.09124708175659,77.46581697463989,77.14391803741455
29,29,29,29,29,29,29,29,29,29,29,29,29,,,,,4.557263851165772,10.140470027923584,12.11807107925415,9.995073080062866,6.957528114318848,7.331833124160767,7.402180910110474,7.42798900604248,88.33860301971436,82.6592230796814,83.50419688224792,82.73767495155334
30,30,30,30,30,30,30,30,30,30,30,30,30,,,,,5.452914953231812,14.023288011550903,17.307167053222656,13.747820138931274,7.550563097000122,7.989715099334717,8.05768609046936,8.09742784500122,94.22377824783324,88.44075512886047,89.38091492652893,88.53407692909241
31,31,31,31,31,31,31,31,31,31,31,31,31,,,,,6.589371919631958,20.02258610725403,24.108325242996216,19.65075707435608,8.201160907745361,8.763165950775146,8.817903757095337,8.873458862304688,100.48846006393433,94.6484920978546,95.6089859008789,94.740562915802
32,32,32,32,32,32,32,32,32,32,32,32,32,,,,,8.486472845077515,28.07305598258972,33.604248046875,27.519180059432983,8.939018964767456,9.66176414489746,9.717660903930664,9.799856901168823,106.82700085639954,100.9882161617279,101.99208688735962,101.07767796516418
33,33,33,33,33,33,33,33,33,33,33,33,33,,,,,10.22785210609436,40.40455102920532,48.37920093536377,39.72245502471924,9.768671989440918,10.673501014709473,10.727906942367554,10.833269834518433,113.5165672302246,107.71970510482788,108.72939491271973,107.76006507873535
34,34,34,34,34,34,34,34,34,34,34,34,34,,,,,12.292001008987429,57.18599915504456,68.78169107437134,56.36010098457336,10.665021896362305,11.919040203094482,11.957022905349731,12.087294816970823,120.46097326278688,114.6892511844635,115.75156497955322,114.7777967453003
35,35,35,35,35,35,35,35,35,35,35,35,35,,,,,15.092242002487184,82.4689290523529,98.85570311546326,82.24609899520874,11.678268194198608,13.401705026626589,13.437408924102783,13.616523027420044,128.11586689949036,122.22011017799376,123.2558889389038,122.37155508995056
36,36,36,36,36,36,36,36,36,36,36,36,36,,,,,18.36321997642517,118.38987302780151,139.2952229976654,117.3071949481964,12.777350187301636,15.132105112075806,15.154623985290527,15.39414095878601,135.9698760509491,129.9956681728363,131.0082929134369,130.1164300441742
37,37,37,37,37,37,37,37,37,37,37,37,37,,,,,22.451245069503784,170.74861216545105,202.6919801235199,171.62682914733887,14.015194177627563,17.330594062805176,17.375540018081665,17.678564071655273,144.11141800880432,138.32300734519958,139.35695505142212,138.40556478500366
38,38,38,38,38,38,38,38,38,38,38,38,38,,,,,27.51586675643921,238.3037760257721,288.23452711105347,245.3617649078369,15.439167022705078,20.0498640537262,20.08415579795837,20.449513912200928,152.60716915130615,147.08014011383057,148.13811802864075,147.19510293006897
39,39,39,39,39,39,39,39,39,39,39,39,39,,,,,34.18168878555298,303.0662341117859,303.03746819496155,304.6773450374603,16.99930500984192,23.267147064208984,23.298871994018555,23.74000310897827,161.6976981163025,156.60941910743713,157.64507389068604,156.6758258342743
40,40,40,40,40,40,40,40,40,40,40,40,40,,,,,42.14531469345093,,,,18.78810214996338,27.486417055130005,27.540326833724976,28.100132942199707,171.0662910938263,166.6490170955658,167.75280380249023,166.61846494674683
41,41,41,41,41,41,41,41,41,41,41,41,41,,,,,52.89003491401672,,,,20.96837592124939,32.753239154815674,32.8613498210907,33.56127095222473,181.08000707626343,177.66051411628723,178.84071397781372,177.5893919467926
42,42,42,42,42,42,42,42,42,42,42,42,42,,,,,66.40856289863586,,,,23.26606297492981,39.17336916923523,39.30146408081055,40.18481206893921,191.6562271118164,189.638731956482,190.7622401714325,189.48913097381592
43,43,43,43,43,43,43,43,43,43,43,43,43,,,,,85.12911891937256,,,,25.83422303199768,47.68703317642212,47.95358371734619,49.06619596481323,202.95307302474976,202.7788462638855,203.967139005661,202.5350329875946
44,44,44,44,44,44,44,44,44,44,44,44,44,,,,,108.49439907073976,,,,28.78002905845642,58.38135600090027,58.81064486503601,60.1832230091095,214.95975303649905,216.89915800094604,218.08746790885925,216.64824390411377
45,45,45,45,45,45,45,45,45,45,45,45,45,,,,,141.73578596115112,,,,32.07529807090759,71.41430306434631,71.94163990020752,73.74859595298767,227.7455620765686,233.0477292537689,234.2501609325409,232.75041794776917
46,46,46,46,46,46,46,46,46,46,46,46,46,,,,,184.00196886062625,,,,35.838842153549194,88.83806800842285,89.95595383644104,92.10924005508424,241.277971982956,251.0491282939911,252.19977188110352,250.63874411582947
47,47,47,47,47,47,47,47,47,47,47,47,47,,,,,243.77522492408752,,,,40.080281019210815,110.88290214538574,112.54512596130373,115.62379479408264,255.88907194137573,271.24901127815247,272.4005069732666,270.5781719684601
