 (1.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (7.736305694128930988e-01+0.000000000000000000e+00j), (1.095619718606558046e-01+0.000000000000000000e+00j), (-8.757907298309072774e-02+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (-8.695555498910363668e-02+0.000000000000000000e+00j), (7.060275782782196585e-02+0.000000000000000000e+00j), (-1.147175307237986164e-01+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (-4.510227029179962599e-02+0.000000000000000000e+00j), (1.892945643039437020e-02+0.000000000000000000e+00j), (5.507858914643402881e-02+0.000000000000000000e+00j)
