 (1.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (8.823694481053078187e-01+0.000000000000000000e+00j), (2.413517425721823512e-02+0.000000000000000000e+00j), (-3.813181017423653008e-02+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (-3.791780030502656801e-02+0.000000000000000000e+00j), (1.604072434148936244e-01+0.000000000000000000e+00j), (3.524226226813325646e-01+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (1.122616765684275597e-01+0.000000000000000000e+00j), (-5.651242097661161035e-01+0.000000000000000000e+00j), (3.214234615829873465e-01+0.000000000000000000e+00j)
