 (1.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (6.764371881903105121e-01+0.000000000000000000e+00j), (4.729333607118105243e-02+0.000000000000000000e+00j), (-2.504659807858238690e-02+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (2.585707657908531409e-02+0.000000000000000000e+00j), (-1.247457178651808080e-01+0.000000000000000000e+00j), (-6.399785996414629474e-03+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (1.371321579192751883e-01+0.000000000000000000e+00j), (1.712148408610007777e-02+0.000000000000000000e+00j), (-1.331621990652205600e-01+0.000000000000000000e+00j)
