 (1.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (6.764635974529737972e-01+0.000000000000000000e+00j), (1.052494454650857864e-01+0.000000000000000000e+00j), (-1.085315600095281136e-01+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (-7.602220099687033439e-02+0.000000000000000000e+00j), (-3.151637181835927060e-02+0.000000000000000000e+00j), (6.170604476324340754e-02+0.000000000000000000e+00j)
 (0.000000000000000000e+00+0.000000000000000000e+00j), (-4.649670200572831452e-02+0.000000000000000000e+00j), (-1.735518163251798321e-02+0.000000000000000000e+00j), (1.062809140354892268e-03+0.000000000000000000e+00j)
