-12.0,-11.5,-11.0,-10.5,-10.0,-9.5,-9.0,-8.5,-8.0,-7.5,-7.0,-6.5,-6.0,-5.5,-5.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.0,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.00032289779583170993+0.0006296424920728432j),(0.0002919016471394534+0.0003396547036581353j),(0.002812738975459595+0.00017855498167231783j),(0.0019578490192981475+0.0003404030825190778j),(0.006771293522208016+0.0006221057019230963j),(0.006499353720597618+0.0004260772142096719j),(0.019215960690898492+0.00035926842638324614j),(0.018105544944084423+0.00024835808329593987j),(0.03940482131235523+0.005599008286423694j),(0.040253027313638515+0.00416951052336572j),(0.06036755587110884+0.015245446332722654j),(0.06667768277541258+0.016029826749868636j),(0.07560555377744117+0.023955386580197514j),(0.08463734693589761+0.03013333566692215j),(0.07898833875900188+0.026305274640703827j),(0.08504790200591227+0.034700076620975635j),(0.06708797618965814+0.01951346413255679j),(0.0672340378439857+0.023491125485382982j),(0.04208430609158347+0.006464689309194846j),(0.03635724705545192+0.0038426954024234367j),(0.013226736970619015-0.003305142925245631j),(0.006023402795366757-0.006574495284046065j),(-0.0029647618232419193-0.0035644480746387834j),(-0.005750371343449454-0.002392877811352563j),(-0.0014364576506557029-8.292220869527913e-05j),(-0.0016542999855747634+0.001052353900352531j),(0.000258314527729237+0.0004500399059789425j),(0.0006049252991519392-1.577771317868979e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.000614797093840924+0.0009693022836213478j),(0.0005219450132152686+0.0005049455237372489j),(0.004248657181177709+1.4021861060752695e-05j),(0.0030371673334794944+0.00039628811294800193j),(0.010233479973484465+0.0006519320544144851j),(0.009838172115359178+0.0003248657492420261j),(0.02672395159330427-0.0002821584354678446j),(0.0257665303999252-0.00015813373057757036j),(0.05267218976617824+0.004700689624949794j),(0.05404862032019171+0.003677810667236983j),(0.07794335991710673+0.014155384120407021j),(0.08534686321266835+0.015362289642129347j),(0.09284986638665216+0.021338684845258325j),(0.10269724308739177+0.02731545103181357j),(0.08944924555933724+0.020579365659935116j),(0.09520518422355845+0.026733739937592833j),(0.06537111608719119+0.010717267875722036j),(0.06300193963000811+0.01054931676333772j),(0.02804105765495212-0.001187809706613914j),(0.019743368839071063-0.00514896020232715j),(-0.0004928781797212989-0.004730562807761417j),(-0.006476313981184012-0.005007371003663047j),(-0.002238831803387183-0.0009500719772633434j),(-0.0031148483295785692+0.00015993346674765164j),(2.4051984925551142e-05+0.0008094443625236589j),(0.000863247211492642+0.00043428518074141133j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.0011367390624714645+0.0014742563803778572j),(0.0009190394628660637+0.0007373472043459831j),(0.006366806853308192-0.0003270255993476288j),(0.004699585854982741+0.00043988907904776253j),(0.015372068604938194+0.000536967929298286j),(0.014796481647172137+4.782701563096557e-05j),(0.03682374691519189-0.001213691356754719j),(0.036399958734564766-0.0007953384443659447j),(0.06889079372812158+0.0030729505212738874j),(0.07128827811314718+0.0028129527308053534j),(0.0970549358413889+0.01165830269044974j),(0.10542222403177753+0.013558754733693789j),(0.10741292233116892+0.01675297515004275j),(0.11709195474783372+0.021891676855481528j),(0.09091763833500863+0.012999234832955817j),(0.09367810212454089+0.015000481833740012j),(0.049300949697180185+0.0021688580883445214j),(0.04163179486031239-0.001678201854428346j),(0.006153175774094701-0.004658290624009625j),(-0.003978026058106872-0.007481941544915201j),(-0.0029910863422982826-0.0022561047137415616j),(-0.004767594810497147-0.0019018621594105896j),(-0.0005861081423670526+0.0011116257569041429j),(0.0008872923898050582+0.0012437669297033222j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.0020557748615010435+0.0022116178902518635j),(0.001597880221658216+0.0010546339740077147j),(0.009468545148853256-0.0009417567814011751j),(0.007259955072309321+0.0004594610391808814j),(0.022908603706524172+0.00012542721222716415j),(0.02208646633823028-0.000515892170737757j),(0.05026725765927181-0.002392046949302191j),(0.050972018642079814-0.0016966686475709846j),(0.08793883690962494+0.0009978416187378357j),(0.09218522327743346+0.0018843685150896745j),(0.11537254725724852+0.008535082546208678j),(0.12490969430177602+0.01148149867247834j),(0.11399692387012247+0.01181570663065874j),(0.12179294800605578+0.014850279291976852j),(0.07594920894566586+0.005872848608481305j),(0.07166096609428345+0.0030895206573116223j),(0.019272532540792794-0.002598387688869361j),(0.005281617044198154-0.008482976958949813j),(-0.0031062069820442404-0.0036572923716631555j),(-0.006044433818455113-0.005199777301388358j),(-0.0017142297711154476+0.0010416749439860968j),(0.0003011468010278818+0.0023554386900452315j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.003653651252135448+0.003266275501230344j),(0.0027462073150702174+0.0014725938534602104j),(0.013982340667820307-0.00195487490441171j),(0.011202132822800356+0.0004379596958305992j),(0.03379295925452512-0.0008282787981578414j),(0.03267313928056662-0.0014611128135211644j),(0.06787481354747621-0.0036384051785436845j),(0.07065849212398972-0.0027207788228786893j),(0.10883938319024637-0.0005810801211837306j),(0.11657505544420144+0.0016980580630305488j),(0.12843545895642428+0.006812514083203772j),(0.1397342672504978+0.010187036952898364j),(0.10445607138100557+0.008382679252025394j),(0.10689697981843212+0.007479274489817771j),(0.0407141339278233+0.0014837827168299668j),(0.0257232605087589-0.0067765033883707745j),(-0.0011685642776204834-0.004304728267597141j),(-0.005783254173841838-0.008950315010337464j),(-0.0033673000617572622+9.311338569310801e-05j),(-0.0014131703849580555+0.0033971469633037672j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.006399855860612507+0.0047389080006683465j),(0.004659999052665097+0.0019966176425005896j),(0.020524542471525-0.0035135197451798992j),(0.01728745752116286+0.00037233580936773224j),(0.04917868780240857-0.0026614995930768865j),(0.04797184760972684-0.0027932880619406077j),(0.09021093819849908-0.00449843212174518j),(0.09661093617714182-0.003645487192727775j),(0.1290105479927824+0.0002924025616551161j),(0.14236522067163718+0.0032489275875879644j),(0.12896975130716443+0.008240196123678736j),(0.1407395196539837+0.009377463755348679j),(0.07061456953380099+0.006485361744669916j),(0.0607267444203228-0.0023171351208735647j),(0.005711558476563837-0.0029751965252068097j),(-0.0017338452135579941-0.010951569919009184j),(-0.0052177855808865645-0.0023035057919463206j),(-0.004780621186210228+0.0034902361469621255j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.011059856359115395+0.006735588221415024j),(0.007788671994269124+0.0025962525570491935j),(0.030023422736461497-0.005737428182200949j),(0.0268229232939136+0.000247557808641493j),(0.0703277019153427-0.005701990757138897j),(0.06978597035783643-0.004641723197143964j),(0.11705290423598176-0.004087640076783802j),(0.12820235728709248-0.0033290748843104274j),(0.14368483799020848+0.00503513341747692j),(0.16334918049813107+0.007392419921933876j),(0.10636106199147644+0.010226229738113027j),(0.10904788694142717+0.0031097068490649133j),(0.0222946584018863+0.001059206744218044j),(0.010272615685944253-0.007579347270614643j),(-0.0062945655131789405-0.006347196538476121j),(-0.00999861131783304+0.001186578161634296j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.01884854064660062+0.009331941574010415j),(0.01281040574250973+0.003094225295655024j),(0.044036071878500116-0.008584094652276518j),(0.041831879966832866-0.00020474413245992126j),(0.09828194174076363-0.01013844778119457j),(0.099219482267229-0.005646924352394147j),(0.1462220768601588-0.001962797711995909j),(0.1647212855356818+0.0029215235066919164j),(0.14231340941764584+0.009507101709021049j),(0.16133760611107303+0.007040849506686424j),(0.05407268369667946+0.006296072636845792j),(0.037058218239701665+0.004462240179568472j),(-0.004490362146396508-0.010981735645638823j),(-0.016293377749850162-0.005160977687698207j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.031658983534075015+0.01242632851042771j),(0.020732625462984416+0.002847166744960166j),(0.06513549604162687-0.01163601323275381j),(0.0650248273086525-0.0006561553356842715j),(0.13247676092059688-0.015128488527916473j),(0.142204155755028+0.0008408004706083883j),(0.16873950411886357+0.00011913137139166544j),(0.20089584127253984+0.008632552398583147j),(0.10275634448771284+0.007916658343017888j),(0.08682694985561672+0.023447077678439114j),(0.004304939525865215-0.012687666106230917j),(-0.020783801027616004-0.016143310812340952j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.05239169400856381+0.015273753633554085j),(0.03330217304899476+0.00043778435254351693j),(0.09685830405496586-0.01272991626645181j),(0.10491561014114563+0.0009559848731060458j),(0.16976556036741816-0.015242631618053015j),(0.2107208305657861+0.006758847242544823j),(0.15891548385013973+0.001994161875408011j),(0.16185467669886375+0.03638987462214181j),(0.0277301070820389-0.005024927417956434j),(-0.01647853258619799-0.028831675413440484j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.08569403302079227+0.015711961328604612j),(0.055434760845980084-0.006706832359307703j),(0.14633925872613016-0.00506686472673477j),(0.1788789049030572-0.006685662483205947j),(0.2016083506695663-0.0017974122881034421j),(0.2418193958365901+0.020564701102464347j),(0.07895229945789857+0.017819864311351012j),(0.011252710718097324-0.03385691089932104j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.1411291210787198+0.009005819122099032j),(0.09773254324358017-0.02475446427541708j),(0.2274854696268619+0.013001975496093082j),(0.2670883221983126-0.028497718630008856j),(0.1763393266203458+0.04726426976893404j),(0.09020765045918562-0.016035947807934166j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.23886222614608885-0.01574771054136031j),(0.16701892522955494-0.05140406152406409j),(0.32755201733177697+0.03590768222503367j),(0.2665522707636431+0.031232245889879363j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.4058816452446674-0.06715050072049128j),(0.5941132221128618+0.0671473328219115j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
