-10.0,-9.5,-9.0,-8.5,-8.0,-7.5,-7.0,-6.5,-6.0,-5.5,-5.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.0,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.00022826148578678407+0.0015766738130084407j),(-0.00022826148578678407+0.0015766738130084407j),(0.003986122234719395+0.004077302751964195j),(0.004210338753122562+0.005370732084342591j),(0.01386656175809773+0.004256600466137137j),(0.01710740793974554+0.009351194694291179j),(0.027515442401058157-0.000725609802632242j),(0.03579233879063205+0.012993982647675144j),(0.04153288448522986-0.010734727271509117j),(0.060710364543678674+0.0048377436375688955j),(0.05909762351212515-0.018988979302100393j),(0.10792272816879961+0.003099534841189595j),(0.07206408818465321-0.010590950949159099j),(0.1394596227557128+0.041982929666706935j),(0.06109285465716679+0.0029010010414767164j),(0.10980408105679132+0.06592253011162692j),(0.04022961947635104+0.01372005412769159j),(0.06280379301190005+0.0755672410421987j),(0.019052330519385006+0.03100092611648707j),(-0.020374617101066812+0.09658691059675109j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-8.831255220932439e-06+0.0004236012710173181j),(-8.831255220932439e-06+0.0004236012710173181j),(0.0017036958199499557+0.002525570569677688j),(0.00153307107399331+0.0033494496065778145j),(0.008291802165804127+0.0033343880733028896j),(0.009416787105693946+0.0061098368972565984j),(0.02040593169412055+0.0018201038329178527j),(0.025758263195843+0.010734361140545202j),(0.03316621561081964-0.0032970985005378738j),(0.04516024488733192+0.012783267606939396j),(0.04613744264876648-0.011528889251744341j),(0.07132080501680935+0.0076115544580119985j),(0.06119866979220954-0.0138956219756862j),(0.11206471686592853+0.016137783688732924j),(0.06757515379202786-0.0018139126237074574j),(0.1268163306211106+0.0592973906325116j),(0.05387769888542394+0.010073951878753833j),(0.08843569592299395+0.07648030647453193j),(0.03151516230188185+0.017977853368961877j),(0.04118662815499769+0.07515839260060263j),(0.009616322713923108+0.026811612769615495j),(-0.029990971977072206+0.06977549398185988j),0j,0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.0004949850863729336-0.00027120084468437467j),(0.0004949850863729336-0.00027120084468437467j),(0.0010982855066570965+0.0011576408340832943j),(0.0010696226699206523+0.001735314460337926j),(0.005171529576281237+0.0026194895837803123j),(0.005303659023550136+0.004596863096884525j),(0.013845321473373813+0.0031163803182174257j),(0.016091450959554172+0.008280350533406243j),(0.025651990095078132+0.0003454765562437473j),(0.03395938832623174+0.011896608157547027j),(0.038057324492094945-0.004054812114859826j),(0.054178445295125485+0.015027225396909984j),(0.04942090473486441-0.00903541437045546j),(0.07909651770864438+0.014332401926022809j),(0.06104803425560296-0.007466662906350274j),(0.11129282109714252+0.031161361001486695j),(0.06224883622832134+0.006391807856280319j),(0.1091097698521896+0.07332340311227714j),(0.045227060837770484+0.01652191982760068j),(0.06661469035761493+0.08133341876947776j),(0.023772419773757728+0.019362989102409203j),(0.02222934388249111+0.07034596872060762j),(0.0032368622233896866+0.021463207003419676j),(-0.03322788130661229+0.0483124325809678j),0j,0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,0j,(0.0008715447222314035-0.00043207173339287417j),(0.0008715447222314035-0.00043207173339287417j),(0.0010465316879785494+0.00015296270196444382j),(0.001197127913564144+0.0005041542585266184j),(0.0036288881930581834+0.001675306194212528j),(0.003828227953627192+0.003108847125398026j),(0.00918261337881994+0.0036139036836897826j),(0.010043044064003545+0.007161480470631778j),(0.0184984794900737+0.002678106816174566j),(0.022863193835082337+0.010466293295305587j),(0.030344464640646187+0.0003864983195705834j),(0.04164694940639799+0.015341379812620098j),(0.04140186560569384-0.0026005935566441787j),(0.06095562439571466+0.02025649641009429j),(0.0513536759131346-0.004801454837975632j),(0.08312174133419553+0.024367143241922365j),(0.05920268654246677+0.00012013040315272193j),(0.1046244014626133+0.04663473207147951j),(0.05507055596049296+0.013751303130324565j),(0.08896336998892988+0.08280864046383049j),(0.036747427428904494+0.020275250712068576j),(0.04563662698550108+0.08141752551746761j),(0.01668505832630577+0.01982685794309106j),(0.007012096281881059+0.062380271715655064j),(-0.0007841372834129865+0.016866950879862872j),(-0.032443804759819186+0.03144558444989932j),0j,0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,0j,(0.0010964933270705664-0.00023880438932236017j),(0.0010964933270705664-0.00023880438932236017j),(0.001156434484580776-0.00027731908319096615j),(0.0013591178304997531-2.393545138106456e-05j),(0.0027246901071601146+0.0008323206038143408j),(0.0030898040319787498+0.0017210085640268285j),(0.006137718723959439+0.0030855136757646793j),(0.006996133182744176+0.005568546780510883j),(0.01306447300571248+0.0039004384727175734j),(0.01518810389530142+0.009834479345105012j),(0.022652075198734946+0.003399150662903952j),(0.029084007480518856+0.014556198325591418j),(0.03365475398342027+0.0017224624900093956j),(0.04706068071346949+0.02105968809602738j),(0.04372853446679943+0.0007445888596523592j),(0.06431702793775089+0.02826969511002563j),(0.051280146105007786+0.0010903893963213592j),(0.08214640634699585+0.03634367765425035j),(0.05539334220023597+0.007580507645195086j),(0.09314857608797923+0.06026686523550511j),(0.04720261667928322+0.019522952344023348j),(0.06766045083225766+0.08774133443718712j),(0.028472600306337203+0.02266333910668824j),(0.026953711616155958+0.07735656311609293j),(0.010717601840841732+0.018691803876012814j),(-0.0044175760415689595+0.05281304994723634j),(-0.0031660286849358524+0.012556044999277254j),(-0.02927783546313359+0.018889607941196943j),0j,0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,0j,(0.0011626288303148678+5.497597016591719e-05j),(0.0011626288303148678+5.497597016591719e-05j),(0.001328726632760126-0.000290407848733188j),(0.001528805198992875-1.9813111694512324e-05j),(0.0022159021845063976+0.0003777698883202356j),(0.0025883422892765914+0.0009901020393316238j),(0.004093373253058712+0.002146218124702963j),(0.005077384642756648+0.00377344446988289j),(0.009163414900307965+0.003804353900187455j),(0.010590182690019042+0.008237782472175019j),(0.01644982145567098+0.005049382052058132j),(0.01974583704967786+0.013902124095911182j),(0.025797533168997834+0.0048514367277153695j),(0.03323305847780611+0.020330614874031108j),(0.03591775038773242+0.004883998701355624j),(0.04910097593545115+0.02866066037496838j),(0.043998754079251814+0.005492815249875837j),(0.063421915572126+0.03768360377247122j),(0.0494534785070424+0.007440844757048969j),(0.07621313561358073+0.04816346903112922j),(0.04993515858332357+0.014496264565620759j),(0.07793531804165094+0.07087688610361588j),(0.03879600758363044+0.023662827621679757j),(0.046901954302260934+0.08806123784891344j),(0.02089347436804167+0.02318895797492255j),(0.01119594603794259+0.07042809616307888j),(0.005899688922632476+0.016984119047811726j),(-0.012216172482031188+0.0426541381992433j),(-0.004275405355840288+0.00905464672309235j),(-0.025002486320669124+0.009835004277237316j),0j,0j,0j,0j,0j
0j,0j,0j,0j,0j,(0.0010703390860020935+0.0003146372570559293j),(0.0010703390860020935+0.0003146372570559293j),(0.0014375965218355856-0.00011809350271063405j),(0.0016171609732794116+0.0001879757983798452j),(0.001998960558446777+0.00021752481159983185j),(0.0023541377431296174+0.0007862195817425649j),(0.002877429978787841+0.0013486730057008485j),(0.003813501834035549+0.0025765373172554427j),(0.0063135914165336786+0.003075716706489438j),(0.007387546143605826+0.006152024524495804j),(0.011733264505019868+0.005157881395500992j),(0.013616114317650382+0.011874701268108434j),(0.019182390114158423+0.006663878557004465j),(0.022574688482914832+0.019094250733699067j),(0.027757379200318517+0.007867793059768691j),(0.03427563932365606+0.02715047392126953j),(0.03622809369567205+0.009003440408369158j),(0.047390135781423044+0.03680304443347862j),(0.04264111462775954+0.010883500181609143j),(0.058207735744180866+0.04687062541358231j),(0.045606433184922586+0.013765397844825644j),(0.0661614338731702+0.05823571481845416j),(0.04325157539533753+0.02010743732563852j),(0.06051057333857414+0.07742737299756516j),(0.03047773836325038+0.026059753455345003j),(0.02781358264672147+0.08448875248352276j),(0.014252919517326953+0.022592649139079195j),(-0.001298517555637609+0.06154678964223669j),(0.0021808225167226835+0.014654404190434223j),(-0.01688002662482329+0.03285623615603275j),(-0.004616636721912549+0.006178209193046364j),(-0.020385898042739978+0.003656818937112612j),0j,0j,0j,0j
0j,0j,0j,0j,(0.0008734701333278403+0.0004998577810563431j),(0.0008734701333278403+0.0004998577810563431j),(0.001408092486647881+0.0001181425860934476j),(0.0015408969611873543+0.0004340196196794653j),(0.0018824949043717417+0.00021472127980009763j),(0.0022185499705411104+0.0007910665670371202j),(0.00230783556541957+0.0007986041434544574j),(0.0031737435072422384+0.0019482220717010003j),(0.004436354921246515+0.002309768240741713j),(0.0052290776568480885+0.0045460598715226334j),(0.008150337356058331+0.004446617505623039j),(0.009233203576181275+0.009180911859426185j),(0.013893853528178146+0.0068897030957137525j),(0.015270815734390453+0.016201503934622385j),(0.020637478896498612+0.00945787153294984j),(0.022791325905973554+0.024680185694389435j),(0.027986385830869417+0.011435986027289902j),(0.03218987390865076+0.033897630896401944j),(0.03492201827173535+0.01370532979104358j),(0.042004605127960566+0.04414538355094024j),(0.0392607811478752+0.016219189255852567j),(0.0495847381045954+0.05438349489310185j),(0.04035203013268794+0.01918037124994326j),(0.05309073230466397+0.0653533037365258j),(0.03578186582535922+0.02427158448455471j),(0.042463785668731324+0.07972728983750461j),(0.022582452043764956+0.026867504774735984j),(0.01126203679238934+0.07774179364444647j),(0.008638424279124639+0.020960103046186628j),(-0.01054120480886921+0.0517519034776716j),(-0.0004802556190634204+0.012211309956685306j),(-0.019003108919883552+0.023948447085789498j),(-0.004416361285463634+0.003981841103176853j),(-0.015969577247508308-0.00032501129277329025j),0j,0j,0j
0j,0j,0j,(0.0006422095998364955+0.0006001825525036483j),(0.0006422095998364955+0.0006001825525036483j),(0.0012598032589212936+0.00035436540233134845j),(0.0013277468528750955+0.0006584290739240759j),(0.0017407541781661086+0.00031844458513319627j),(0.0020119070438974446+0.0008844817267913375j),(0.002070763429526098+0.00048291883948208187j),(0.002844455148400229+0.0016202791675596043j),(0.003367424038713142+0.0016586719147518374j),(0.004054246651122833+0.003469692971908723j),(0.005684581193614726+0.003555028038107683j),(0.006311249330890962+0.0069443979987898j),(0.00970902461496597+0.006167165369657954j),(0.010041595193937772+0.012609569613447174j),(0.014808901277650178+0.00938791273607529j),(0.01491482326943076+0.020503951187047603j),(0.020640518491711456+0.012497200881715376j),(0.020591408960290894+0.029850628726714998j),(0.026636636138347023+0.015387843122668566j),(0.02711006016464042+0.03945630908970905j),(0.03174996338307081+0.018122810465768784j),(0.03400723819712237+0.04955758866738442j),(0.03453189897100326+0.02080086795175425j),(0.03847483394449986+0.05933731010968726j),(0.033923160141582295+0.023427145231935925j),(0.038548024934647165+0.06887097122474788j),(0.028076510257646254+0.02671968075599682j),(0.025127316380884245+0.07800505974567808j),(0.01545393632759591+0.026310668052619827j),(-0.00225518517032024+0.0687893816981886j),(0.004136170245923477+0.018736778785295047j),(-0.016789251597158092+0.04178713000784814j),(-0.0022755875542042636+0.009744433691506633j),(-0.019201536224410218+0.016304179765619667j),(-0.003947625182530465+0.0023373004120999553j),(-0.01202198418256497-0.0026623097227340773j),0j,0j
0j,0j,(0.0004235270991604065+0.0006209649443349944j),(0.0004235270991604065+0.0006209649443349944j),(0.001043767982742707+0.0005397179656922984j),(0.001049805170987866+0.0008174046730519028j),(0.0015508339085864573+0.0004813040502524467j),(0.0017204141356290243+0.001024139672303253j),(0.0019344341110554511+0.0003961299314792522j),(0.0025422673221993665+0.0015040672005131117j),(0.002777952775569009+0.0011783393729171616j),(0.0034278913491561677+0.0027325119156487j),(0.004184874102604208+0.0026921709419351833j),(0.004718280859688904+0.005289373584718818j),(0.006707700570661051+0.005117372047864812j),(0.0066361109167909745+0.009569210305990231j),(0.01017441310685788+0.008288450968352318j),(0.009417149815829964+0.01579747675805146j),(0.014565223007591869+0.011928364369508615j),(0.012817971609737354+0.02426863728769538j),(0.019192084837910104+0.0156601483250105j),(0.016110720795638328+0.03372128505344924j),(0.023691625667496507+0.01884491179172536j),(0.020148702540765246+0.04303885637885576j),(0.02734467595606141+0.0218002030937861j),(0.024238470303414413+0.05248802296539924j),(0.02864093973657489+0.02426293217035513j),(0.026286312256620453+0.06117727052703926j),(0.026988046562141495+0.02610345872334658j),(0.023820701361646737+0.06879245335644818j),(0.02057224824573961+0.02761740080984381j),(0.009615754144730537+0.07287686603991904j),(0.00928546110099776+0.0246636127010733j),(-0.012573066729123722+0.05852913672676998j),(0.0006674301860520664+0.0161369674235651j),(-0.020422309781004618+0.03228993604826773j),(-0.003323123538125042+0.00747458193381578j),(-0.018063465587486234+0.010044119367852256j),(-0.003334798281839177+0.0011712772871806897j),(-0.008687210540402026-0.0038335902986218907j),0j
0j,(0.00023974801569411457+0.0005828214538039556j),(0.00023974801569411457+0.0005828214538039556j),(0.0008005977280507048+0.0006483313906465578j),(0.00075931163787392+0.0008875963134727568j),(0.0013209575764564063+0.0006407912507781533j),(0.0013879126365465898+0.001146504195836419j),(0.0017970421637858063+0.00047860966885970873j),(0.002194701623002978+0.0015409471556702117j),(0.0024181136220735927+0.0009230979675157819j),(0.002971057482598788+0.002311371304239525j),(0.003310681340864455+0.0019766571057942997j),(0.003886353121827571+0.004079421315134798j),(0.004796997793193476+0.003994555375601825j),(0.004842806378084852+0.0072510702851580925j),(0.006859768309039765+0.006814919041552675j),(0.005986726360343773+0.011896470544795198j),(0.009757255515983079+0.010332898181382397j),(0.007602765085351359+0.018462544251787512j),(0.013085379906109041+0.01435695705536533j),(0.009101958500166584+0.026820969421149612j),(0.016483981555324233+0.018201056680026615j),(0.010379413530824293+0.03580896209782282j),(0.019685143140383863+0.021540883528206236j),(0.01201726667298655+0.04433643367871116j),(0.02194910595618652+0.02431856463361652j),(0.013987575459272473+0.0526337998415714j),(0.022283074390573167+0.02629189788726977j),(0.014096837787660816+0.06002444169278072j),(0.019956571110126668+0.027290882659858264j),(0.010119690346834135+0.0654256455920433j),(0.013661784477310621+0.027063172077589216j),(-0.0033727036146236197+0.0651991560018341j),(0.00419802121103132+0.02224532902454503j),(-0.019774736289745326+0.04780557212092536j),(-0.0018297776350864557+0.013426033692874293j),(-0.02191901111748243+0.023673806897189103j),(-0.0038158577067334597+0.005460108524867552j),(-0.016085403050199214+0.00517100816197886j),(-0.0027006636618798923+0.00037990309128810957j),(-0.005986564980397478-0.00421349965098459j)
